"id","year","month","day","hour","minute","second","lat","long","id_gps"
"64498",22,4,13,7,12,20,36.943767,-3.49713,"AV600"
"72442",22,4,13,7,17,22,36.943698,-3.497056,"AV600"
"83641",22,4,13,7,22,28,36.943767,-3.497003,"AV600"
"91606",22,4,13,7,27,30,36.943756,-3.497058,"AV600"
"157556",22,4,13,7,33,31,36.943778,-3.497288,"AV600"
"214902",22,4,13,7,39,23,36.943878,-3.49744,"AV600"
"277555",22,4,13,7,45,20,36.943855,-3.497502,"AV600"
"286009",22,4,13,7,50,23,36.943767,-3.49747,"AV600"
"309085",22,4,13,7,55,40,36.943836,-3.497505,"AV600"
"319077",22,4,13,8,0,43,36.943794,-3.497454,"AV600"
"328072",22,4,13,8,5,47,36.943717,-3.497355,"AV600"
"377943",22,4,13,8,11,31,36.943813,-3.49755,"AV600"
"406609",22,4,13,8,16,54,36.943809,-3.497525,"AV600"
"444607",22,4,13,8,22,26,36.943851,-3.497488,"AV600"
"459293",22,4,13,8,27,35,36.943817,-3.497494,"AV600"
"467321",22,4,13,8,32,37,36.943794,-3.497484,"AV600"
"475341",22,4,13,8,37,38,36.943828,-3.497378,"AV600"
"482353",22,4,13,8,42,39,36.94387,-3.497546,"AV600"
"548020",22,4,13,8,48,39,36.943935,-3.497551,"AV600"
"596138",22,4,13,8,54,21,36.943923,-3.497577,"AV600"
"642281",22,4,13,9,0,1,36.943935,-3.497506,"AV600"
"690372",22,4,13,9,5,43,36.94392,-3.497594,"AV600"
"756264",22,4,13,9,11,42,36.943939,-3.497583,"AV600"
"810473",22,4,13,9,17,30,36.943962,-3.497571,"AV600"
"847749",22,4,13,9,23,1,36.943927,-3.497589,"AV600"
"887801",22,4,13,9,28,35,36.943912,-3.497497,"AV600"
"919813",22,4,13,9,34,1,36.943878,-3.497494,"AV600"
"927618",22,4,13,9,39,2,36.94387,-3.497534,"AV600"
"934726",22,4,13,9,44,3,36.943855,-3.497544,"AV600"
"941705",22,4,13,9,49,3,36.943809,-3.497528,"AV600"
"948734",22,4,13,9,54,4,36.943832,-3.497514,"AV600"
"955767",22,4,13,9,59,4,36.943889,-3.497526,"AV600"
"962794",22,4,13,10,4,5,36.943855,-3.497525,"AV600"
"970825",22,4,13,10,9,7,36.94387,-3.49755,"AV600"
"979375",22,4,13,10,14,8,36.943851,-3.497556,"AV600"
"986390",22,4,13,10,19,9,36.943843,-3.497523,"AV600"
"993413",22,4,13,10,24,9,36.943916,-3.497537,"AV600"
"1001439",22,4,13,10,29,10,36.943737,-3.49753,"AV600"
"1008458",22,4,13,10,34,11,36.943847,-3.497534,"AV600"
"1015476",22,4,13,10,39,11,36.943878,-3.497518,"AV600"
"1022496",22,4,13,10,44,11,36.943916,-3.497557,"AV600"
"1029507",22,4,13,10,49,12,36.943916,-3.497599,"AV600"
"1045035",22,4,13,10,54,21,36.94384,-3.497536,"AV600"
"1057352",22,4,13,10,59,27,36.943832,-3.497601,"AV600"
"1092328",22,4,13,11,4,55,36.943946,-3.497555,"AV600"
"1100307",22,4,13,11,9,56,36.943927,-3.497573,"AV600"
"1107307",22,4,13,11,14,56,36.94387,-3.497576,"AV600"
"1144154",22,4,13,11,20,27,36.943889,-3.49757,"AV600"
"1185437",22,4,13,11,26,2,36.943866,-3.497571,"AV600"
"1222391",22,4,13,11,31,32,36.94387,-3.497578,"AV600"
"1257985",22,4,13,11,37,1,36.943859,-3.497586,"AV600"
"1274355",22,4,13,11,42,10,36.943881,-3.497582,"AV600"
"1281929",22,4,13,11,47,10,36.943855,-3.497534,"AV600"
"1291499",22,4,13,11,52,13,36.943893,-3.497526,"AV600"
"1298546",22,4,13,11,57,14,36.943878,-3.497512,"AV600"
"1312147",22,4,13,12,2,21,36.943878,-3.497539,"AV600"
"1319190",22,4,13,12,7,21,36.943855,-3.497545,"AV600"
"1326208",22,4,13,12,12,21,36.943901,-3.497536,"AV600"
"1338469",22,4,13,12,17,27,36.943824,-3.497519,"AV600"
"1398475",22,4,13,12,23,20,36.943973,-3.497538,"AV600"
"1456606",22,4,13,12,29,11,36.943996,-3.497569,"AV600"
"1505760",22,4,13,12,34,53,36.94395,-3.497523,"AV600"
"1548940",22,4,13,12,40,29,36.943931,-3.497616,"AV600"
"1557937",22,4,13,12,45,30,36.945774,-3.497037,"AV600"
"1564943",22,4,13,12,50,31,36.947883,-3.499029,"AV600"
"1573942",22,4,13,12,55,33,36.949256,-3.498985,"AV600"
"1623393",22,4,13,13,1,16,36.95066,-3.498636,"AV600"
"1662426",22,4,13,13,6,48,36.951255,-3.498205,"AV600"
"1678935",22,4,13,13,11,58,36.952964,-3.497406,"AV600"
"1695372",22,4,13,13,17,8,36.953239,-3.496727,"AV600"
"1712732",22,4,13,13,22,19,36.954261,-3.4971,"AV600"
"1748953",22,4,13,13,27,49,36.955204,-3.497988,"AV600"
"1765626",22,4,13,13,32,59,36.955177,-3.497617,"AV600"
"1777316",22,4,13,13,38,4,36.95655,-3.499353,"AV600"
"1789010",22,4,13,13,43,9,36.957424,-3.500427,"AV600"
"1796039",22,4,13,13,48,9,36.958068,-3.50164,"AV600"
"1803072",22,4,13,13,53,9,36.958175,-3.501782,"AV600"
"1810113",22,4,13,13,58,9,36.95824,-3.502217,"AV600"
"1820155",22,4,13,14,3,12,36.95819,-3.501489,"AV600"
"1837383",22,4,13,14,8,23,36.957984,-3.500747,"AV600"
"1852655",22,4,13,14,13,31,36.958114,-3.50041,"AV600"
"1860685",22,4,13,14,18,31,36.958183,-3.500381,"AV600"
"1868713",22,4,13,14,23,32,36.958244,-3.500408,"AV600"
"1882492",22,4,13,14,28,40,36.958282,-3.500407,"AV600"
"1892547",22,4,13,14,33,43,36.958145,-3.500375,"AV600"
"1900588",22,4,13,14,38,44,36.958106,-3.50009,"AV600"
"1908631",22,4,13,14,43,46,36.958171,-3.500368,"AV600"
"1916661",22,4,13,14,48,47,36.958423,-3.500577,"AV600"
"1924691",22,4,13,14,53,49,36.958469,-3.500548,"AV600"
"1939225",22,4,13,14,58,57,36.958213,-3.500069,"AV600"
"1947274",22,4,13,15,3,58,36.957828,-3.499982,"AV600"
"1986090",22,4,13,15,9,31,36.957191,-3.499615,"AV600"
"1996089",22,4,13,15,14,33,36.955238,-3.499616,"AV600"
"2011011",22,4,13,15,19,42,36.954906,-3.499401,"AV600"
"2027733",22,4,13,15,24,52,36.955039,-3.499324,"AV600"
"2061158",22,4,13,15,30,19,36.955024,-3.499306,"AV600"
"2069157",22,4,13,15,35,20,36.955139,-3.499095,"AV600"
"2077173",22,4,13,15,40,21,36.954975,-3.499199,"AV600"
"2085191",22,4,13,15,45,23,36.954742,-3.499001,"AV600"
"2093215",22,4,13,15,50,24,36.954921,-3.499007,"AV600"
"2109187",22,4,13,15,55,34,36.954967,-3.498833,"AV600"
"2117218",22,4,13,16,0,35,36.956123,-3.49997,"AV600"
"2133567",22,4,13,16,5,45,36.956188,-3.499884,"AV600"
"2141614",22,4,13,16,10,45,36.956279,-3.499704,"AV600"
"2150656",22,4,13,16,15,48,36.956329,-3.499772,"AV600"
"2158695",22,4,13,16,20,49,36.956001,-3.499742,"AV600"
"2166742",22,4,13,16,25,50,36.955806,-3.49906,"AV600"
"2179315",22,4,13,16,30,57,36.956581,-3.498284,"AV600"
"2194385",22,4,13,16,36,6,36.95655,-3.498508,"AV600"
"2203048",22,4,13,16,41,8,36.955253,-3.498161,"AV600"
"2217050",22,4,13,16,46,16,36.955352,-3.498193,"AV600"
"2256263",22,4,13,16,51,49,36.955165,-3.49767,"AV600"
"2263402",22,4,13,16,56,50,36.954345,-3.497373,"AV600"
"2274396",22,4,13,17,1,54,36.953575,-3.497013,"AV600"
"2281431",22,4,13,17,6,55,36.953094,-3.496452,"AV600"
"2288497",22,4,13,17,11,56,36.95317,-3.496242,"AV600"
"2300558",22,4,13,17,17,2,36.953491,-3.496221,"AV600"
"2313670",22,4,13,17,22,9,36.953182,-3.4964,"AV600"
"2330882",22,4,13,17,27,20,36.952033,-3.49713,"AV600"
"2347325",22,4,13,17,32,30,36.950874,-3.49773,"AV600"
"2357385",22,4,13,17,37,34,36.949474,-3.497134,"AV600"
"2364411",22,4,13,17,42,35,36.94934,-3.497161,"AV600"
"2371456",22,4,13,17,47,36,36.949592,-3.497405,"AV600"
"2378499",22,4,13,17,52,37,36.949794,-3.497617,"AV600"
"2389517",22,4,13,17,57,42,36.949726,-3.498276,"AV600"
"2397582",22,4,13,18,2,43,36.949657,-3.497654,"AV600"
"2405619",22,4,13,18,7,45,36.949653,-3.498139,"AV600"
"2413661",22,4,13,18,12,47,36.949501,-3.498597,"AV600"
"2449024",22,4,13,18,18,17,36.949119,-3.498134,"AV600"
"2486951",22,4,13,18,23,49,36.948204,-3.497928,"AV600"
"2495975",22,4,13,18,28,52,36.947452,-3.497736,"AV600"
"2505015",22,4,13,18,33,55,36.947132,-3.497185,"AV600"
"2513066",22,4,13,18,38,57,36.946838,-3.497133,"AV600"
"2525733",22,4,13,18,44,4,36.944961,-3.496963,"AV600"
"2562235",22,4,13,18,49,35,36.943592,-3.49639,"AV600"
"2570226",22,4,13,18,54,37,36.942783,-3.49636,"AV600"
"2577271",22,4,13,18,59,38,36.943199,-3.496573,"AV600"
"2586303",22,4,13,19,4,41,36.943931,-3.496864,"AV600"
"2593365",22,4,13,19,9,42,36.943733,-3.497501,"AV600"
"2600416",22,4,13,19,14,43,36.943927,-3.497545,"AV600"
"2623188",22,4,13,19,20,1,36.943931,-3.497679,"AV600"
"2632224",22,4,13,19,25,4,36.943977,-3.49765,"AV600"
"2640304",22,4,13,19,30,6,36.943939,-3.497632,"AV600"
"2655002",22,4,13,19,35,15,36.943958,-3.497536,"AV600"
"2664079",22,4,13,19,40,18,36.943958,-3.497549,"AV600"
"2672152",22,4,13,19,45,20,36.943908,-3.497589,"AV600"
"2679232",22,4,13,19,50,21,36.943897,-3.497586,"AV600"
"2688308",22,4,13,19,55,24,36.943904,-3.497585,"AV600"
"2696371",22,4,13,20,0,26,36.943943,-3.497585,"AV600"
"2708972",22,4,13,20,5,33,36.943977,-3.497595,"AV600"
"2718096",22,4,13,20,10,36,36.943901,-3.497558,"AV600"
"2727191",22,4,13,20,15,39,36.944038,-3.497527,"AV600"
"2736286",22,4,13,20,20,42,36.943988,-3.497573,"AV600"
"2745387",22,4,13,20,25,45,36.94395,-3.497645,"AV600"
"2754509",22,4,13,20,30,48,36.943992,-3.497564,"AV600"
"2763653",22,4,13,20,35,51,36.943958,-3.497586,"AV600"
"2771755",22,4,13,20,40,53,36.943939,-3.49755,"AV600"
"2780850",22,4,13,20,45,56,36.943916,-3.497526,"AV600"
"2791950",22,4,13,20,51,1,36.943946,-3.497638,"AV600"
"2800050",22,4,13,20,56,3,36.94392,-3.497629,"AV600"
"2808148",22,4,13,21,1,4,36.943809,-3.497638,"AV600"
"2817231",22,4,13,21,6,7,36.943569,-3.497832,"AV600"
"2826330",22,4,13,21,11,10,36.943603,-3.497785,"AV600"
"2852409",22,4,13,21,16,31,36.943767,-3.497544,"AV600"
"2863402",22,4,13,21,21,35,36.943733,-3.497702,"AV600"
"2877412",22,4,13,21,26,43,36.944072,-3.497186,"AV600"
"2885419",22,4,13,21,31,45,36.94384,-3.497581,"AV600"
"2893410",22,4,13,21,36,47,36.943851,-3.497578,"AV600"
"2900406",22,4,13,21,41,48,36.94379,-3.497613,"AV600"
"2907420",22,4,13,21,46,49,36.943843,-3.497708,"AV600"
"2920582",22,4,13,21,51,57,36.943828,-3.497629,"AV600"
"2927582",22,4,13,21,56,57,36.943855,-3.497613,"AV600"
"2934584",22,4,13,22,1,58,36.943832,-3.497639,"AV600"
"2941609",22,4,13,22,6,59,36.943859,-3.497689,"AV600"
"2948640",22,4,13,22,12,1,36.943828,-3.497642,"AV600"
