Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_12;42.7835900000;-1.6870100000;21-07-2022 10:00:56;GOOD;
GPS_12;42.7836700000;-1.6870100000;21-07-2022 10:03:22;GOOD;
GPS_12;42.7955900000;-1.7009600000;01-08-2022 18:07:12;LOW;
GPS_12;42.8331600000;-1.6891800000;01-08-2022 19:13:22;LOW;
GPS_12;42.8104100000;-1.6898700000;01-08-2022 19:03:22;LOW;
GPS_12;42.7914800000;-1.6983700000;01-08-2022 18:53:22;LOW;
GPS_12;42.8336900000;-1.6890300000;01-08-2022 19:23:52;LOW;
GPS_12;42.5574200000;-1.6469100000;01-08-2022 20:54:23;LOW;
GPS_12;39.6303400000;-3.5197100000;02-08-2022 02:36:20;LOW;
GPS_12;36.8821400000;-2.4186100000;02-08-2022 07:54:35;LOW;
GPS_12;36.9510600000;-2.4931900000;02-08-2022 10:04:12;LOW;
GPS_12;36.9495200000;-2.4927600000;02-08-2022 09:54:12;LOW;
GPS_12;36.9511900000;-2.4883000000;02-08-2022 09:44:12;LOW;
GPS_12;37.1095300000;-2.6201500000;03-08-2022 14:09:40;LOW;
GPS_12;37.0728600000;-2.5456200000;03-08-2022 14:53:43;LOW;
GPS_12;37.1047000000;-2.6127400000;03-08-2022 14:33:43;LOW;
GPS_12;37.0812300000;-2.5633000000;03-08-2022 14:43:43;LOW;
GPS_12;37.0693900000;-2.5480700000;04-08-2022 11:19:46;GOOD;
GPS_12;37.0912400000;-2.5836200000;04-08-2022 11:29:58;GOOD;
GPS_12;37.1203600000;-2.5395800000;04-08-2022 12:00:03;LOW;
GPS_12;37.1127600000;-2.5326300000;04-08-2022 11:50:03;LOW;
GPS_12;37.1145600000;-2.6154600000;04-08-2022 11:40:03;LOW;
GPS_12;37.1181100000;-2.5271300000;04-08-2022 12:39:52;LOW;
GPS_12;37.1174700000;-2.5399200000;04-08-2022 12:29:52;LOW;
GPS_12;37.1174700000;-2.5400100000;04-08-2022 12:19:52;LOW;
GPS_12;37.1579200000;-2.5090300000;04-08-2022 12:49:55;LOW;
GPS_12;37.2020900000;-2.5254500000;04-08-2022 12:59:58;LOW;
GPS_12;37.2432700000;-2.5151100000;04-08-2022 13:50:17;LOW;
GPS_12;37.2432700000;-2.5151100000;04-08-2022 13:30:17;LOW;
GPS_12;37.2493500000;-2.5334800000;04-08-2022 15:26:07;LOW;
GPS_12;37.2491800000;-2.5334800000;04-08-2022 15:16:07;LOW;
GPS_12;37.2548400000;-2.5404300000;04-08-2022 15:06:07;LOW;
GPS_12;37.2535300000;-2.5274400000;04-08-2022 15:56:13;LOW;
GPS_12;37.2492000000;-2.5334400000;04-08-2022 15:36:13;LOW;
GPS_12;37.2552900000;-2.5300100000;04-08-2022 15:46:13;LOW;
GPS_12;37.2209300000;-2.5465100000;04-08-2022 16:25:59;LOW;
GPS_12;37.2132500000;-2.5167300000;04-08-2022 16:15:59;LOW;
GPS_12;37.2535000000;-2.5274600000;04-08-2022 16:05:59;LOW;
GPS_12;37.2182400000;-2.5536200000;04-08-2022 16:55:51;LOW;
GPS_12;37.2236500000;-2.5461500000;04-08-2022 16:45:51;LOW;
GPS_12;37.2207300000;-2.5468400000;04-08-2022 16:35:51;LOW;
GPS_12;37.2221200000;-2.5475800000;04-08-2022 17:05:48;LOW;
GPS_12;37.2231700000;-2.5485800000;04-08-2022 17:25:47;LOW;
GPS_12;37.2401400000;-2.5542900000;04-08-2022 18:45:53;LOW;
GPS_12;37.2376100000;-2.5220100000;04-08-2022 18:25:53;LOW;
GPS_12;37.2358900000;-2.5546300000;04-08-2022 18:35:53;LOW;
GPS_12;37.2402500000;-2.5542900000;04-08-2022 19:05:50;LOW;
GPS_12;37.2402500000;-2.5543800000;04-08-2022 18:55:50;LOW;
GPS_12;37.2428400000;-2.5148000000;04-08-2022 20:04:12;LOW;
GPS_12;37.2332700000;-2.5584000000;04-08-2022 19:44:12;LOW;
GPS_12;37.2373000000;-2.5327400000;04-08-2022 19:54:12;LOW;
GPS_12;37.2051700000;-2.5220300000;04-08-2022 20:33:57;LOW;
GPS_12;37.2078300000;-2.5224600000;04-08-2022 20:23:57;LOW;
GPS_12;37.2430600000;-2.5151600000;04-08-2022 20:13:57;LOW;
GPS_12;37.1943300000;-2.5291400000;04-08-2022 20:53:46;LOW;
GPS_12;37.2040700000;-2.5400100000;04-08-2022 21:13:43;LOW;
GPS_12;37.2041600000;-2.5373500000;04-08-2022 21:03:43;LOW;
GPS_12;37.2047700000;-2.5256000000;04-08-2022 21:33:45;LOW;
GPS_12;37.2585800000;-2.5589900000;04-08-2022 22:13:50;LOW;
GPS_12;37.2568200000;-2.5430300000;04-08-2022 22:03:50;LOW;
GPS_12;37.2433000000;-2.5153900000;04-08-2022 21:53:50;LOW;
GPS_12;37.2578700000;-2.5597500000;04-08-2022 22:33:40;LOW;
GPS_12;37.2586000000;-2.5590600000;04-08-2022 22:23:40;LOW;
GPS_12;37.2584900000;-2.5586900000;04-08-2022 23:13:36;LOW;
GPS_12;37.2584900000;-2.5586900000;04-08-2022 23:03:36;LOW;
GPS_12;37.2584500000;-2.5586000000;04-08-2022 22:53:36;LOW;
GPS_12;37.2586600000;-2.5588100000;05-08-2022 00:23:43;LOW;
GPS_12;37.2585300000;-2.5588100000;05-08-2022 00:03:43;LOW;
GPS_12;37.2585300000;-2.5588100000;05-08-2022 00:13:43;LOW;
GPS_12;37.2584800000;-2.5588400000;05-08-2022 02:08:04;LOW;
GPS_12;37.2584800000;-2.5588400000;05-08-2022 01:48:04;LOW;
GPS_12;37.2584400000;-2.5588400000;05-08-2022 01:58:04;LOW;
GPS_12;37.2582100000;-2.5584100000;05-08-2022 05:56:35;LOW;
GPS_12;37.2583600000;-2.5588400000;05-08-2022 07:23:49;LOW;
GPS_12;37.2581900000;-2.5588400000;05-08-2022 07:13:49;LOW;
GPS_12;37.2589300000;-2.5577400000;05-08-2022 07:53:43;LOW;
GPS_12;37.2584100000;-2.5588600000;05-08-2022 07:33:43;LOW;
GPS_12;37.2581100000;-2.5590300000;05-08-2022 07:43:43;LOW;
GPS_12;37.2577200000;-2.5551500000;05-08-2022 08:03:44;LOW;
GPS_12;37.2571700000;-2.5499000000;05-08-2022 08:13:43;LOW;
GPS_12;37.2543200000;-2.5441000000;05-08-2022 08:53:36;LOW;
GPS_12;37.2486100000;-2.5342100000;05-08-2022 10:03:30;LOW;
GPS_12;37.2463200000;-2.5341800000;05-08-2022 10:23:34;LOW;
GPS_12;37.2469200000;-2.5338400000;05-08-2022 10:13:34;LOW;
GPS_12;37.2468500000;-2.5390000000;05-08-2022 10:53:22;LOW;
GPS_12;37.2471900000;-2.5366000000;05-08-2022 10:43:22;LOW;
GPS_12;37.2469800000;-2.5348800000;05-08-2022 10:33:22;LOW;
GPS_12;37.2469100000;-2.5401900000;05-08-2022 11:04:55;LOW;
GPS_12;37.2355200000;-2.5471500000;05-08-2022 12:13:35;LOW;
GPS_12;37.2391200000;-2.5472400000;05-08-2022 12:03:35;LOW;
GPS_12;37.2423800000;-2.5473300000;05-08-2022 11:53:35;LOW;
GPS_12;37.2394300000;-2.5545000000;05-08-2022 13:35:53;LOW;
GPS_12;37.2395200000;-2.5547200000;05-08-2022 14:46:08;LOW;
GPS_12;37.2370500000;-2.5551500000;05-08-2022 16:27:47;LOW;
GPS_12;37.2361600000;-2.5550500000;05-08-2022 17:07:42;LOW;
GPS_12;37.2364200000;-2.5554800000;05-08-2022 16:47:42;LOW;
GPS_12;37.2361600000;-2.5551400000;05-08-2022 16:57:42;LOW;
GPS_12;37.2327700000;-2.5544400000;05-08-2022 17:47:33;LOW;
GPS_12;37.2328100000;-2.5542300000;05-08-2022 17:58:21;LOW;
GPS_12;37.2332800000;-2.5544000000;05-08-2022 17:38:21;LOW;
GPS_12;37.2301700000;-2.5544700000;05-08-2022 18:37:23;LOW;
GPS_12;37.2286800000;-2.5538000000;05-08-2022 18:57:47;LOW;
GPS_12;37.2294100000;-2.5541400000;05-08-2022 18:47:47;LOW;
GPS_12;37.2223000000;-2.5528300000;05-08-2022 19:47:24;LOW;
GPS_12;37.2234100000;-2.5609400000;05-08-2022 20:59:51;LOW;
GPS_12;37.2232400000;-2.5594000000;05-08-2022 20:49:51;LOW;
GPS_12;37.2227700000;-2.5589700000;05-08-2022 20:39:51;LOW;
GPS_12;37.2237700000;-2.5633200000;05-08-2022 21:07:20;LOW;
GPS_12;37.2257200000;-2.5651900000;05-08-2022 21:17:15;LOW;
GPS_12;37.2273200000;-2.5669300000;05-08-2022 21:27:10;LOW;
GPS_12;37.2285800000;-2.5683300000;05-08-2022 21:47:14;LOW;
GPS_12;37.2286200000;-2.5682400000;05-08-2022 21:37:14;LOW;
GPS_12;37.2281900000;-2.5678100000;05-08-2022 21:57:14;LOW;
GPS_12;37.2213900000;-2.5571900000;05-08-2022 22:57:08;LOW;
GPS_12;37.2217300000;-2.5600200000;05-08-2022 22:47:08;LOW;
GPS_12;37.2236600000;-2.5625100000;05-08-2022 22:37:08;LOW;
GPS_12;37.2200800000;-2.5548100000;05-08-2022 23:07:31;LOW;
GPS_12;37.2198000000;-2.5534100000;05-08-2022 23:17:03;LOW;
GPS_12;37.2210600000;-2.5489800000;05-08-2022 23:37:15;LOW;
GPS_12;37.2199000000;-2.5503500000;05-08-2022 23:27:15;LOW;
GPS_12;37.2204700000;-2.5466000000;05-08-2022 23:57:13;LOW;
GPS_12;37.2207300000;-2.5472900000;05-08-2022 23:47:13;LOW;
GPS_12;37.2202800000;-2.5469400000;06-08-2022 00:17:09;LOW;
GPS_12;37.2204500000;-2.5469400000;06-08-2022 00:07:09;LOW;
GPS_12;37.2200900000;-2.5472700000;06-08-2022 00:37:09;LOW;
GPS_12;37.2207700000;-2.5500200000;06-08-2022 01:08:06;LOW;
GPS_12;37.2214100000;-2.5490100000;06-08-2022 01:27:12;LOW;
GPS_12;37.2215500000;-2.5490400000;06-08-2022 01:37:11;LOW;
GPS_12;37.2212100000;-2.5496400000;06-08-2022 01:17:11;LOW;
GPS_12;37.2209300000;-2.5466900000;06-08-2022 02:17:31;LOW;
GPS_12;37.2210200000;-2.5467800000;06-08-2022 02:07:31;LOW;
GPS_12;37.2214900000;-2.5467800000;06-08-2022 01:57:31;LOW;
GPS_12;37.2211500000;-2.5469400000;06-08-2022 03:24:14;LOW;
GPS_12;37.2212400000;-2.5469400000;06-08-2022 03:14:14;LOW;
GPS_12;37.2211500000;-2.5469400000;06-08-2022 03:04:14;LOW;
GPS_12;37.2203900000;-2.5470600000;06-08-2022 03:58:33;LOW;
GPS_12;37.2210400000;-2.5471500000;06-08-2022 03:38:33;LOW;
GPS_12;37.2207800000;-2.5471500000;06-08-2022 03:48:33;LOW;
GPS_12;37.2200400000;-2.5471200000;06-08-2022 04:08:34;LOW;
GPS_12;37.2208100000;-2.5474900000;06-08-2022 04:29:49;LOW;
GPS_12;37.2200800000;-2.5471500000;06-08-2022 04:19:49;LOW;
GPS_12;37.2200500000;-2.5471200000;06-08-2022 06:02:47;LOW;
GPS_12;37.2200500000;-2.5471200000;06-08-2022 05:52:47;LOW;
GPS_12;37.2200800000;-2.5470800000;06-08-2022 06:57:59;LOW;
GPS_12;37.2199900000;-2.5470800000;06-08-2022 06:47:59;LOW;
GPS_12;37.2197400000;-2.5464800000;06-08-2022 07:07:59;LOW;
GPS_12;37.2196200000;-2.5417200000;06-08-2022 07:28:02;LOW;
GPS_12;37.2199600000;-2.5438700000;06-08-2022 07:18:02;LOW;
GPS_12;37.2202400000;-2.5390600000;06-08-2022 07:48:01;LOW;
GPS_12;37.2199400000;-2.5395700000;06-08-2022 07:38:01;LOW;
GPS_12;37.2208000000;-2.5374800000;06-08-2022 08:08:09;LOW;
GPS_12;37.2202400000;-2.5369700000;06-08-2022 07:58:09;LOW;
GPS_12;37.2193600000;-2.5342700000;06-08-2022 08:27:59;LOW;
GPS_12;37.2197500000;-2.5363300000;06-08-2022 08:17:59;LOW;
GPS_12;37.2192500000;-2.5308500000;06-08-2022 08:47:58;LOW;
GPS_12;37.2170400000;-2.5288700000;06-08-2022 08:58:33;LOW;
GPS_12;37.2191400000;-2.5328100000;06-08-2022 08:38:33;LOW;
GPS_12;37.2164300000;-2.5281400000;06-08-2022 09:07:58;LOW;
GPS_12;37.2170900000;-2.5263400000;06-08-2022 09:28:08;LOW;
GPS_12;37.2164900000;-2.5269400000;06-08-2022 09:18:08;LOW;
GPS_12;37.2174600000;-2.5269500000;06-08-2022 09:38:04;LOW;
GPS_12;37.2184500000;-2.5287200000;06-08-2022 10:07:53;LOW;
GPS_12;37.2181500000;-2.5282900000;06-08-2022 09:57:53;LOW;
GPS_12;37.2176800000;-2.5276000000;06-08-2022 09:47:53;LOW;
GPS_12;37.2201000000;-2.5322900000;06-08-2022 10:48:00;LOW;
GPS_12;37.2201000000;-2.5314300000;06-08-2022 10:38:00;LOW;
GPS_12;37.2196700000;-2.5301400000;06-08-2022 10:28:00;LOW;
GPS_12;37.2215100000;-2.5355500000;06-08-2022 11:27:57;LOW;
GPS_12;37.2239100000;-2.5436700000;06-08-2022 12:50:00;LOW;
GPS_12;37.2221500000;-2.5423800000;06-08-2022 12:40:00;LOW;
GPS_12;37.2215900000;-2.5398900000;06-08-2022 12:30:00;LOW;
GPS_12;37.2317100000;-2.5466300000;06-08-2022 15:24:10;LOW;
GPS_12;37.2312400000;-2.5462900000;06-08-2022 15:04:10;LOW;
GPS_12;37.2314500000;-2.5462900000;06-08-2022 15:14:10;LOW;
GPS_12;37.2323000000;-2.5466900000;06-08-2022 15:34:09;LOW;
GPS_12;37.2328700000;-2.5467800000;06-08-2022 15:44:54;LOW;
GPS_12;37.2327200000;-2.5470900000;06-08-2022 16:04:05;LOW;
GPS_12;37.2326100000;-2.5470000000;06-08-2022 17:10:32;LOW;
GPS_12;37.2326100000;-2.5469100000;06-08-2022 17:00:32;LOW;
GPS_12;37.2326100000;-2.5467400000;06-08-2022 16:50:32;LOW;
GPS_12;37.2327800000;-2.5471800000;06-08-2022 17:20:30;LOW;
GPS_12;37.2334300000;-2.5473300000;06-08-2022 17:31:25;LOW;
GPS_12;37.2331300000;-2.5474200000;06-08-2022 17:51:25;LOW;
GPS_12;37.2329600000;-2.5474200000;06-08-2022 17:41:25;LOW;
GPS_12;37.2330300000;-2.5474900000;06-08-2022 18:00:36;LOW;
GPS_12;37.2329100000;-2.5477000000;06-08-2022 18:40:21;LOW;
GPS_12;37.2330900000;-2.5475300000;06-08-2022 18:20:21;LOW;
GPS_12;37.2330000000;-2.5477000000;06-08-2022 18:30:21;LOW;
GPS_12;37.2327400000;-2.5476700000;06-08-2022 18:50:59;LOW;
GPS_12;37.2313300000;-2.5473900000;06-08-2022 19:20:11;LOW;
GPS_12;37.2321900000;-2.5472200000;06-08-2022 19:10:11;LOW;
GPS_12;37.2324900000;-2.5473900000;06-08-2022 19:00:11;LOW;
GPS_12;37.2310900000;-2.5466900000;06-08-2022 19:30:15;LOW;
GPS_12;37.2306300000;-2.5464200000;06-08-2022 19:40:16;LOW;
GPS_12;37.2308400000;-2.5477900000;06-08-2022 20:20:20;LOW;
GPS_12;37.2308900000;-2.5467600000;06-08-2022 20:00:20;LOW;
GPS_12;37.2314000000;-2.5474500000;06-08-2022 20:10:20;LOW;
