Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_8;42.7837600000;-1.6869500000;21-07-2022 10:13:06;GOOD;
GPS_8;42.7836200000;-1.6870700000;21-07-2022 10:22:01;GOOD;
GPS_8;42.7816100000;-1.6828900000;01-08-2022 13:44:06;LOW;
GPS_8;42.8332900000;-1.6887500000;01-08-2022 19:33:13;LOW;
GPS_8;38.1480100000;-3.7195700000;02-08-2022 04:26:27;LOW;
GPS_8;38.1390900000;-3.7382800000;02-08-2022 04:46:26;LOW;
GPS_8;38.1481000000;-3.7195700000;02-08-2022 04:36:26;LOW;
GPS_8;38.0282000000;-3.7757300000;02-08-2022 04:56:21;LOW;
GPS_8;37.7758800000;-3.7462500000;02-08-2022 05:16:13;LOW;
GPS_8;37.6943200000;-3.6319600000;02-08-2022 05:26:14;LOW;
GPS_8;37.8929300000;-3.7796700000;02-08-2022 05:06:14;LOW;
GPS_8;37.5725600000;-3.6124000000;02-08-2022 05:36:13;LOW;
GPS_8;37.4841200000;-3.5732700000;02-08-2022 05:46:09;LOW;
GPS_8;37.3673600000;-3.6036700000;02-08-2022 05:56:09;LOW;
GPS_8;37.2355600000;-3.6638800000;02-08-2022 06:07:06;LOW;
GPS_8;37.1787900000;-3.9094500000;02-08-2022 06:26:06;LOW;
GPS_8;37.1918800000;-3.7543500000;02-08-2022 06:16:06;LOW;
GPS_8;37.1802200000;-4.0698500000;02-08-2022 06:36:05;LOW;
GPS_8;37.0684700000;-4.3275100000;02-08-2022 06:56:18;LOW;
GPS_8;37.1564000000;-4.2203900000;02-08-2022 06:46:18;LOW;
GPS_8;36.7723200000;-4.4257200000;02-08-2022 07:26:09;LOW;
GPS_8;36.9724400000;-4.4283000000;02-08-2022 07:06:09;LOW;
GPS_8;36.8713300000;-4.4362800000;02-08-2022 07:16:09;LOW;
GPS_8;36.6852100000;-4.4736300000;02-08-2022 07:36:11;LOW;
GPS_8;36.6933800000;-4.4841000000;02-08-2022 07:56:11;LOW;
GPS_8;36.7553800000;-5.1441000000;02-08-2022 11:28:47;LOW;
GPS_8;36.5201600000;-5.3252900000;02-08-2022 13:56:22;LOW;
GPS_8;36.5190400000;-5.3223700000;02-08-2022 13:46:22;LOW;
GPS_8;36.5190400000;-5.3224600000;02-08-2022 13:36:22;LOW;
GPS_8;36.5199400000;-5.3231200000;02-08-2022 14:06:12;LOW;
GPS_8;36.5179000000;-5.3275500000;02-08-2022 14:16:12;LOW;
GPS_8;36.5189700000;-5.3170500000;02-08-2022 14:36:22;LOW;
GPS_8;36.5195300000;-5.3161900000;02-08-2022 14:26:22;LOW;
GPS_8;36.5943200000;-5.2613800000;02-08-2022 15:26:11;LOW;
GPS_8;36.6234000000;-5.2692000000;02-08-2022 16:06:12;LOW;
GPS_8;36.5942600000;-5.2613900000;02-08-2022 15:46:12;LOW;
GPS_8;36.6078200000;-5.2687700000;02-08-2022 15:56:12;LOW;
GPS_8;36.6741200000;-5.2011100000;02-08-2022 16:16:14;LOW;
GPS_8;36.6125400000;-5.1482200000;02-08-2022 17:25:59;LOW;
GPS_8;36.6194100000;-5.1542300000;02-08-2022 17:05:59;LOW;
GPS_8;36.6125400000;-5.1477100000;02-08-2022 17:15:59;LOW;
GPS_8;36.6310300000;-5.1208500000;06-08-2022 17:49:00;GOOD;
GPS_8;36.6403400000;-5.0565800000;06-08-2022 19:35:17;LOW;
GPS_8;36.6406400000;-5.0564900000;06-08-2022 19:25:17;LOW;
GPS_8;36.6451900000;-5.0636100000;06-08-2022 19:15:17;LOW;
GPS_8;36.6402500000;-5.0565200000;06-08-2022 19:45:25;LOW;
GPS_8;36.6387900000;-5.0481900000;06-08-2022 20:44:30;LOW;
GPS_8;36.6399500000;-5.0513700000;06-08-2022 20:34:30;LOW;
GPS_8;36.6405500000;-5.0557500000;06-08-2022 20:24:30;LOW;
GPS_8;36.6649300000;-5.1158100000;06-08-2022 21:14:13;LOW;
GPS_8;36.6354300000;-5.1215500000;06-08-2022 21:24:14;LOW;
GPS_8;36.6603200000;-5.0763200000;06-08-2022 21:04:14;LOW;
GPS_8;36.6354700000;-5.1215500000;06-08-2022 21:34:15;LOW;
GPS_8;36.6653100000;-5.0823400000;07-08-2022 18:48:08;LOW;
GPS_8;36.6402600000;-5.0563700000;07-08-2022 19:28:03;LOW;
GPS_8;36.6426600000;-5.0587700000;07-08-2022 19:08:03;LOW;
GPS_8;36.6401300000;-5.0562800000;07-08-2022 19:18:03;LOW;
GPS_8;36.6396800000;-5.0529200000;07-08-2022 20:03:56;LOW;
GPS_8;36.6398100000;-5.0555800000;07-08-2022 19:53:56;LOW;
GPS_8;36.6409000000;-5.0585600000;07-08-2022 20:23:46;LOW;
GPS_8;36.6386900000;-5.0481600000;07-08-2022 20:33:39;LOW;
GPS_8;36.6396400000;-5.0532300000;07-08-2022 20:13:39;LOW;
GPS_8;36.6324600000;-5.1180700000;08-08-2022 17:44:44;LOW;
GPS_8;36.6617000000;-5.1024800000;08-08-2022 18:34:36;LOW;
GPS_8;36.6350500000;-5.1216200000;08-08-2022 18:14:36;LOW;
GPS_8;36.6390800000;-5.1200800000;08-08-2022 18:24:36;LOW;
GPS_8;36.6444400000;-5.0635100000;08-08-2022 19:04:23;LOW;
GPS_8;36.6454700000;-5.0654800000;08-08-2022 18:44:23;LOW;
GPS_8;36.6435800000;-5.0635100000;08-08-2022 18:54:23;LOW;
GPS_8;36.6398200000;-5.0563700000;08-08-2022 19:14:30;LOW;
GPS_8;36.6387700000;-5.0481900000;08-08-2022 20:16:23;LOW;
GPS_8;36.6398000000;-5.0548000000;08-08-2022 19:56:23;LOW;
GPS_8;36.6395900000;-5.0531700000;08-08-2022 20:06:23;LOW;
GPS_8;36.6651800000;-5.0818800000;08-08-2022 20:57:38;LOW;
GPS_8;36.6401700000;-5.0617900000;08-08-2022 20:37:38;LOW;
GPS_8;36.6403800000;-5.0564700000;08-08-2022 20:47:38;LOW;
GPS_8;36.6669500000;-5.1112400000;09-08-2022 18:28:57;LOW;
GPS_8;36.6403400000;-5.0562700000;09-08-2022 18:59:41;LOW;
GPS_8;36.6535600000;-5.0746300000;09-08-2022 18:39:41;LOW;
GPS_8;36.6410700000;-5.0603000000;09-08-2022 18:49:41;LOW;
GPS_8;36.6404000000;-5.0561800000;09-08-2022 19:08:51;LOW;
GPS_8;36.6388000000;-5.0481900000;09-08-2022 20:38:51;LOW;
GPS_8;36.6387600000;-5.0481900000;09-08-2022 20:28:51;LOW;
GPS_8;36.6394000000;-5.0516200000;09-08-2022 20:18:51;LOW;
GPS_8;36.6459400000;-5.0655800000;09-08-2022 20:48:47;LOW;
GPS_8;36.6607600000;-5.0993000000;09-08-2022 21:00:52;LOW;
GPS_8;36.6491100000;-5.1137400000;09-08-2022 21:08:41;LOW;
GPS_8;36.6354400000;-5.1215500000;09-08-2022 21:18:45;LOW;
GPS_8;36.6360200000;-5.1209400000;10-08-2022 19:00:52;GOOD;
GPS_8;36.6401400000;-5.0546300000;10-08-2022 19:51:41;LOW;
GPS_8;36.6410800000;-5.0566900000;10-08-2022 19:31:41;LOW;
GPS_8;36.6398800000;-5.0559200000;10-08-2022 19:41:41;LOW;
GPS_8;36.6391400000;-5.0467800000;10-08-2022 20:40:51;LOW;
GPS_8;36.6391400000;-5.0494400000;10-08-2022 20:30:51;LOW;
GPS_8;36.6396500000;-5.0511600000;10-08-2022 20:20:51;LOW;
GPS_8;36.6387600000;-5.0444300000;10-08-2022 20:52:00;LOW;
GPS_8;36.6371600000;-5.0375700000;10-08-2022 21:40:44;LOW;
GPS_8;36.6375300000;-5.0372600000;10-08-2022 22:00:38;LOW;
GPS_8;36.6347500000;-5.0361000000;10-08-2022 22:44:04;LOW;
GPS_8;36.6356100000;-5.0359300000;10-08-2022 22:24:04;LOW;
GPS_8;36.6347500000;-5.0359300000;10-08-2022 22:34:04;LOW;
GPS_8;36.6346900000;-5.0360400000;10-08-2022 23:00:28;LOW;
GPS_8;36.6352900000;-5.0373300000;10-08-2022 22:50:28;LOW;
GPS_8;36.6348100000;-5.0360400000;10-08-2022 23:10:24;LOW;
GPS_8;36.6348000000;-5.0361900000;10-08-2022 23:20:23;LOW;
GPS_8;36.6348800000;-5.0366200000;10-08-2022 23:50:21;LOW;
GPS_8;36.6348400000;-5.0362800000;10-08-2022 23:30:21;LOW;
GPS_8;36.6348400000;-5.0362800000;10-08-2022 23:40:21;LOW;
GPS_8;36.6349900000;-5.0367100000;11-08-2022 00:10:13;LOW;
GPS_8;36.6349000000;-5.0367100000;11-08-2022 00:00:13;LOW;
GPS_8;36.6374200000;-5.0400100000;11-08-2022 01:09:55;LOW;
GPS_8;36.6370500000;-5.0382100000;11-08-2022 01:41:22;LOW;
GPS_8;36.6374000000;-5.0395800000;11-08-2022 01:21:22;LOW;
GPS_8;36.6370100000;-5.0382100000;11-08-2022 01:31:22;LOW;
GPS_8;36.6369900000;-5.0383600000;11-08-2022 01:51:32;LOW;
GPS_8;36.6365800000;-5.0379300000;11-08-2022 03:04:28;LOW;
GPS_8;36.6366200000;-5.0379300000;11-08-2022 02:54:28;LOW;
GPS_8;36.6365800000;-5.0378400000;11-08-2022 02:44:28;LOW;
GPS_8;36.6356400000;-5.0377200000;11-08-2022 05:07:59;LOW;
GPS_8;36.6362400000;-5.0378100000;11-08-2022 04:57:59;LOW;
GPS_8;36.6358000000;-5.0378400000;11-08-2022 05:28:06;LOW;
GPS_8;36.6357100000;-5.0377500000;11-08-2022 05:18:06;LOW;
GPS_8;36.6357900000;-5.0377800000;11-08-2022 05:37:56;LOW;
GPS_8;36.6357300000;-5.0376900000;11-08-2022 05:48:04;LOW;
GPS_8;36.6360500000;-5.0378400000;11-08-2022 05:58:56;LOW;
GPS_8;36.6360900000;-5.0378100000;11-08-2022 06:07:50;LOW;
GPS_8;36.6359400000;-5.0378100000;11-08-2022 06:17:45;LOW;
GPS_8;36.6359600000;-5.0378400000;11-08-2022 06:37:41;LOW;
GPS_8;36.6360000000;-5.0378400000;11-08-2022 06:27:41;LOW;
GPS_8;36.6385800000;-5.0443400000;11-08-2022 08:09:13;LOW;
GPS_8;36.6375900000;-5.0417700000;11-08-2022 07:59:13;LOW;
GPS_8;36.6371100000;-5.0481000000;11-08-2022 08:38:11;LOW;
GPS_8;36.6380100000;-5.0482700000;11-08-2022 08:28:11;LOW;
GPS_8;36.6388700000;-5.0471500000;11-08-2022 08:18:11;LOW;
GPS_8;36.6328700000;-5.0538900000;11-08-2022 09:18:11;LOW;
GPS_8;36.6340700000;-5.0512300000;11-08-2022 08:58:11;LOW;
