Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_2;37.2492200000;-2.5862100000;04-06-2021 20:51:56;LOW;
GPS_2;37.2498100000;-2.5858800000;04-06-2021 23:21:09;LOW;
GPS_2;37.2498900000;-2.5861500000;05-06-2021 03:28:20;LOW;
GPS_2;37.2565500000;-2.5912200000;04-06-2021 19:25:12;LOW;
GPS_2;37.2498700000;-2.5860000000;04-06-2021 21:35:01;LOW;
GPS_2;37.2497600000;-2.5859700000;05-06-2021 00:15:58;LOW;
GPS_2;37.2534000000;-2.5893800000;04-06-2021 20:15:10;LOW;
GPS_2;37.2496400000;-2.5859100000;04-06-2021 22:18:32;LOW;
GPS_2;37.2497300000;-2.5857200000;05-06-2021 02:05:28;LOW;
GPS_2;37.2618200000;-2.5900600000;04-06-2021 18:05:20;LOW;
GPS_2;37.2496100000;-2.5856600000;04-06-2021 21:20:04;LOW;
GPS_2;37.2497800000;-2.5860000000;05-06-2021 00:00:57;LOW;
GPS_2;37.2497100000;-2.5860000000;05-06-2021 04:46:58;LOW;
GPS_2;37.2523300000;-2.5869800000;04-06-2021 20:25:10;LOW;
GPS_2;37.2497200000;-2.5858500000;04-06-2021 21:58:32;LOW;
GPS_2;37.2497200000;-2.5857800000;05-06-2021 01:55:38;LOW;
GPS_2;37.2600700000;-2.5900600000;04-06-2021 17:55:32;LOW;
GPS_2;37.2494900000;-2.5852700000;04-06-2021 21:15:03;LOW;
GPS_2;37.2497800000;-2.5860300000;04-06-2021 23:50:48;LOW;
GPS_2;37.2497500000;-2.5864300000;05-06-2021 04:56:58;LOW;
GPS_2;37.2554300000;-2.5918100000;04-06-2021 19:35:11;LOW;
GPS_2;37.2498100000;-2.5858500000;04-06-2021 22:08:32;LOW;
GPS_2;37.2498100000;-2.5859700000;05-06-2021 00:20:55;LOW;
GPS_2;37.2497800000;-2.5860400000;04-06-2021 20:46:56;LOW;
GPS_2;37.2498100000;-2.5858800000;04-06-2021 23:16:09;LOW;
GPS_2;37.2495500000;-2.5863200000;05-06-2021 03:23:20;LOW;
GPS_2;37.2551300000;-2.5914300000;04-06-2021 19:40:13;LOW;
GPS_2;37.2498700000;-2.5860000000;04-06-2021 21:30:01;LOW;
GPS_2;37.2497600000;-2.5859700000;05-06-2021 00:10:58;LOW;
GPS_2;37.2514800000;-2.5857200000;04-06-2021 20:35:13;LOW;
GPS_2;37.2497900000;-2.5859400000;04-06-2021 23:11:17;LOW;
GPS_2;37.2496800000;-2.5858200000;05-06-2021 02:10:25;LOW;
