Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_3;37.2519800000;-2.5856900000;04-06-2021 20:33:30;LOW;
GPS_3;37.2498600000;-2.5858800000;04-06-2021 22:41:52;LOW;
GPS_3;37.2496900000;-2.5859800000;05-06-2021 02:37:18;LOW;
GPS_3;37.2497100000;-2.5860300000;05-06-2021 06:37:45;LOW;
GPS_3;37.2491600000;-2.5851400000;04-06-2021 21:08:29;LOW;
GPS_3;37.2496800000;-2.5857200000;05-06-2021 00:05:37;LOW;
GPS_3;37.2497400000;-2.5858800000;05-06-2021 04:07:25;LOW;
GPS_3;37.2497100000;-2.5858200000;04-06-2021 22:26:55;LOW;
GPS_3;37.2498600000;-2.5857200000;05-06-2021 02:47:18;LOW;
GPS_3;37.2497700000;-2.5860000000;05-06-2021 06:20:13;LOW;
GPS_3;37.2497800000;-2.5860300000;04-06-2021 20:48:27;LOW;
GPS_3;37.2498400000;-2.5860300000;04-06-2021 23:18:37;LOW;
GPS_3;37.2497300000;-2.5857800000;05-06-2021 03:47:27;LOW;
GPS_3;37.2497300000;-2.5857800000;04-06-2021 22:16:52;LOW;
GPS_3;37.2497500000;-2.5858800000;05-06-2021 01:04:13;LOW;
GPS_3;37.2497100000;-2.5860000000;05-06-2021 05:29:39;LOW;
GPS_3;37.2488800000;-2.5859400000;04-06-2021 20:58:27;LOW;
GPS_3;37.2498900000;-2.5860300000;04-06-2021 23:12:52;LOW;
GPS_3;37.2498700000;-2.5858800000;05-06-2021 03:06:55;LOW;
GPS_3;37.2495500000;-2.5855200000;04-06-2021 21:18:29;LOW;
GPS_3;37.2498000000;-2.5859100000;05-06-2021 00:34:30;LOW;
GPS_3;37.2497600000;-2.5859400000;05-06-2021 05:19:38;LOW;
GPS_3;37.2510300000;-2.5851700000;04-06-2021 20:38:31;LOW;
GPS_3;37.2498200000;-2.5858800000;04-06-2021 22:36:52;LOW;
GPS_3;37.2498100000;-2.5858800000;05-06-2021 02:56:58;LOW;
GPS_3;37.2497400000;-2.5861500000;05-06-2021 06:42:55;LOW;
GPS_3;37.2496800000;-2.5857800000;04-06-2021 21:28:29;LOW;
GPS_3;37.2497900000;-2.5859400000;05-06-2021 00:25:10;LOW;
GPS_3;37.2497300000;-2.5857800000;05-06-2021 04:12:16;LOW;
GPS_3;37.2524500000;-2.5866100000;04-06-2021 20:28:34;LOW;
GPS_3;37.2498600000;-2.5859400000;04-06-2021 22:31:55;LOW;
GPS_3;37.2496900000;-2.5859800000;05-06-2021 02:42:18;LOW;
GPS_3;37.2497400000;-2.5860000000;05-06-2021 06:25:06;LOW;
GPS_3;37.2489100000;-2.5856300000;04-06-2021 21:03:28;LOW;
GPS_3;37.2498600000;-2.5860300000;04-06-2021 23:27:49;LOW;
GPS_3;37.2497600000;-2.5858800000;05-06-2021 04:02:16;LOW;
GPS_3;37.2496900000;-2.5857500000;04-06-2021 22:22:52;LOW;
GPS_3;37.2497900000;-2.5858800000;05-06-2021 00:59:13;LOW;
GPS_3;37.2497800000;-2.5860300000;05-06-2021 06:15:14;LOW;
GPS_3;37.2491800000;-2.5859400000;04-06-2021 20:53:27;LOW;
GPS_3;37.2498400000;-2.5860300000;04-06-2021 23:23:37;LOW;
GPS_3;37.2498300000;-2.5858800000;05-06-2021 03:01:55;LOW;
GPS_3;37.2496500000;-2.5858200000;04-06-2021 21:38:29;LOW;
GPS_3;37.2498400000;-2.5859400000;05-06-2021 00:39:29;LOW;
GPS_3;37.2497700000;-2.5859400000;05-06-2021 05:24:35;LOW;
GPS_3;37.2499400000;-2.5858800000;04-06-2021 20:43:26;LOW;
GPS_3;37.2498000000;-2.5859700000;04-06-2021 22:46:49;LOW;
GPS_3;37.2497700000;-2.5858800000;05-06-2021 02:51:58;LOW;
GPS_3;37.2496800000;-2.5857800000;04-06-2021 21:23:29;LOW;
GPS_3;37.2497400000;-2.5857800000;05-06-2021 00:29:34;LOW;
GPS_3;37.2497600000;-2.5858500000;05-06-2021 04:17:17;LOW;
GPS_3;37.2546700000;-2.5829800000;04-06-2021 12:48:19;LOW;
GPS_3;37.2533400000;-2.5869400000;04-06-2021 14:33:20;LOW;
GPS_3;37.2608800000;-2.5905200000;04-06-2021 18:53:30;LOW;
GPS_3;37.2542600000;-2.5852100000;04-06-2021 13:38:23;LOW;
GPS_3;37.2539600000;-2.5887800000;04-06-2021 16:19:00;LOW;
GPS_3;37.2563900000;-2.5902800000;04-06-2021 19:28:33;LOW;
GPS_3;37.2548000000;-2.5823400000;04-06-2021 12:33:28;LOW;
GPS_3;37.2532000000;-2.5870100000;04-06-2021 14:14:52;LOW;
GPS_3;37.2634900000;-2.5887800000;04-06-2021 18:28:44;LOW;
GPS_3;37.2538800000;-2.5893500000;04-06-2021 20:08:33;LOW;
GPS_3;37.2544000000;-2.5839800000;04-06-2021 13:03:18;LOW;
GPS_3;37.2537700000;-2.5887800000;04-06-2021 15:34:54;LOW;
GPS_3;37.2559800000;-2.5909400000;04-06-2021 19:33:36;LOW;
GPS_3;37.2535600000;-2.5867900000;04-06-2021 14:03:37;LOW;
GPS_3;37.2574200000;-2.5918000000;04-06-2021 17:28:53;LOW;
GPS_3;37.2532800000;-2.5880700000;04-06-2021 20:18:33;LOW;
GPS_3;37.2556700000;-2.5824000000;04-06-2021 12:18:34;LOW;
GPS_3;37.2543600000;-2.5837700000;04-06-2021 12:58:19;LOW;
GPS_3;37.2537700000;-2.5888700000;04-06-2021 15:14:06;LOW;
GPS_3;37.2599900000;-2.5908400000;04-06-2021 19:04:36;LOW;
GPS_3;37.2536100000;-2.5859700000;04-06-2021 13:48:22;LOW;
GPS_3;37.2565600000;-2.5914000000;04-06-2021 17:18:58;LOW;
