Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_9;42.7838500000;-1.6870100000;04-07-2022 13:50:05;GOOD;
GPS_9;42.7834500000;-1.6870700000;21-07-2022 10:02:42;GOOD;
GPS_9;42.7835200000;-1.6870400000;21-07-2022 10:03:57;GOOD;
GPS_9;42.7798000000;-1.6893300000;01-08-2022 13:26:57;GOOD;
GPS_9;42.8010300000;-1.6646700000;01-08-2022 13:54:24;GOOD;
GPS_9;42.7952800000;-1.7023600000;01-08-2022 18:03:17;LOW;
GPS_9;42.8331100000;-1.6887500000;01-08-2022 19:33:11;LOW;
GPS_9;38.1483800000;-3.7199100000;02-08-2022 04:26:24;LOW;
GPS_9;38.1400400000;-3.7374300000;02-08-2022 04:46:20;LOW;
GPS_9;38.1481900000;-3.7198300000;02-08-2022 04:36:20;LOW;
GPS_9;38.0292400000;-3.7756300000;02-08-2022 04:56:20;LOW;
GPS_9;37.9021500000;-3.7822900000;02-08-2022 05:06:15;LOW;
GPS_9;37.5727200000;-3.6124300000;02-08-2022 05:36:13;LOW;
GPS_9;37.6853300000;-3.6295100000;02-08-2022 05:26:13;LOW;
GPS_9;37.7758400000;-3.7461500000;02-08-2022 05:16:13;LOW;
GPS_9;37.4843000000;-3.5734900000;02-08-2022 05:46:09;LOW;
GPS_9;37.2491600000;-3.6629300000;02-08-2022 06:06:06;LOW;
GPS_9;37.3677800000;-3.6033600000;02-08-2022 05:56:06;LOW;
GPS_9;37.1918600000;-3.7526600000;02-08-2022 06:16:03;LOW;
GPS_9;37.1809700000;-3.9249600000;02-08-2022 06:27:02;LOW;
GPS_9;37.0715900000;-4.3235800000;02-08-2022 06:55:58;LOW;
GPS_9;37.1803400000;-4.0676300000;02-08-2022 06:35:58;LOW;
GPS_9;37.1584500000;-4.2170600000;02-08-2022 06:45:58;LOW;
GPS_9;36.9750100000;-4.4172700000;02-08-2022 07:05:55;LOW;
GPS_9;36.6852500000;-4.4734200000;02-08-2022 07:35:57;LOW;
GPS_9;36.7607400000;-4.4251000000;02-08-2022 07:25:57;LOW;
GPS_9;36.8734400000;-4.4343700000;02-08-2022 07:15:57;LOW;
GPS_9;36.6941200000;-4.4835500000;02-08-2022 07:45:59;LOW;
GPS_9;36.6942600000;-4.4833700000;02-08-2022 07:56:30;LOW;
GPS_9;36.6937300000;-4.4838900000;02-08-2022 16:13:22;LOW;
GPS_9;36.6946500000;-4.4836400000;02-08-2022 21:53:24;LOW;
GPS_9;36.7998200000;-4.4671900000;02-08-2022 22:23:12;LOW;
GPS_9;36.6944600000;-4.4834100000;02-08-2022 22:03:12;LOW;
GPS_9;36.7062200000;-4.5056400000;02-08-2022 22:13:12;LOW;
GPS_9;37.2025800000;-3.7246400000;02-08-2022 23:33:12;LOW;
GPS_9;37.1820600000;-4.0404100000;02-08-2022 23:13:12;LOW;
GPS_9;37.1873000000;-3.8816200000;02-08-2022 23:23:12;LOW;
GPS_9;36.9894900000;-3.6103500000;03-08-2022 10:29:17;LOW;
GPS_9;36.9338600000;-3.5730000000;03-08-2022 12:09:06;LOW;
