Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_1;37.2497600000;-2.5857800000;03-06-2021 00:10:51;LOW;
GPS_1;37.2497800000;-2.5858200000;03-06-2021 00:15:55;LOW;
GPS_1;37.2497800000;-2.5858200000;03-06-2021 00:20:55;LOW;
GPS_1;37.2498000000;-2.5858500000;03-06-2021 00:30:55;LOW;
GPS_1;37.2497500000;-2.5859400000;03-06-2021 00:25:54;LOW;
GPS_1;37.2497600000;-2.5858800000;03-06-2021 00:35:53;LOW;
GPS_1;37.2498100000;-2.5859700000;03-06-2021 00:40:54;LOW;
GPS_1;37.2498000000;-2.5859700000;03-06-2021 00:45:53;LOW;
GPS_1;37.2498000000;-2.5859400000;03-06-2021 01:02:06;LOW;
GPS_1;37.2498000000;-2.5859400000;03-06-2021 01:07:51;LOW;
GPS_1;37.2497800000;-2.5859700000;03-06-2021 01:12:06;LOW;
GPS_1;37.2497300000;-2.5858800000;03-06-2021 01:48:25;LOW;
GPS_1;37.2498000000;-2.5859700000;03-06-2021 01:53:10;LOW;
GPS_1;37.2499000000;-2.5860300000;03-06-2021 01:58:09;LOW;
GPS_1;37.2497900000;-2.5858800000;03-06-2021 02:03:20;LOW;
GPS_1;37.2498300000;-2.5859400000;03-06-2021 02:09:02;LOW;
GPS_1;37.2497900000;-2.5859400000;03-06-2021 02:30:44;LOW;
GPS_1;37.2498100000;-2.5859400000;03-06-2021 02:35:42;LOW;
GPS_1;37.2498000000;-2.5859400000;03-06-2021 02:40:41;LOW;
GPS_1;37.2498000000;-2.5859400000;03-06-2021 02:50:41;LOW;
GPS_1;37.2498000000;-2.5859400000;03-06-2021 02:45:41;LOW;
GPS_1;37.2498000000;-2.5859700000;03-06-2021 03:05:40;LOW;
GPS_1;37.2498000000;-2.5859700000;03-06-2021 03:00:40;LOW;
GPS_1;37.2498100000;-2.5860000000;03-06-2021 07:05:44;LOW;
GPS_1;37.2497900000;-2.5859400000;03-06-2021 07:10:33;LOW;
GPS_1;37.2498300000;-2.5859400000;03-06-2021 07:15:33;LOW;
GPS_1;37.2498400000;-2.5860900000;03-06-2021 07:39:35;LOW;
GPS_1;37.2498100000;-2.5859700000;03-06-2021 07:49:12;LOW;
GPS_1;37.2498100000;-2.5859700000;03-06-2021 07:44:12;LOW;
GPS_1;37.2498700000;-2.5859700000;03-06-2021 08:25:57;LOW;
GPS_1;37.2497500000;-2.5859400000;03-06-2021 08:45:57;LOW;
GPS_1;37.2497600000;-2.5859400000;03-06-2021 08:52:04;LOW;
GPS_1;37.2497700000;-2.5859400000;03-06-2021 08:55:57;LOW;
