Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_5;42.7836500000;-1.6870100000;21-07-2022 10:00:11;GOOD;
GPS_5;42.7837700000;-1.6869800000;21-07-2022 10:04:20;GOOD;
GPS_5;42.7802000000;-1.6885400000;27-07-2022 13:28:59;GOOD;
GPS_5;42.7872200000;-1.6757800000;27-07-2022 13:57:27;LOW;
GPS_5;42.7884100000;-1.6882600000;27-07-2022 16:26:49;LOW;
GPS_5;42.7899600000;-1.6951900000;27-07-2022 16:46:49;LOW;
GPS_5;42.7932400000;-1.6974500000;27-07-2022 16:57:34;LOW;
GPS_5;42.7912000000;-1.7012600000;27-07-2022 18:36:44;LOW;
GPS_5;42.7918000000;-1.7010900000;27-07-2022 18:26:44;LOW;
GPS_5;42.7909000000;-1.7028900000;27-07-2022 18:16:44;LOW;
GPS_5;42.8337600000;-1.6882600000;27-07-2022 19:46:47;LOW;
GPS_5;42.8335500000;-1.6886000000;27-07-2022 19:36:47;LOW;
GPS_5;42.8333400000;-1.6886900000;27-07-2022 19:26:47;LOW;
GPS_5;38.1422000000;-3.7316900000;28-07-2022 05:04:59;LOW;
GPS_5;38.0345400000;-3.7728300000;28-07-2022 05:15:01;LOW;
GPS_5;37.6961800000;-3.6330600000;28-07-2022 05:45:32;LOW;
GPS_5;37.9077500000;-3.7840400000;28-07-2022 05:25:32;LOW;
GPS_5;37.7805100000;-3.7519400000;28-07-2022 05:35:32;LOW;
GPS_5;37.5801700000;-3.6061400000;28-07-2022 05:54:56;LOW;
GPS_5;37.3805600000;-3.5881700000;28-07-2022 06:14:51;LOW;
GPS_5;37.4896900000;-3.5907400000;28-07-2022 06:04:51;LOW;
GPS_5;37.2666400000;-3.6594200000;28-07-2022 06:24:50;LOW;
GPS_5;37.1919800000;-3.7549400000;28-07-2022 06:34:47;LOW;
GPS_5;37.1799000000;-3.9166300000;28-07-2022 06:45:01;LOW;
GPS_5;37.1804300000;-3.9447300000;28-07-2022 06:54:42;LOW;
GPS_5;37.1664500000;-4.0893600000;28-07-2022 07:04:38;LOW;
GPS_5;37.0649500000;-4.3405800000;28-07-2022 07:24:33;LOW;
GPS_5;36.8443000000;-4.4836700000;28-07-2022 07:45:53;LOW;
GPS_5;36.9706900000;-4.4362900000;28-07-2022 07:35:53;LOW;
GPS_5;36.7410000000;-4.5031700000;28-07-2022 07:54:29;LOW;
GPS_5;36.6937000000;-4.4841900000;28-07-2022 08:24:34;LOW;
GPS_5;36.6935700000;-4.4841600000;28-07-2022 08:34:23;LOW;
GPS_5;36.7921500000;-4.9530600000;28-07-2022 12:54:37;LOW;
GPS_5;36.7987600000;-4.9555100000;31-07-2022 18:17:39;GOOD;
GPS_5;36.7987200000;-4.9553800000;31-07-2022 18:27:38;GOOD;
GPS_5;36.7961000000;-4.9938700000;31-07-2022 20:27:58;LOW;
GPS_5;36.7876000000;-4.9750700000;31-07-2022 20:17:58;LOW;
GPS_5;36.7987200000;-4.9556700000;31-07-2022 20:07:58;LOW;
GPS_5;36.7969900000;-4.9965800000;31-07-2022 20:38:01;LOW;
GPS_5;36.7969700000;-4.9965800000;31-07-2022 20:47:49;LOW;
GPS_5;36.7953700000;-4.9915500000;31-07-2022 20:57:50;LOW;
GPS_5;36.7894100000;-4.9956100000;31-07-2022 21:17:37;LOW;
GPS_5;36.7893400000;-4.9954200000;31-07-2022 21:27:53;LOW;
GPS_5;36.7889900000;-4.9959300000;31-07-2022 21:07:53;LOW;
GPS_5;36.7915300000;-4.9928900000;31-07-2022 21:37:44;LOW;
GPS_5;36.7955300000;-4.9910900000;31-07-2022 21:47:43;LOW;
GPS_5;36.7996800000;-4.9910600000;31-07-2022 22:17:28;LOW;
GPS_5;36.7975800000;-4.9904600000;31-07-2022 22:07:28;LOW;
GPS_5;36.7957300000;-4.9908900000;31-07-2022 21:57:28;LOW;
GPS_5;36.8018500000;-4.9915500000;31-07-2022 22:27:25;LOW;
GPS_5;36.8038300000;-4.9932600000;31-07-2022 22:37:27;LOW;
GPS_5;36.8047000000;-4.9939300000;31-07-2022 22:47:44;LOW;
GPS_5;36.8049000000;-4.9943800000;31-07-2022 22:57:36;LOW;
GPS_5;36.8034100000;-4.9978300000;31-07-2022 23:37:32;LOW;
GPS_5;36.8028100000;-4.9991200000;31-07-2022 23:27:32;LOW;
GPS_5;36.8031100000;-4.9982600000;31-07-2022 23:17:32;LOW;
GPS_5;36.8050600000;-4.9958500000;31-07-2022 23:57:33;LOW;
GPS_5;36.8062100000;-4.9932300000;01-08-2022 00:27:29;LOW;
GPS_5;36.8058200000;-4.9942600000;01-08-2022 00:17:29;LOW;
GPS_5;36.8057800000;-4.9948600000;01-08-2022 00:07:29;LOW;
GPS_5;36.8063700000;-4.9929500000;01-08-2022 00:37:19;LOW;
GPS_5;36.8067600000;-4.9885600000;01-08-2022 01:17:56;LOW;
GPS_5;36.8066300000;-4.9897600000;01-08-2022 00:57:56;LOW;
GPS_5;36.8068000000;-4.9895000000;01-08-2022 01:07:56;LOW;
GPS_5;36.8070500000;-4.9886500000;01-08-2022 01:47:12;LOW;
GPS_5;36.8070100000;-4.9878800000;01-08-2022 01:37:12;LOW;
GPS_5;36.8070100000;-4.9882200000;01-08-2022 01:27:12;LOW;
GPS_5;36.8069900000;-4.9888900000;01-08-2022 01:57:14;LOW;
GPS_5;36.8069200000;-4.9887100000;01-08-2022 02:44:33;LOW;
GPS_5;36.8067100000;-4.9887100000;01-08-2022 02:54:44;LOW;
GPS_5;36.8070100000;-4.9888000000;01-08-2022 02:34:44;LOW;
GPS_5;36.8069700000;-4.9868800000;01-08-2022 03:44:42;LOW;
GPS_5;36.8066700000;-4.9867900000;01-08-2022 03:34:42;LOW;
GPS_5;36.8065400000;-4.9875600000;01-08-2022 03:24:42;LOW;
GPS_5;36.8067500000;-4.9870000000;01-08-2022 03:54:53;LOW;
GPS_5;36.8072400000;-4.9829700000;01-08-2022 05:23:12;LOW;
GPS_5;36.8072000000;-4.9834000000;01-08-2022 05:03:12;LOW;
GPS_5;36.8072400000;-4.9829700000;01-08-2022 05:13:12;LOW;
GPS_5;36.8070600000;-4.9831200000;01-08-2022 05:43:18;LOW;
GPS_5;36.8070600000;-4.9830300000;01-08-2022 05:33:18;LOW;
GPS_5;36.8070800000;-4.9831500000;01-08-2022 05:53:11;LOW;
GPS_5;36.8068000000;-4.9828200000;01-08-2022 06:43:41;LOW;
GPS_5;36.8070100000;-4.9829900000;01-08-2022 06:33:41;LOW;
GPS_5;36.8063400000;-4.9827600000;01-08-2022 06:54:57;LOW;
GPS_5;36.8061800000;-4.9831200000;01-08-2022 07:13:36;LOW;
GPS_5;36.8063100000;-4.9829500000;01-08-2022 07:03:36;LOW;
GPS_5;36.8059000000;-4.9834300000;01-08-2022 07:23:35;LOW;
GPS_5;36.8065000000;-4.9818100000;01-08-2022 07:33:58;LOW;
GPS_5;36.8063200000;-4.9817500000;01-08-2022 07:43:33;LOW;
GPS_5;36.8061000000;-4.9816300000;01-08-2022 07:53:32;LOW;
GPS_5;36.8060100000;-4.9816300000;01-08-2022 08:03:44;LOW;
GPS_5;36.8051300000;-4.9830000000;01-08-2022 08:34:17;LOW;
GPS_5;36.8050900000;-4.9837600000;01-08-2022 08:53:42;LOW;
GPS_5;36.8053900000;-4.9831600000;01-08-2022 08:43:42;LOW;
GPS_5;36.8046200000;-4.9844400000;01-08-2022 09:23:42;LOW;
GPS_5;36.8046600000;-4.9844400000;01-08-2022 09:13:42;LOW;
GPS_5;36.8044000000;-4.9841800000;01-08-2022 09:03:42;LOW;
GPS_5;36.8045400000;-4.9842500000;01-08-2022 10:42:29;LOW;
GPS_5;36.8046400000;-4.9843800000;01-08-2022 12:29:06;LOW;
GPS_5;36.8043400000;-4.9846400000;01-08-2022 12:19:06;LOW;
GPS_5;36.8047300000;-4.9842100000;01-08-2022 12:09:06;LOW;
GPS_5;36.8045300000;-4.9845300000;01-08-2022 12:39:05;LOW;
GPS_5;36.8044900000;-4.9841300000;01-08-2022 14:07:09;LOW;
GPS_5;36.8043200000;-4.9840400000;01-08-2022 13:57:09;LOW;
GPS_5;36.7956200000;-4.9910900000;01-08-2022 21:30:36;LOW;
GPS_5;36.7944000000;-4.9890100000;01-08-2022 21:50:32;LOW;
GPS_5;36.7937000000;-4.9886800000;01-08-2022 22:00:23;LOW;
GPS_5;36.7952100000;-4.9902200000;01-08-2022 21:40:23;LOW;
GPS_5;36.7906400000;-4.9892600000;01-08-2022 22:40:29;LOW;
GPS_5;36.7900900000;-4.9889200000;01-08-2022 23:00:18;LOW;
GPS_5;36.7853300000;-4.9897500000;02-08-2022 00:00:09;LOW;
GPS_5;36.7855000000;-4.9910400000;01-08-2022 23:50:09;LOW;
GPS_5;36.7873000000;-4.9898400000;01-08-2022 23:40:09;LOW;
GPS_5;36.7863500000;-4.9905100000;02-08-2022 00:30:00;LOW;
GPS_5;36.7852800000;-4.9897300000;02-08-2022 00:10:00;LOW;
GPS_5;36.7857900000;-4.9908500000;02-08-2022 00:20:00;LOW;
GPS_5;36.7860500000;-4.9910000000;02-08-2022 00:40:01;LOW;
GPS_5;36.7860700000;-4.9903600000;02-08-2022 00:49:58;LOW;
GPS_5;36.7859100000;-4.9904500000;02-08-2022 01:09:59;LOW;
GPS_5;36.7860400000;-4.9904500000;02-08-2022 00:59:59;LOW;
GPS_5;36.7861200000;-4.9905400000;02-08-2022 01:20:30;LOW;
GPS_5;36.7865500000;-4.9885600000;02-08-2022 02:32:16;LOW;
GPS_5;36.7857800000;-4.9894200000;02-08-2022 02:22:16;LOW;
GPS_5;36.7861700000;-4.9904500000;02-08-2022 02:12:16;LOW;
GPS_5;36.7861200000;-4.9889200000;02-08-2022 02:42:14;LOW;
GPS_5;36.7860700000;-4.9892000000;02-08-2022 03:02:11;LOW;
GPS_5;36.7860300000;-4.9892900000;02-08-2022 02:52:11;LOW;
GPS_5;36.7858600000;-4.9894100000;02-08-2022 03:22:30;LOW;
GPS_5;36.7856000000;-4.9894100000;02-08-2022 03:12:30;LOW;
GPS_5;36.7857600000;-4.9893500000;02-08-2022 04:12:04;LOW;
GPS_5;36.7857200000;-4.9891800000;02-08-2022 03:52:04;LOW;
GPS_5;36.7857600000;-4.9891800000;02-08-2022 04:02:04;LOW;
GPS_5;36.7853800000;-4.9896900000;02-08-2022 04:41:59;LOW;
GPS_5;36.7852200000;-4.9894100000;02-08-2022 05:01:54;LOW;
GPS_5;36.7852200000;-4.9897500000;02-08-2022 04:51:54;LOW;
GPS_5;36.7844300000;-4.9881900000;02-08-2022 06:16:10;LOW;
GPS_5;36.7854600000;-4.9895600000;02-08-2022 06:06:10;LOW;
GPS_5;36.7841100000;-4.9897500000;02-08-2022 06:46:46;LOW;
GPS_5;36.7853100000;-4.9896600000;02-08-2022 06:36:46;LOW;
GPS_5;36.7858100000;-4.9892900000;02-08-2022 07:16:38;LOW;
GPS_5;36.7865400000;-4.9884300000;02-08-2022 06:56:38;LOW;
GPS_5;36.7868000000;-4.9884300000;02-08-2022 07:06:38;LOW;
GPS_5;36.7904700000;-4.9898700000;02-08-2022 08:07:19;LOW;
GPS_5;36.7917300000;-4.9884600000;02-08-2022 08:16:32;LOW;
GPS_5;36.7879600000;-4.9895700000;02-08-2022 07:56:32;LOW;
GPS_5;36.7957000000;-4.9865100000;02-08-2022 08:36:32;LOW;
GPS_5;36.7939800000;-4.9863400000;02-08-2022 08:26:32;LOW;
GPS_5;36.7991100000;-4.9873400000;02-08-2022 09:07:03;LOW;
GPS_5;36.7982500000;-4.9870800000;02-08-2022 08:57:03;LOW;
GPS_5;36.7968800000;-4.9868200000;02-08-2022 08:47:03;LOW;
GPS_5;36.7999200000;-4.9874600000;02-08-2022 09:16:14;LOW;
GPS_5;36.8012000000;-4.9865700000;02-08-2022 09:56:18;LOW;
GPS_5;36.8011600000;-4.9865700000;02-08-2022 09:46:18;LOW;
GPS_5;36.8010700000;-4.9869100000;02-08-2022 09:36:18;LOW;
GPS_5;36.8011900000;-4.9862400000;02-08-2022 11:09:01;LOW;
GPS_5;36.8018400000;-4.9858700000;02-08-2022 12:31:01;LOW;
GPS_5;36.8011500000;-4.9862200000;02-08-2022 12:11:01;LOW;
GPS_5;36.8011500000;-4.9861300000;02-08-2022 12:21:01;LOW;
GPS_5;36.8018500000;-4.9858700000;02-08-2022 12:40:49;LOW;
GPS_5;36.8044200000;-4.9844700000;02-08-2022 13:10:56;LOW;
GPS_5;36.8043800000;-4.9845600000;02-08-2022 12:50:56;LOW;
GPS_5;36.8043800000;-4.9845600000;02-08-2022 13:00:56;LOW;
GPS_5;36.8047000000;-4.9845300000;02-08-2022 17:25:00;LOW;
GPS_5;36.8047000000;-4.9845300000;02-08-2022 17:15:00;LOW;
GPS_5;36.8046600000;-4.9845600000;02-08-2022 19:14:59;LOW;
GPS_5;36.8020900000;-4.9864200000;02-08-2022 20:54:39;LOW;
GPS_5;36.7939400000;-4.9912100000;02-08-2022 21:47:03;GOOD;
GPS_5;36.7954000000;-4.9914700000;02-08-2022 21:27:03;GOOD;
GPS_5;36.7954000000;-4.9913000000;02-08-2022 21:37:03;GOOD;
GPS_5;36.7918700000;-4.9924300000;02-08-2022 21:57:08;GOOD;
GPS_5;36.7813100000;-5.0033600000;02-08-2022 22:36:59;LOW;
GPS_5;36.7748500000;-5.0129700000;02-08-2022 23:16:56;LOW;
GPS_5;36.7724700000;-5.0147100000;02-08-2022 23:28:14;LOW;
GPS_5;36.7691800000;-5.0212100000;03-08-2022 00:07:02;LOW;
GPS_5;36.7702900000;-5.0192300000;02-08-2022 23:47:02;LOW;
GPS_5;36.7695200000;-5.0211200000;02-08-2022 23:57:02;LOW;
GPS_5;36.7710000000;-5.0207500000;03-08-2022 00:27:13;LOW;
GPS_5;36.7704900000;-5.0210900000;03-08-2022 00:17:13;LOW;
GPS_5;36.7720800000;-5.0207500000;03-08-2022 00:36:52;LOW;
GPS_5;36.7714000000;-5.0208100000;03-08-2022 00:56:50;LOW;
GPS_5;36.7710300000;-5.0208100000;03-08-2022 01:06:41;LOW;
GPS_5;36.7717600000;-5.0208100000;03-08-2022 00:46:41;LOW;
GPS_5;36.7710700000;-5.0206300000;03-08-2022 01:16:43;LOW;
GPS_5;36.7717200000;-5.0208400000;03-08-2022 01:27:45;LOW;
GPS_5;36.7727000000;-5.0213000000;03-08-2022 01:36:45;LOW;
GPS_5;36.7730300000;-5.0215800000;03-08-2022 01:56:44;LOW;
GPS_5;36.7730700000;-5.0215800000;03-08-2022 01:46:44;LOW;
