Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_10;42.7837800000;-1.6868900000;21-07-2022 10:20:37;GOOD;
GPS_10;42.7838800000;-1.6866800000;21-07-2022 10:30:44;GOOD;
GPS_10;42.7842200000;-1.6863400000;21-07-2022 10:25:44;GOOD;
GPS_10;42.7902500000;-1.6835000000;01-08-2022 16:15:58;LOW;
GPS_10;42.7907700000;-1.7018100000;01-08-2022 18:12:44;LOW;
GPS_10;42.7957100000;-1.7026700000;01-08-2022 18:02:44;LOW;
GPS_10;42.7945900000;-1.7007800000;01-08-2022 17:52:44;LOW;
GPS_10;42.8337600000;-1.6885400000;01-08-2022 19:33:11;LOW;
GPS_10;42.8062500000;-1.6965200000;01-08-2022 19:13:11;LOW;
GPS_10;40.0249500000;-3.6530500000;02-08-2022 02:07:56;LOW;
GPS_10;38.1481200000;-3.7198200000;02-08-2022 04:24:22;LOW;
GPS_10;37.7736000000;-3.7421900000;02-08-2022 06:02:06;LOW;
GPS_10;38.0511700000;-3.7578900000;02-08-2022 05:42:06;LOW;
GPS_10;37.9248300000;-3.7843300000;02-08-2022 05:52:06;LOW;
GPS_10;37.7136300000;-3.6450500000;02-08-2022 06:10:20;LOW;
GPS_10;37.4907000000;-3.5851100000;02-08-2022 06:31:13;LOW;
GPS_10;37.5857100000;-3.6019300000;02-08-2022 06:21:13;LOW;
GPS_10;37.3852700000;-3.5843800000;02-08-2022 06:40:24;LOW;
GPS_10;37.2718400000;-3.6582600000;02-08-2022 06:50:14;LOW;
GPS_10;37.2272700000;-3.6482200000;02-08-2022 08:00:21;LOW;
GPS_10;37.2268700000;-3.6481900000;02-08-2022 09:06:46;LOW;
GPS_10;36.9625900000;-3.3585800000;02-08-2022 11:44:44;LOW;
GPS_10;36.9491600000;-3.3569500000;02-08-2022 11:24:44;LOW;
GPS_10;36.9491600000;-3.3548000000;02-08-2022 11:34:44;LOW;
GPS_10;37.2270100000;-3.6481600000;03-08-2022 05:46:00;LOW;
GPS_10;37.2272800000;-3.6479500000;03-08-2022 07:32:24;LOW;
GPS_10;36.9021900000;-3.4261800000;03-08-2022 10:23:17;LOW;
GPS_10;36.9003400000;-3.4217800000;03-08-2022 11:35:58;LOW;
GPS_10;36.9462600000;-3.3541900000;03-08-2022 12:15:40;LOW;
GPS_10;36.9613600000;-3.3597400000;03-08-2022 13:05:29;LOW;
GPS_10;36.9624300000;-3.3588800000;03-08-2022 12:55:29;LOW;
GPS_10;36.9610100000;-3.3585400000;03-08-2022 12:45:29;LOW;
GPS_10;36.9347400000;-3.3265700000;03-08-2022 13:35:26;LOW;
GPS_10;36.9604000000;-3.3583300000;03-08-2022 13:15:26;LOW;
GPS_10;36.9318600000;-3.3355000000;03-08-2022 13:25:26;LOW;
GPS_10;36.9355400000;-3.3262000000;03-08-2022 13:45:25;LOW;
GPS_10;36.9406500000;-3.3108800000;03-08-2022 14:45:16;LOW;
GPS_10;36.9488800000;-3.3562000000;04-08-2022 11:12:42;LOW;
GPS_10;36.9611000000;-3.3596200000;04-08-2022 12:12:24;LOW;
GPS_10;36.9987400000;-3.2645000000;04-08-2022 14:21:51;LOW;
GPS_10;37.0021300000;-3.2675900000;04-08-2022 14:01:51;LOW;
GPS_10;36.9999800000;-3.2647600000;04-08-2022 14:11:51;LOW;
GPS_10;36.9293100000;-3.3237600000;04-08-2022 15:11:26;LOW;
GPS_10;36.9725300000;-3.5595400000;05-08-2022 09:42:04;LOW;
GPS_10;36.9175600000;-3.4780900000;05-08-2022 10:02:16;LOW;
GPS_10;36.9262200000;-3.4126600000;05-08-2022 10:23:40;LOW;
GPS_10;36.9012400000;-3.4309400000;05-08-2022 10:13:40;LOW;
GPS_10;36.9603900000;-3.3584600000;05-08-2022 11:02:13;LOW;
GPS_10;36.9470900000;-3.3542500000;05-08-2022 10:52:13;LOW;
GPS_10;36.9397900000;-3.3606900000;05-08-2022 10:42:13;LOW;
GPS_10;36.9626300000;-3.3590100000;05-08-2022 11:23:11;LOW;
GPS_10;36.9627100000;-3.3588900000;05-08-2022 23:20:12;LOW;
GPS_10;36.9577300000;-3.3551900000;10-08-2022 08:45:28;LOW;
GPS_10;36.9577300000;-3.3551900000;10-08-2022 08:52:16;LOW;
GPS_10;36.9604500000;-3.3558300000;10-08-2022 09:02:14;LOW;
GPS_10;36.9599500000;-3.3537300000;10-08-2022 09:12:10;LOW;
GPS_10;36.9576800000;-3.3552600000;04-09-2022 08:23:57;LOW;
GPS_10;36.9902600000;-3.3425900000;04-09-2022 09:36:00;LOW;
GPS_10;36.9652000000;-3.3524600000;04-09-2022 09:16:00;LOW;
GPS_10;36.9799600000;-3.3474000000;04-09-2022 09:26:00;LOW;
GPS_10;36.9902200000;-3.3421300000;04-09-2022 09:55:54;LOW;
GPS_10;36.9902200000;-3.3423000000;04-09-2022 09:45:54;LOW;
GPS_10;36.9910600000;-3.3420400000;04-09-2022 10:05:52;LOW;
