Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_7;42.7834700000;-1.6870100000;21-07-2022 10:00:05;GOOD;
GPS_7;42.7838200000;-1.6868300000;21-07-2022 10:04:18;GOOD;
GPS_7;42.7837200000;-1.6868900000;27-07-2022 06:27:36;GOOD;
GPS_7;42.7935800000;-1.7016000000;27-07-2022 17:37:13;LOW;
GPS_7;42.7892400000;-1.6914400000;27-07-2022 19:07:19;LOW;
GPS_7;42.7915200000;-1.6980500000;27-07-2022 18:47:19;LOW;
GPS_7;42.7844800000;-1.6879200000;27-07-2022 18:57:19;LOW;
GPS_7;42.8332900000;-1.6888400000;27-07-2022 19:48:20;LOW;
GPS_7;42.8332500000;-1.6888400000;27-07-2022 19:38:20;LOW;
GPS_7;42.8329500000;-1.6890100000;27-07-2022 19:28:20;LOW;
GPS_7;40.4340900000;-3.5611000000;28-07-2022 00:47:02;LOW;
GPS_7;37.2274200000;-3.6481300000;28-07-2022 07:44:37;LOW;
GPS_7;36.9455500000;-3.1818500000;28-07-2022 11:14:21;LOW;
GPS_7;36.9624800000;-3.0532200000;28-07-2022 12:04:09;LOW;
GPS_7;36.9569900000;-3.1359700000;28-07-2022 11:44:09;LOW;
GPS_7;36.9521400000;-3.0697900000;28-07-2022 11:54:09;LOW;
GPS_7;36.9629300000;-3.0546000000;28-07-2022 12:14:07;LOW;
GPS_7;36.9627600000;-3.0488300000;28-07-2022 12:54:29;LOW;
GPS_7;36.9632700000;-3.0492600000;28-07-2022 12:44:29;LOW;
GPS_7;36.9656700000;-3.0532100000;28-07-2022 12:34:29;LOW;
GPS_7;37.0014400000;-3.0058900000;28-07-2022 13:23:56;LOW;
GPS_7;36.9624800000;-3.0494000000;28-07-2022 13:03:56;LOW;
GPS_7;36.9629500000;-3.0101800000;28-07-2022 13:13:56;LOW;
GPS_7;37.0090800000;-3.0143400000;28-07-2022 14:03:56;LOW;
GPS_7;37.0096000000;-3.0152900000;28-07-2022 16:58:34;LOW;
GPS_7;37.0073300000;-3.0130600000;28-07-2022 16:48:34;LOW;
GPS_7;37.0596600000;-3.0738200000;28-07-2022 17:48:21;LOW;
GPS_7;37.0594700000;-3.0741000000;29-07-2022 12:38:32;GOOD;
GPS_7;37.0595100000;-3.0741600000;29-07-2022 12:48:37;GOOD;
GPS_7;37.0592900000;-3.0736700000;29-07-2022 14:08:22;LOW;
GPS_7;37.0594200000;-3.0739300000;29-07-2022 13:48:22;LOW;
GPS_7;37.0596300000;-3.0741000000;29-07-2022 13:58:22;LOW;
GPS_7;37.0595500000;-3.0801100000;29-07-2022 20:20:24;LOW;
GPS_7;37.0434300000;-3.0401600000;30-07-2022 09:30:55;LOW;
GPS_7;37.0591800000;-3.0737600000;30-07-2022 13:11:15;LOW;
GPS_7;37.0490300000;-3.0423300000;30-07-2022 19:10:36;LOW;
GPS_7;37.0718300000;-3.0460200000;30-07-2022 19:51:23;LOW;
GPS_7;37.0511900000;-3.0285100000;30-07-2022 19:31:23;LOW;
