Dispositivo;Latitud;Longitud;Fecha;Bateria
GPS_11;42.7838000000;-1.6868900000;21-07-2022 10:00:42;GOOD;
GPS_11;42.7834400000;-1.6871900000;21-07-2022 10:03:44;GOOD;
GPS_11;42.7804700000;-1.6883200000;01-08-2022 13:24:27;GOOD;
GPS_11;42.7908700000;-1.6806600000;01-08-2022 16:34:05;LOW;
GPS_11;42.7899400000;-1.6991000000;01-08-2022 18:43:18;LOW;
GPS_11;38.1465400000;-3.7203700000;02-08-2022 04:05:42;LOW;
GPS_11;37.0252300000;-2.9920000000;23-08-2022 23:07:48;GOOD;
GPS_11;37.0251500000;-2.9928600000;24-08-2022 07:20:16;GOOD;
GPS_11;37.0130300000;-3.0423300000;24-08-2022 08:43:57;LOW;
GPS_11;37.0303400000;-3.0552700000;24-08-2022 09:33:43;LOW;
GPS_11;37.0288800000;-3.0551800000;24-08-2022 09:13:43;LOW;
GPS_11;37.0303000000;-3.0552700000;24-08-2022 09:23:43;LOW;
GPS_11;37.0397000000;-3.0585600000;24-08-2022 10:25:45;LOW;
GPS_11;37.0333000000;-3.0622900000;24-08-2022 10:34:30;LOW;
GPS_11;37.0314500000;-3.0597200000;24-08-2022 10:14:30;LOW;
GPS_11;37.0385400000;-3.0669900000;24-08-2022 11:03:24;LOW;
GPS_11;37.0410700000;-3.0737900000;24-08-2022 12:56:27;LOW;
GPS_11;37.0410600000;-3.0738200000;24-08-2022 13:32:52;LOW;
GPS_11;37.0400100000;-3.0737000000;24-08-2022 13:52:49;LOW;
GPS_11;37.0406100000;-3.0737900000;24-08-2022 13:42:49;LOW;
GPS_11;37.0411000000;-3.0737600000;24-08-2022 15:36:15;LOW;
GPS_11;37.0404100000;-3.0741000000;24-08-2022 15:26:15;LOW;
GPS_11;37.0403700000;-3.0742700000;24-08-2022 15:16:15;LOW;
GPS_11;37.0402100000;-3.0718100000;24-08-2022 17:55:57;LOW;
GPS_11;37.0402100000;-3.0719800000;24-08-2022 17:35:57;LOW;
GPS_11;37.0401200000;-3.0717200000;24-08-2022 17:45:57;LOW;
GPS_11;37.0374600000;-3.0708000000;24-08-2022 19:25:44;LOW;
GPS_11;37.0324900000;-3.0638700000;24-08-2022 19:55:34;LOW;
GPS_11;37.0341200000;-3.0631800000;24-08-2022 19:35:34;LOW;
GPS_11;37.0340300000;-3.0632700000;24-08-2022 19:45:34;LOW;
GPS_11;37.0286500000;-3.0563000000;24-08-2022 21:35:21;LOW;
GPS_11;37.0288300000;-3.0564000000;24-08-2022 22:34:43;LOW;
GPS_11;37.0287900000;-3.0565500000;24-08-2022 23:58:25;LOW;
GPS_11;37.0287900000;-3.0564600000;24-08-2022 23:48:25;LOW;
GPS_11;37.0287000000;-3.0566100000;25-08-2022 01:24:09;LOW;
GPS_11;37.0287000000;-3.0566100000;25-08-2022 01:14:09;LOW;
GPS_11;37.0288500000;-3.0564300000;25-08-2022 08:45:06;LOW;
GPS_11;37.0303600000;-3.0700100000;25-08-2022 10:35:58;LOW;
GPS_11;37.0318900000;-3.0726000000;25-08-2022 10:45:02;LOW;
GPS_11;37.0326400000;-3.0730300000;25-08-2022 10:55:11;LOW;
GPS_11;37.0325100000;-3.0726000000;25-08-2022 11:04:47;LOW;
GPS_11;37.0364900000;-3.0732100000;25-08-2022 11:54:41;LOW;
GPS_11;37.0402600000;-3.0730900000;25-08-2022 12:54:42;LOW;
GPS_11;37.0396600000;-3.0727500000;25-08-2022 12:44:42;LOW;
GPS_11;37.0386700000;-3.0724100000;25-08-2022 12:34:42;LOW;
GPS_11;37.0417000000;-3.0736700000;25-08-2022 13:34:49;LOW;
GPS_11;37.0412300000;-3.0735800000;25-08-2022 13:24:49;LOW;
GPS_11;37.0414900000;-3.0735800000;25-08-2022 13:14:49;LOW;
GPS_11;37.0412900000;-3.0732100000;25-08-2022 13:54:41;LOW;
GPS_11;37.0413300000;-3.0734700000;25-08-2022 13:44:41;LOW;
GPS_11;37.0412000000;-3.0726600000;25-08-2022 15:43:10;LOW;
GPS_11;37.0411100000;-3.0730100000;25-08-2022 15:23:10;LOW;
GPS_11;37.0411100000;-3.0729200000;25-08-2022 15:33:10;LOW;
GPS_11;37.0403400000;-3.0747700000;25-08-2022 16:33:00;LOW;
GPS_11;37.0411600000;-3.0765700000;25-08-2022 16:53:01;LOW;
GPS_11;37.0409500000;-3.0757100000;25-08-2022 16:43:01;LOW;
GPS_11;37.0403000000;-3.0736100000;25-08-2022 18:12:48;LOW;
GPS_11;37.0399100000;-3.0739500000;25-08-2022 18:02:48;LOW;
GPS_11;37.0406000000;-3.0753200000;25-08-2022 17:52:48;LOW;
GPS_11;37.0406700000;-3.0728100000;25-08-2022 18:32:54;LOW;
GPS_11;37.0405400000;-3.0735800000;25-08-2022 18:22:54;LOW;
GPS_11;37.0400300000;-3.0721400000;25-08-2022 19:33:52;LOW;
GPS_11;37.0398200000;-3.0724800000;25-08-2022 19:23:52;LOW;
GPS_11;37.0396500000;-3.0723900000;25-08-2022 19:13:52;LOW;
GPS_11;37.0390100000;-3.0723900000;25-08-2022 19:42:36;LOW;
GPS_11;37.0369600000;-3.0726000000;25-08-2022 20:02:29;LOW;
GPS_11;37.0379000000;-3.0727700000;25-08-2022 19:52:29;LOW;
GPS_11;37.0352800000;-3.0685400000;25-08-2022 20:42:09;LOW;
GPS_11;37.0354100000;-3.0685400000;25-08-2022 20:32:09;LOW;
GPS_11;37.0363100000;-3.0698300000;25-08-2022 20:22:09;LOW;
GPS_11;37.0350300000;-3.0679000000;25-08-2022 20:52:11;LOW;
GPS_11;37.0288400000;-3.0564900000;25-08-2022 22:11:49;LOW;
GPS_11;37.0286300000;-3.0560600000;25-08-2022 21:51:49;LOW;
GPS_11;37.0286300000;-3.0563200000;25-08-2022 22:01:49;LOW;
GPS_11;37.0286800000;-3.0564900000;26-08-2022 01:05:36;LOW;
GPS_11;37.0297000000;-3.0604600000;26-08-2022 09:07:59;LOW;
GPS_11;37.0289200000;-3.0596600000;26-08-2022 09:15:04;LOW;
GPS_11;37.0272000000;-3.0593000000;26-08-2022 09:25:03;LOW;
GPS_11;37.0247100000;-3.0601800000;26-08-2022 09:54:58;LOW;
GPS_11;37.0198400000;-3.0602400000;26-08-2022 10:34:41;LOW;
GPS_11;37.0199000000;-3.0597500000;26-08-2022 10:44:36;LOW;
GPS_11;37.0214300000;-3.0590500000;26-08-2022 11:15:42;LOW;
GPS_11;37.0202300000;-3.0595600000;26-08-2022 11:05:42;LOW;
GPS_11;37.0199300000;-3.0595600000;26-08-2022 10:55:42;LOW;
GPS_11;37.0222500000;-3.0581700000;26-08-2022 11:24:28;LOW;
GPS_11;37.0254900000;-3.0585600000;26-08-2022 12:04:15;LOW;
GPS_11;37.0246700000;-3.0584800000;26-08-2022 11:44:15;LOW;
GPS_11;37.0247600000;-3.0586500000;26-08-2022 11:54:15;LOW;
GPS_11;37.0247600000;-3.0541100000;26-08-2022 16:18:42;LOW;
GPS_11;37.0230800000;-3.0539600000;26-08-2022 16:48:40;LOW;
GPS_11;37.0243600000;-3.0544700000;26-08-2022 16:28:40;LOW;
GPS_11;37.0237200000;-3.0541300000;26-08-2022 16:38:40;LOW;
GPS_11;37.0209200000;-3.0563700000;26-08-2022 17:28:39;LOW;
GPS_11;37.0197300000;-3.0601500000;26-08-2022 18:18:31;LOW;
GPS_11;37.0193000000;-3.0596400000;26-08-2022 18:08:31;LOW;
GPS_11;37.0201200000;-3.0597300000;26-08-2022 17:58:31;LOW;
GPS_11;37.0205600000;-3.0600300000;26-08-2022 18:38:28;LOW;
GPS_11;37.0200900000;-3.0600300000;26-08-2022 18:28:28;LOW;
GPS_11;37.0241000000;-3.0593000000;26-08-2022 19:08:28;LOW;
GPS_11;37.0214800000;-3.0596500000;26-08-2022 18:48:28;LOW;
GPS_11;37.0225100000;-3.0585300000;26-08-2022 18:58:28;LOW;
GPS_11;37.0248500000;-3.0593900000;26-08-2022 19:18:21;LOW;
GPS_11;37.0257500000;-3.0590200000;26-08-2022 19:28:29;LOW;
GPS_11;37.0261900000;-3.0590800000;26-08-2022 19:38:30;LOW;
GPS_11;37.0287700000;-3.0562400000;26-08-2022 21:38:26;LOW;
GPS_11;37.0287300000;-3.0563000000;26-08-2022 21:48:27;LOW;
GPS_11;37.0289000000;-3.0565600000;26-08-2022 21:28:27;LOW;
GPS_11;37.0288200000;-3.0565800000;27-08-2022 00:52:20;LOW;
GPS_11;37.0288200000;-3.0564900000;27-08-2022 00:32:20;LOW;
GPS_11;37.0289500000;-3.0567500000;27-08-2022 00:42:20;LOW;
GPS_11;37.0287900000;-3.0564600000;27-08-2022 01:12:16;LOW;
GPS_11;37.0286400000;-3.0560300000;27-08-2022 04:06:11;LOW;
GPS_11;37.0286800000;-3.0562900000;27-08-2022 03:56:11;LOW;
GPS_11;37.0293900000;-3.0552700000;27-08-2022 10:18:28;LOW;
GPS_11;37.0300200000;-3.0565200000;27-08-2022 10:48:22;LOW;
GPS_11;37.0300600000;-3.0554100000;27-08-2022 10:28:22;LOW;
GPS_11;37.0302300000;-3.0555800000;27-08-2022 10:38:22;LOW;
GPS_11;37.0283800000;-3.0617400000;27-08-2022 11:48:12;LOW;
GPS_11;37.0262500000;-3.0619500000;27-08-2022 12:38:08;LOW;
GPS_11;37.0268500000;-3.0618600000;27-08-2022 12:28:08;LOW;
GPS_11;37.0271900000;-3.0617700000;27-08-2022 12:18:08;LOW;
