year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,18,59,51,40.453948,-3.508682,av598,2023-04-12,2023-04-12T18:59:51Z
23,4,12,19,14,5,40.453605,-3.508625,av598,2023-04-12,2023-04-12T19:14:05Z
23,4,12,19,29,0,40.453617,-3.508371,av598,2023-04-12,2023-04-12T19:29:00Z
23,4,12,19,44,7,40.454444,-3.508588,av598,2023-04-12,2023-04-12T19:44:07Z
23,4,12,19,59,14,40.460399,-3.506507,av598,2023-04-12,2023-04-12T19:59:14Z
23,4,12,20,14,9,40.453762,-3.508416,av598,2023-04-12,2023-04-12T20:14:09Z
23,4,12,20,29,4,40.453712,-3.508699,av598,2023-04-12,2023-04-12T20:29:04Z
23,4,12,20,44,3,40.453426,-3.50851,av598,2023-04-12,2023-04-12T20:44:03Z
23,4,12,20,59,8,40.453502,-3.508543,av598,2023-04-12,2023-04-12T20:59:08Z
23,4,12,21,14,10,40.45343,-3.50855,av598,2023-04-12,2023-04-12T21:14:10Z
23,4,12,21,29,12,40.453971,-3.508884,av598,2023-04-12,2023-04-12T21:29:12Z
23,4,12,21,44,22,40.453548,-3.508537,av598,2023-04-12,2023-04-12T21:44:22Z
23,4,12,21,59,16,40.45333,-3.508492,av598,2023-04-12,2023-04-12T21:59:16Z
23,4,12,22,14,13,40.453685,-3.508702,av598,2023-04-12,2023-04-12T22:14:13Z
23,4,12,22,29,13,40.453628,-3.508529,av598,2023-04-12,2023-04-12T22:29:13Z
23,4,12,22,44,26,40.453712,-3.508697,av598,2023-04-12,2023-04-12T22:44:26Z
23,4,12,22,59,21,40.453334,-3.508205,av598,2023-04-12,2023-04-12T22:59:21Z
23,4,12,23,14,21,40.453456,-3.508433,av598,2023-04-12,2023-04-12T23:14:21Z
23,4,12,23,29,19,40.453632,-3.508769,av598,2023-04-12,2023-04-12T23:29:19Z
23,4,12,23,44,25,40.453582,-3.508613,av598,2023-04-12,2023-04-12T23:44:25Z
23,4,12,23,59,24,40.453487,-3.508469,av598,2023-04-12,2023-04-12T23:59:24Z
23,4,13,0,14,27,40.453521,-3.508586,av598,2023-04-13,2023-04-13T00:14:27Z
23,4,13,0,29,29,40.45359,-3.50858,av598,2023-04-13,2023-04-13T00:29:29Z
23,4,13,0,44,28,40.453472,-3.50843,av598,2023-04-13,2023-04-13T00:44:28Z
23,4,13,0,59,31,40.453575,-3.50848,av598,2023-04-13,2023-04-13T00:59:31Z
23,4,13,1,14,34,40.453689,-3.508648,av598,2023-04-13,2023-04-13T01:14:34Z
23,4,13,1,29,41,40.453495,-3.508535,av598,2023-04-13,2023-04-13T01:29:41Z
23,4,13,1,44,35,40.453575,-3.508428,av598,2023-04-13,2023-04-13T01:44:35Z
23,4,13,1,59,36,40.453559,-3.508476,av598,2023-04-13,2023-04-13T01:59:36Z
23,4,13,2,14,47,40.453506,-3.508547,av598,2023-04-13,2023-04-13T02:14:47Z
23,4,13,2,29,38,40.453697,-3.508635,av598,2023-04-13,2023-04-13T02:29:38Z
23,4,13,2,44,41,40.453643,-3.508902,av598,2023-04-13,2023-04-13T02:44:41Z
23,4,13,2,59,45,40.453495,-3.508583,av598,2023-04-13,2023-04-13T02:59:45Z
23,4,13,3,14,48,40.453514,-3.508517,av598,2023-04-13,2023-04-13T03:14:48Z
23,4,13,3,29,43,40.453483,-3.50845,av598,2023-04-13,2023-04-13T03:29:43Z
23,4,13,3,44,53,40.453392,-3.508539,av598,2023-04-13,2023-04-13T03:44:53Z
23,4,13,3,59,53,40.453392,-3.508393,av598,2023-04-13,2023-04-13T03:59:53Z
23,4,13,4,14,51,40.453376,-3.50844,av598,2023-04-13,2023-04-13T04:14:51Z
23,4,13,4,29,59,40.453453,-3.508482,av598,2023-04-13,2023-04-13T04:29:59Z
23,4,13,4,44,56,40.453437,-3.508513,av598,2023-04-13,2023-04-13T04:44:56Z
23,4,13,5,0,4,40.453498,-3.508568,av598,2023-04-13,2023-04-13T05:00:04Z
23,4,13,5,15,5,40.45362,-3.508563,av598,2023-04-13,2023-04-13T05:15:05Z
