year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,13,19,3,40.453498,-3.508502,AV571,2023-04-12,2023-04-12T13:19:03Z
23,4,12,13,33,36,40.453502,-3.508455,AV571,2023-04-12,2023-04-12T13:33:36Z
23,4,12,13,48,23,40.453491,-3.508434,AV571,2023-04-12,2023-04-12T13:48:23Z
23,4,12,14,3,23,40.453498,-3.508466,AV571,2023-04-12,2023-04-12T14:03:23Z
23,4,12,14,18,25,40.453533,-3.508509,AV571,2023-04-12,2023-04-12T14:18:25Z
23,4,12,14,34,13,40.45367,-3.508337,AV571,2023-04-12,2023-04-12T14:34:13Z
23,4,12,14,48,25,40.453514,-3.508456,AV571,2023-04-12,2023-04-12T14:48:25Z
23,4,12,15,3,22,40.453468,-3.508393,AV571,2023-04-12,2023-04-12T15:03:22Z
23,4,12,15,18,27,40.453617,-3.508692,AV571,2023-04-12,2023-04-12T15:18:27Z
23,4,12,15,33,30,40.453514,-3.508406,AV571,2023-04-12,2023-04-12T15:33:30Z
23,4,12,15,48,27,40.453487,-3.508498,AV571,2023-04-12,2023-04-12T15:48:27Z
23,4,12,16,3,26,40.453651,-3.508871,AV571,2023-04-12,2023-04-12T16:03:26Z
23,4,12,16,18,31,40.453575,-3.508547,AV571,2023-04-12,2023-04-12T16:18:31Z
23,4,12,16,33,20,40.453491,-3.508519,AV571,2023-04-12,2023-04-12T16:33:20Z
23,4,12,16,48,23,40.453525,-3.508533,AV571,2023-04-12,2023-04-12T16:48:23Z
23,4,12,17,3,26,40.453647,-3.508704,AV571,2023-04-12,2023-04-12T17:03:26Z
23,4,12,17,18,24,40.453479,-3.508783,AV571,2023-04-12,2023-04-12T17:18:24Z
23,4,12,17,33,30,40.453544,-3.508626,AV571,2023-04-12,2023-04-12T17:33:30Z
23,4,12,17,48,25,40.453498,-3.508732,AV571,2023-04-12,2023-04-12T17:48:25Z
23,4,12,18,3,19,40.453521,-3.508736,AV571,2023-04-12,2023-04-12T18:03:19Z
23,4,12,18,18,19,40.453533,-3.508541,AV571,2023-04-12,2023-04-12T18:18:19Z
23,4,12,18,33,19,40.453437,-3.508495,AV571,2023-04-12,2023-04-12T18:33:19Z
23,4,12,18,48,19,40.453525,-3.508525,AV571,2023-04-12,2023-04-12T18:48:19Z
23,4,12,19,3,24,40.453544,-3.508533,AV571,2023-04-12,2023-04-12T19:03:24Z
23,4,12,19,18,19,40.453437,-3.50844,AV571,2023-04-12,2023-04-12T19:18:19Z
23,4,12,19,33,19,40.453571,-3.508603,AV571,2023-04-12,2023-04-12T19:33:19Z
23,4,12,19,48,25,40.45354,-3.508402,AV571,2023-04-12,2023-04-12T19:48:25Z
23,4,12,20,3,20,40.45346,-3.508483,AV571,2023-04-12,2023-04-12T20:03:20Z
23,4,12,20,18,28,40.453544,-3.508531,AV571,2023-04-12,2023-04-12T20:18:28Z
23,4,12,20,33,22,40.453475,-3.50842,AV571,2023-04-12,2023-04-12T20:33:22Z
23,4,12,20,48,20,40.453571,-3.508462,AV571,2023-04-12,2023-04-12T20:48:20Z
23,4,12,21,3,24,40.453498,-3.508476,AV571,2023-04-12,2023-04-12T21:03:24Z
23,4,12,21,18,22,40.453552,-3.508482,AV571,2023-04-12,2023-04-12T21:18:22Z
23,4,12,21,33,22,40.453559,-3.508638,AV571,2023-04-12,2023-04-12T21:33:22Z
23,4,12,21,48,20,40.453605,-3.508636,AV571,2023-04-12,2023-04-12T21:48:20Z
23,4,12,22,3,22,40.453487,-3.508532,AV571,2023-04-12,2023-04-12T22:03:22Z
23,4,12,22,18,25,40.453571,-3.508599,AV571,2023-04-12,2023-04-12T22:18:25Z
23,4,12,22,33,19,40.453453,-3.508461,AV571,2023-04-12,2023-04-12T22:33:19Z
23,4,12,22,48,20,40.453525,-3.508463,AV571,2023-04-12,2023-04-12T22:48:20Z
23,4,12,23,3,19,40.453468,-3.508439,AV571,2023-04-12,2023-04-12T23:03:19Z
23,4,12,23,18,19,40.453514,-3.508489,AV571,2023-04-12,2023-04-12T23:18:19Z
23,4,12,23,33,20,40.453525,-3.508509,AV571,2023-04-12,2023-04-12T23:33:20Z
23,4,12,23,48,25,40.45351,-3.508485,AV571,2023-04-12,2023-04-12T23:48:25Z
23,4,13,0,3,23,40.453514,-3.50851,AV571,2023-04-13,2023-04-13T00:03:23Z
23,4,13,0,18,22,40.453594,-3.508543,AV571,2023-04-13,2023-04-13T00:18:22Z
