year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,21,1,7,40.453639,-3.508613,AV607,2023-04-12,2023-04-12T21:01:07Z
23,4,12,21,15,38,40.453514,-3.508514,AV607,2023-04-12,2023-04-12T21:15:38Z
23,4,12,21,30,53,40.454284,-3.50901,AV607,2023-04-12,2023-04-12T21:30:53Z
23,4,12,21,45,52,40.453666,-3.508605,AV607,2023-04-12,2023-04-12T21:45:52Z
23,4,12,22,1,32,40.453403,-3.508479,AV607,2023-04-12,2023-04-12T22:01:32Z
23,4,12,22,16,25,40.453662,-3.508481,AV607,2023-04-12,2023-04-12T22:16:25Z
23,4,12,22,30,57,40.453586,-3.508584,AV607,2023-04-12,2023-04-12T22:30:57Z
23,4,12,22,46,2,40.453521,-3.508361,AV607,2023-04-12,2023-04-12T22:46:02Z
23,4,12,23,1,12,40.453819,-3.508831,AV607,2023-04-12,2023-04-12T23:01:12Z
23,4,12,23,16,16,40.453563,-3.508642,AV607,2023-04-12,2023-04-12T23:16:16Z
23,4,12,23,31,17,40.453525,-3.508415,AV607,2023-04-12,2023-04-12T23:31:17Z
23,4,12,23,46,24,40.453601,-3.508596,AV607,2023-04-12,2023-04-12T23:46:24Z
23,4,13,0,1,30,40.453449,-3.508644,AV607,2023-04-13,2023-04-13T00:01:30Z
23,4,13,0,16,44,40.453498,-3.508465,AV607,2023-04-13,2023-04-13T00:16:44Z
23,4,13,0,31,39,40.453544,-3.508502,AV607,2023-04-13,2023-04-13T00:31:39Z
23,4,13,0,46,43,40.453506,-3.50846,AV607,2023-04-13,2023-04-13T00:46:43Z
23,4,13,1,1,52,40.453479,-3.50848,AV607,2023-04-13,2023-04-13T01:01:52Z
23,4,13,1,17,5,40.453357,-3.508327,AV607,2023-04-13,2023-04-13T01:17:05Z
23,4,13,1,32,7,40.453575,-3.508605,AV607,2023-04-13,2023-04-13T01:32:07Z
23,4,13,1,47,14,40.453571,-3.508397,AV607,2023-04-13,2023-04-13T01:47:14Z
23,4,13,2,2,19,40.453411,-3.508666,AV607,2023-04-13,2023-04-13T02:02:19Z
23,4,13,2,17,21,40.453525,-3.508526,AV607,2023-04-13,2023-04-13T02:17:21Z
23,4,13,2,32,30,40.453502,-3.508662,AV607,2023-04-13,2023-04-13T02:32:30Z
23,4,13,2,47,26,40.453632,-3.508754,AV607,2023-04-13,2023-04-13T02:47:26Z
23,4,13,3,2,37,40.45346,-3.508439,AV607,2023-04-13,2023-04-13T03:02:37Z
23,4,13,3,17,36,40.453529,-3.508704,AV607,2023-04-13,2023-04-13T03:17:36Z
23,4,13,3,32,45,40.453571,-3.508694,AV607,2023-04-13,2023-04-13T03:32:45Z
23,4,13,3,47,55,40.453472,-3.508501,AV607,2023-04-13,2023-04-13T03:47:55Z
23,4,13,4,2,56,40.45351,-3.508642,AV607,2023-04-13,2023-04-13T04:02:56Z
23,4,13,4,18,4,40.453487,-3.50849,AV607,2023-04-13,2023-04-13T04:18:04Z
23,4,13,4,33,11,40.453674,-3.508734,AV607,2023-04-13,2023-04-13T04:33:11Z
23,4,13,4,48,19,40.453441,-3.508378,AV607,2023-04-13,2023-04-13T04:48:19Z
23,4,13,5,3,18,40.453411,-3.508337,AV607,2023-04-13,2023-04-13T05:03:18Z
