year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,13,4,38,40.453536,-3.508549,AV573,2023-04-12,2023-04-12T13:04:38Z
23,4,12,13,19,26,40.453502,-3.508509,AV573,2023-04-12,2023-04-12T13:19:26Z
23,4,12,13,34,37,40.453479,-3.508462,AV573,2023-04-12,2023-04-12T13:34:37Z
23,4,12,13,49,37,40.453609,-3.50863,AV573,2023-04-12,2023-04-12T13:49:37Z
23,4,12,14,5,7,40.453765,-3.508413,AV573,2023-04-12,2023-04-12T14:05:07Z
23,4,12,14,19,30,40.453582,-3.508471,AV573,2023-04-12,2023-04-12T14:19:30Z
23,4,12,14,34,33,40.45354,-3.508405,AV573,2023-04-12,2023-04-12T14:34:33Z
23,4,12,14,49,45,40.453506,-3.508504,AV573,2023-04-12,2023-04-12T14:49:45Z
23,4,12,15,4,35,40.453327,-3.508495,AV573,2023-04-12,2023-04-12T15:04:35Z
23,4,12,15,19,33,40.453628,-3.508491,AV573,2023-04-12,2023-04-12T15:19:33Z
23,4,12,15,34,33,40.45354,-3.508541,AV573,2023-04-12,2023-04-12T15:34:33Z
23,4,12,15,49,37,40.45351,-3.508472,AV573,2023-04-12,2023-04-12T15:49:37Z
23,4,12,16,4,38,40.453491,-3.508366,AV573,2023-04-12,2023-04-12T16:04:38Z
23,4,12,16,19,38,40.453582,-3.508491,AV573,2023-04-12,2023-04-12T16:19:38Z
23,4,12,16,34,38,40.453491,-3.508422,AV573,2023-04-12,2023-04-12T16:34:38Z
23,4,12,16,49,50,40.453594,-3.508558,AV573,2023-04-12,2023-04-12T16:49:50Z
23,4,12,17,4,42,40.453632,-3.508551,AV573,2023-04-12,2023-04-12T17:04:42Z
23,4,12,17,19,44,40.453605,-3.508632,AV573,2023-04-12,2023-04-12T17:19:44Z
23,4,12,17,34,44,40.453544,-3.508722,AV573,2023-04-12,2023-04-12T17:34:44Z
23,4,12,17,49,44,40.453498,-3.508603,AV573,2023-04-12,2023-04-12T17:49:44Z
23,4,12,18,4,47,40.453598,-3.508675,AV573,2023-04-12,2023-04-12T18:04:47Z
23,4,12,18,19,45,40.453502,-3.508487,AV573,2023-04-12,2023-04-12T18:19:45Z
23,4,12,18,34,46,40.453514,-3.508565,AV573,2023-04-12,2023-04-12T18:34:46Z
23,4,12,18,49,47,40.453594,-3.50859,AV573,2023-04-12,2023-04-12T18:49:47Z
23,4,12,19,4,49,40.453567,-3.508523,AV573,2023-04-12,2023-04-12T19:04:49Z
23,4,12,19,19,50,40.453929,-3.5084,AV573,2023-04-12,2023-04-12T19:19:50Z
23,4,12,19,34,52,40.453544,-3.508503,AV573,2023-04-12,2023-04-12T19:34:52Z
23,4,12,19,50,3,40.453552,-3.508578,AV573,2023-04-12,2023-04-12T19:50:03Z
23,4,12,20,4,59,40.453552,-3.508544,AV573,2023-04-12,2023-04-12T20:04:59Z
23,4,12,20,19,56,40.453559,-3.508525,AV573,2023-04-12,2023-04-12T20:19:56Z
23,4,12,20,34,58,40.453479,-3.508589,AV573,2023-04-12,2023-04-12T20:34:58Z
23,4,12,20,49,57,40.453544,-3.508577,AV573,2023-04-12,2023-04-12T20:49:57Z
23,4,12,21,4,58,40.453498,-3.508572,AV573,2023-04-12,2023-04-12T21:04:58Z
23,4,12,21,20,1,40.453498,-3.508545,AV573,2023-04-12,2023-04-12T21:20:01Z
23,4,12,21,34,58,40.453514,-3.508576,AV573,2023-04-12,2023-04-12T21:34:58Z
23,4,12,21,50,0,40.453506,-3.508585,AV573,2023-04-12,2023-04-12T21:50:00Z
23,4,12,22,5,3,40.453632,-3.508566,AV573,2023-04-12,2023-04-12T22:05:03Z
23,4,12,22,20,3,40.453426,-3.508528,AV573,2023-04-12,2023-04-12T22:20:03Z
23,4,12,22,35,5,40.453475,-3.508523,AV573,2023-04-12,2023-04-12T22:35:05Z
23,4,12,22,50,5,40.453277,-3.508657,AV573,2023-04-12,2023-04-12T22:50:05Z
23,4,12,23,5,6,40.453498,-3.508341,AV573,2023-04-12,2023-04-12T23:05:06Z
23,4,12,23,20,7,40.453441,-3.508429,AV573,2023-04-12,2023-04-12T23:20:07Z
23,4,12,23,35,11,40.45362,-3.508535,AV573,2023-04-12,2023-04-12T23:35:11Z
23,4,12,23,50,14,40.453495,-3.508366,AV573,2023-04-12,2023-04-12T23:50:14Z
23,4,13,0,5,11,40.45354,-3.508522,AV573,2023-04-13,2023-04-13T00:05:11Z
23,4,13,0,20,12,40.453506,-3.508496,AV573,2023-04-13,2023-04-13T00:20:12Z
23,4,13,0,35,14,40.453441,-3.50843,AV573,2023-04-13,2023-04-13T00:35:14Z
23,4,13,0,50,15,40.453544,-3.508491,AV573,2023-04-13,2023-04-13T00:50:15Z
23,4,13,1,5,16,40.453445,-3.508316,AV573,2023-04-13,2023-04-13T01:05:16Z
23,4,13,1,20,17,40.453491,-3.508465,AV573,2023-04-13,2023-04-13T01:20:17Z
23,4,13,1,35,19,40.453422,-3.508522,AV573,2023-04-13,2023-04-13T01:35:19Z
23,4,13,1,50,19,40.453483,-3.508453,AV573,2023-04-13,2023-04-13T01:50:19Z
23,4,13,2,5,20,40.453521,-3.508441,AV573,2023-04-13,2023-04-13T02:05:20Z
23,4,13,2,20,21,40.453464,-3.508385,AV573,2023-04-13,2023-04-13T02:20:21Z
23,4,13,2,35,25,40.453453,-3.508448,AV573,2023-04-13,2023-04-13T02:35:25Z
23,4,13,2,50,23,40.45351,-3.508412,AV573,2023-04-13,2023-04-13T02:50:23Z
23,4,13,3,5,25,40.453376,-3.508316,AV573,2023-04-13,2023-04-13T03:05:25Z
23,4,13,3,20,27,40.45346,-3.508413,AV573,2023-04-13,2023-04-13T03:20:27Z
23,4,13,3,35,27,40.45338,-3.508415,AV573,2023-04-13,2023-04-13T03:35:27Z
23,4,13,3,50,27,40.453472,-3.508495,AV573,2023-04-13,2023-04-13T03:50:27Z
23,4,13,4,5,31,40.453475,-3.508375,AV573,2023-04-13,2023-04-13T04:05:31Z
23,4,13,4,20,30,40.45354,-3.508504,AV573,2023-04-13,2023-04-13T04:20:30Z
23,4,13,4,35,33,40.453437,-3.508485,AV573,2023-04-13,2023-04-13T04:35:33Z
23,4,13,4,50,33,40.453536,-3.50853,AV573,2023-04-13,2023-04-13T04:50:33Z
23,4,13,5,5,34,40.453433,-3.508378,AV573,2023-04-13,2023-04-13T05:05:34Z
23,4,13,5,20,34,40.453502,-3.5085480000000002,AV573,2023-04-13,2023-04-13T05:20:34Z
23,4,13,5,35,36,40.453529,-3.508329,AV573,2023-04-13,2023-04-13T05:35:36Z
23,4,13,5,50,36,40.453624,-3.508536,AV573,2023-04-13,2023-04-13T05:50:36Z
23,4,13,6,5,38,40.45362,-3.508467,AV573,2023-04-13,2023-04-13T06:05:38Z
23,4,13,6,20,44,40.45362,-3.508473,AV573,2023-04-13,2023-04-13T06:20:44Z
