year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,12,57,20,40.453605,-3.508567,AV575,2023-04-12,2023-04-12T12:57:20Z
23,4,12,13,12,11,40.453559,-3.508512,AV575,2023-04-12,2023-04-12T13:12:11Z
23,4,12,13,27,8,40.453544,-3.508486,AV575,2023-04-12,2023-04-12T13:27:08Z
23,4,12,13,42,6,40.45359,-3.508434,AV575,2023-04-12,2023-04-12T13:42:06Z
23,4,12,13,57,4,40.453483,-3.508401,AV575,2023-04-12,2023-04-12T13:57:04Z
23,4,12,14,12,1,40.453529,-3.508376,AV575,2023-04-12,2023-04-12T14:12:01Z
23,4,12,14,26,58,40.453533,-3.508393,AV575,2023-04-12,2023-04-12T14:26:58Z
23,4,12,14,41,57,40.453582,-3.508366,AV575,2023-04-12,2023-04-12T14:41:57Z
23,4,12,14,56,54,40.45354,-3.50843,AV575,2023-04-12,2023-04-12T14:56:54Z
23,4,12,15,11,51,40.45354,-3.508389,AV575,2023-04-12,2023-04-12T15:11:51Z
23,4,12,15,26,48,40.453495,-3.508429,AV575,2023-04-12,2023-04-12T15:26:48Z
23,4,12,15,41,45,40.453521,-3.50849,AV575,2023-04-12,2023-04-12T15:41:45Z
23,4,12,15,56,45,40.453514,-3.508468,AV575,2023-04-12,2023-04-12T15:56:45Z
23,4,12,16,11,40,40.453525,-3.50853,AV575,2023-04-12,2023-04-12T16:11:40Z
23,4,12,16,26,44,40.45359,-3.508639,AV575,2023-04-12,2023-04-12T16:26:44Z
23,4,12,16,41,36,40.453544,-3.508546,AV575,2023-04-12,2023-04-12T16:41:36Z
23,4,12,16,56,33,40.453628,-3.508653,AV575,2023-04-12,2023-04-12T16:56:33Z
23,4,12,17,11,35,40.453628,-3.508381,AV575,2023-04-12,2023-04-12T17:11:35Z
23,4,12,17,26,30,40.453559,-3.508579,AV575,2023-04-12,2023-04-12T17:26:30Z
23,4,12,17,41,25,40.453567,-3.508626,AV575,2023-04-12,2023-04-12T17:41:25Z
23,4,12,17,56,24,40.453582,-3.508574,AV575,2023-04-12,2023-04-12T17:56:24Z
23,4,12,18,11,19,40.453548,-3.508532,AV575,2023-04-12,2023-04-12T18:11:19Z
23,4,12,18,26,17,40.453552,-3.508505,AV575,2023-04-12,2023-04-12T18:26:17Z
23,4,12,18,41,15,40.453517,-3.508481,AV575,2023-04-12,2023-04-12T18:41:15Z
23,4,12,18,56,15,40.453563,-3.508502,AV575,2023-04-12,2023-04-12T18:56:15Z
23,4,12,19,11,9,40.453548,-3.508522,AV575,2023-04-12,2023-04-12T19:11:09Z
23,4,12,19,26,7,40.453517,-3.508502,AV575,2023-04-12,2023-04-12T19:26:07Z
23,4,12,19,41,6,40.45359,-3.50849,AV575,2023-04-12,2023-04-12T19:41:06Z
23,4,12,19,56,3,40.453533,-3.508515,AV575,2023-04-12,2023-04-12T19:56:03Z
23,4,12,20,10,59,40.453514,-3.508531,AV575,2023-04-12,2023-04-12T20:10:59Z
23,4,12,20,25,57,40.453502,-3.508555,AV575,2023-04-12,2023-04-12T20:25:57Z
23,4,12,20,40,53,40.453521,-3.508575,AV575,2023-04-12,2023-04-12T20:40:53Z
