year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,4,12,15,21,59,40.451534,-3.507143,AV589,2023-04-12,2023-04-12T15:21:59Z
23,4,12,16,43,25,40.45359,-3.50856,AV589,2023-04-12,2023-04-12T16:43:25Z
23,4,12,16,57,15,40.453678,-3.50849,AV589,2023-04-12,2023-04-12T16:57:15Z
23,4,12,17,12,11,40.453708,-3.508573,AV589,2023-04-12,2023-04-12T17:12:11Z
23,4,12,17,27,11,40.453666,-3.508825,AV589,2023-04-12,2023-04-12T17:27:11Z
23,4,12,17,42,8,40.453502,-3.508422,AV589,2023-04-12,2023-04-12T17:42:08Z
23,4,12,17,57,3,40.453483,-3.508564,AV589,2023-04-12,2023-04-12T17:57:03Z
23,4,12,18,11,58,40.453529,-3.508506,AV589,2023-04-12,2023-04-12T18:11:58Z
23,4,12,18,26,55,40.453525,-3.508494,AV589,2023-04-12,2023-04-12T18:26:55Z
23,4,12,18,41,52,40.45351,-3.508559,AV589,2023-04-12,2023-04-12T18:41:52Z
23,4,12,18,56,47,40.453456,-3.508543,AV589,2023-04-12,2023-04-12T18:56:47Z
23,4,12,19,11,44,40.453529,-3.508506,AV589,2023-04-12,2023-04-12T19:11:44Z
23,4,12,19,26,43,40.45359,-3.50857,AV589,2023-04-12,2023-04-12T19:26:43Z
23,4,12,19,41,37,40.453956,-3.508447,AV589,2023-04-12,2023-04-12T19:41:37Z
23,4,12,19,56,35,40.453563,-3.508534,AV589,2023-04-12,2023-04-12T19:56:35Z
23,4,12,20,11,32,40.453544,-3.508731,AV589,2023-04-12,2023-04-12T20:11:32Z
23,4,12,20,26,28,40.453521,-3.508626,AV589,2023-04-12,2023-04-12T20:26:28Z
23,4,12,20,41,25,40.453575,-3.508577,AV589,2023-04-12,2023-04-12T20:41:25Z
23,4,12,20,56,22,40.453483,-3.508567,AV589,2023-04-12,2023-04-12T20:56:22Z
23,4,12,21,11,17,40.453487,-3.508565,AV589,2023-04-12,2023-04-12T21:11:17Z
23,4,12,21,26,17,40.453548,-3.508502,AV589,2023-04-12,2023-04-12T21:26:17Z
23,4,12,21,41,12,40.453655,-3.508605,AV589,2023-04-12,2023-04-12T21:41:12Z
23,4,12,21,56,17,40.453582,-3.508514,AV589,2023-04-12,2023-04-12T21:56:17Z
23,4,12,22,11,6,40.45351,-3.508685,AV589,2023-04-12,2023-04-12T22:11:06Z
23,4,12,22,26,4,40.453529,-3.508621,AV589,2023-04-12,2023-04-12T22:26:04Z
23,4,12,22,40,58,40.453453,-3.508541,AV589,2023-04-12,2023-04-12T22:40:58Z
23,4,12,22,55,55,40.453514,-3.508535,AV589,2023-04-12,2023-04-12T22:55:55Z
23,4,12,23,10,52,40.453498,-3.508524,AV589,2023-04-12,2023-04-12T23:10:52Z
23,4,12,23,25,50,40.453514,-3.508538,AV589,2023-04-12,2023-04-12T23:25:50Z
23,4,12,23,40,50,40.453601,-3.50847,AV589,2023-04-12,2023-04-12T23:40:50Z
23,4,12,23,55,51,40.453422,-3.508471,AV589,2023-04-12,2023-04-12T23:55:51Z
23,4,13,0,10,40,40.453559,-3.50848,AV589,2023-04-13,2023-04-13T00:10:40Z
23,4,13,0,25,36,40.453571,-3.508563,AV589,2023-04-13,2023-04-13T00:25:36Z
23,4,13,0,40,33,40.453525,-3.508504,AV589,2023-04-13,2023-04-13T00:40:33Z
23,4,13,0,55,29,40.453468,-3.508416,AV589,2023-04-13,2023-04-13T00:55:29Z
23,4,13,1,10,27,40.453578,-3.508526,AV589,2023-04-13,2023-04-13T01:10:27Z
23,4,13,1,25,23,40.453483,-3.508439,AV589,2023-04-13,2023-04-13T01:25:23Z
23,4,13,1,40,21,40.453552,-3.508485,AV589,2023-04-13,2023-04-13T01:40:21Z
23,4,13,1,55,25,40.45351,-3.508515,AV589,2023-04-13,2023-04-13T01:55:25Z
23,4,13,2,10,13,40.453468,-3.508401,AV589,2023-04-13,2023-04-13T02:10:13Z
23,4,13,2,25,10,40.453437,-3.508318,AV589,2023-04-13,2023-04-13T02:25:10Z
23,4,13,2,40,5,40.453468,-3.50854,AV589,2023-04-13,2023-04-13T02:40:05Z
23,4,13,2,55,2,40.453563,-3.508574,AV589,2023-04-13,2023-04-13T02:55:02Z
23,4,13,3,9,58,40.453525,-3.508537,AV589,2023-04-13,2023-04-13T03:09:58Z
23,4,13,3,24,55,40.453487,-3.50854,AV589,2023-04-13,2023-04-13T03:24:55Z
23,4,13,3,39,55,40.45359,-3.508605,AV589,2023-04-13,2023-04-13T03:39:55Z
23,4,13,3,54,51,40.453514,-3.50852,AV589,2023-04-13,2023-04-13T03:54:51Z
23,4,13,4,9,48,40.453479,-3.508484,AV589,2023-04-13,2023-04-13T04:09:48Z
23,4,13,4,24,44,40.453464,-3.508461,AV589,2023-04-13,2023-04-13T04:24:44Z
23,4,13,4,39,40,40.453441,-3.508384,AV589,2023-04-13,2023-04-13T04:39:40Z
23,4,13,4,54,37,40.453464,-3.508373,AV589,2023-04-13,2023-04-13T04:54:37Z
23,4,13,5,9,35,40.453456,-3.508388,AV589,2023-04-13,2023-04-13T05:09:35Z
23,4,13,5,24,29,40.453525,-3.508551,AV589,2023-04-13,2023-04-13T05:24:29Z
23,4,13,5,39,26,40.453468,-3.508496,AV589,2023-04-13,2023-04-13T05:39:26Z
23,4,13,5,54,25,40.453414,-3.508529,AV589,2023-04-13,2023-04-13T05:54:25Z
23,4,13,6,9,22,40.453399,-3.508528,AV589,2023-04-13,2023-04-13T06:09:22Z
23,4,13,6,24,25,40.453411,-3.508509,AV589,2023-04-13,2023-04-13T06:24:25Z
23,4,13,6,39,17,40.453575,-3.50851,AV589,2023-04-13,2023-04-13T06:39:17Z
23,4,13,6,54,11,40.453426,-3.508413,AV589,2023-04-13,2023-04-13T06:54:11Z
