year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
22,9,26,12,30,3,36.968704,-3.4590796,AV603,2022-09-26,2022-09-26T12:30:03Z
22,9,26,12,59,29,36.9688288,-3.4589568,AV603,2022-09-26,2022-09-26T12:59:29Z
22,9,26,13,29,44,36.9688992,-3.4590384,AV603,2022-09-26,2022-09-26T13:29:44Z
22,9,26,13,59,45,36.9689376,-3.4590448,AV603,2022-09-26,2022-09-26T13:59:45Z
22,9,26,14,30,0,36.9689568,-3.4591132,AV603,2022-09-26,2022-09-26T14:30:00Z
22,9,26,15,0,7,36.9689152,-3.4592008,AV603,2022-09-26,2022-09-26T15:00:07Z
22,9,26,15,30,14,36.9688832,-3.4590032,AV603,2022-09-26,2022-09-26T15:30:14Z
22,9,26,16,0,17,36.9688896,-3.4590696,AV603,2022-09-26,2022-09-26T16:00:17Z
22,9,26,16,30,26,36.9689248,-3.4592004,AV603,2022-09-26,2022-09-26T16:30:26Z
22,9,26,17,0,51,36.968848,-3.459028,AV603,2022-09-26,2022-09-26T17:00:51Z
22,9,26,17,30,48,36.9688416,-3.4590448,AV603,2022-09-26,2022-09-26T17:30:48Z
22,9,26,18,0,50,36.9687872,-3.4591028,AV603,2022-09-26,2022-09-26T18:00:50Z
22,9,26,18,30,58,36.9687872,-3.4590636,AV603,2022-09-26,2022-09-26T18:30:58Z
22,9,26,19,1,9,36.968672,-3.4591392,AV603,2022-09-26,2022-09-26T19:01:09Z
22,9,26,19,31,14,36.9686624,-3.4590464,AV603,2022-09-26,2022-09-26T19:31:14Z
22,9,26,20,1,20,36.9688864,-3.459008,AV603,2022-09-26,2022-09-26T20:01:20Z
22,9,26,20,31,26,36.968896,-3.4590144,AV603,2022-09-26,2022-09-26T20:31:26Z
22,9,26,21,2,5,36.9689664,-3.459,AV603,2022-09-26,2022-09-26T21:02:05Z
22,9,26,21,31,50,36.9688512,-3.4589976,AV603,2022-09-26,2022-09-26T21:31:50Z
22,9,26,22,1,56,36.9688,-3.459022,AV603,2022-09-26,2022-09-26T22:01:56Z
