year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,2,7,9,36,37,36.8660704,-4.990598,AV590,2023-02-07,2023-02-07T09:36:37Z
23,2,7,10,6,30,36.8661152,-4.9905896,AV590,2023-02-07,2023-02-07T10:06:30Z
23,2,7,10,36,11,36.8660576,-4.9906872,AV590,2023-02-07,2023-02-07T10:36:11Z
23,2,7,11,6,15,36.866048,-4.9907768,AV590,2023-02-07,2023-02-07T11:06:15Z
23,2,7,11,36,13,36.8660544,-4.9906952,AV590,2023-02-07,2023-02-07T11:36:13Z
23,2,7,12,6,8,36.866096,-4.9906024,AV590,2023-02-07,2023-02-07T12:06:08Z
23,2,7,12,36,24,36.8662368,-4.9904456,AV590,2023-02-07,2023-02-07T12:36:24Z
23,2,7,13,5,43,36.8661888,-4.9907216,AV590,2023-02-07,2023-02-07T13:05:43Z
23,2,7,13,36,0,36.8659776,-4.9906752,AV590,2023-02-07,2023-02-07T13:36:00Z
23,2,7,14,5,32,36.866032,-4.990652,AV590,2023-02-07,2023-02-07T14:05:32Z
23,2,7,14,35,25,36.8659776,-4.9905656,AV590,2023-02-07,2023-02-07T14:35:25Z
23,2,7,15,5,20,36.8660096,-4.9905572,AV590,2023-02-07,2023-02-07T15:05:20Z
23,2,7,15,35,13,36.8659648,-4.99062,AV590,2023-02-07,2023-02-07T15:35:13Z
23,2,7,16,5,10,36.8660128,-4.9905388,AV590,2023-02-07,2023-02-07T16:05:10Z
23,2,7,16,35,0,36.8659616,-4.9905944,AV590,2023-02-07,2023-02-07T16:35:00Z
23,2,7,17,4,55,36.8660704,-4.9907496,AV590,2023-02-07,2023-02-07T17:04:55Z
23,2,7,17,34,43,36.8660736,-4.9906728,AV590,2023-02-07,2023-02-07T17:34:43Z
23,2,7,18,4,40,36.866128,-4.9905808,AV590,2023-02-07,2023-02-07T18:04:40Z
23,2,7,18,34,36,36.8660064,-4.9906368,AV590,2023-02-07,2023-02-07T18:34:36Z
23,2,7,19,4,31,36.8659904,-4.9905688,AV590,2023-02-07,2023-02-07T19:04:31Z
23,2,7,19,34,25,36.8659808,-4.9908216,AV590,2023-02-07,2023-02-07T19:34:25Z
23,2,7,20,4,19,36.865952,-4.9905656,AV590,2023-02-07,2023-02-07T20:04:19Z
23,2,7,20,34,13,36.865936,-4.9906732,AV590,2023-02-07,2023-02-07T20:34:13Z
23,2,7,21,4,6,36.8660384,-4.99066,AV590,2023-02-07,2023-02-07T21:04:06Z
23,2,7,21,33,59,36.8659808,-4.9907464,AV590,2023-02-07,2023-02-07T21:33:59Z
23,2,7,22,3,55,36.8659776,-4.9906492,AV590,2023-02-07,2023-02-07T22:03:55Z
23,2,7,22,33,49,36.8660032,-4.9905172,AV590,2023-02-07,2023-02-07T22:33:49Z
23,2,7,23,3,43,36.8660224,-4.990624,AV590,2023-02-07,2023-02-07T23:03:43Z
23,2,7,23,33,38,36.8660256,-4.9906208,AV590,2023-02-07,2023-02-07T23:33:38Z
23,2,8,0,3,32,36.865952,-4.99068,AV590,2023-02-08,2023-02-08T00:03:32Z
23,2,8,0,33,22,36.8659008,-4.9908144,AV590,2023-02-08,2023-02-08T00:33:22Z
23,2,8,1,3,14,36.8660096,-4.9908008,AV590,2023-02-08,2023-02-08T01:03:14Z
23,2,8,1,33,11,36.8660096,-4.990694,AV590,2023-02-08,2023-02-08T01:33:11Z
23,2,8,2,3,9,36.8659904,-4.990588,AV590,2023-02-08,2023-02-08T02:03:09Z
23,2,8,2,33,1,36.8659904,-4.9905048,AV590,2023-02-08,2023-02-08T02:33:01Z
23,2,8,3,2,55,36.86592,-4.9904452,AV590,2023-02-08,2023-02-08T03:02:55Z
23,2,8,3,32,49,36.865968,-4.9905932,AV590,2023-02-08,2023-02-08T03:32:49Z
23,2,8,4,2,37,36.8660992,-4.9906456,AV590,2023-02-08,2023-02-08T04:02:37Z
23,2,8,4,32,34,36.8660032,-4.9906676,AV590,2023-02-08,2023-02-08T04:32:34Z
23,2,8,5,2,27,36.8659808,-4.9907308,AV590,2023-02-08,2023-02-08T05:02:27Z
23,2,8,5,32,25,36.8660128,-4.9904572,AV590,2023-02-08,2023-02-08T05:32:25Z
23,2,8,6,2,14,36.8657856,-4.9902812,AV590,2023-02-08,2023-02-08T06:02:14Z
23,2,8,6,32,7,36.8656256,-4.990462,AV590,2023-02-08,2023-02-08T06:32:07Z
23,2,8,7,2,1,36.8658112,-4.9904748,AV590,2023-02-08,2023-02-08T07:02:01Z
23,2,8,7,31,57,36.8660032,-4.990576,AV590,2023-02-08,2023-02-08T07:31:57Z
23,2,8,8,1,56,36.8659904,-4.9906184,AV590,2023-02-08,2023-02-08T08:01:56Z
23,2,8,8,31,52,36.8660576,-4.9904536,AV590,2023-02-08,2023-02-08T08:31:52Z
23,2,8,9,1,42,36.8661152,-4.9904552,AV590,2023-02-08,2023-02-08T09:01:42Z
23,2,8,9,31,36,36.8661216,-4.9904712,AV590,2023-02-08,2023-02-08T09:31:36Z
23,2,8,10,1,37,36.8659968,-4.9906176,AV590,2023-02-08,2023-02-08T10:01:37Z
23,2,8,10,31,23,36.8660832,-4.9905804,AV590,2023-02-08,2023-02-08T10:31:23Z
23,2,8,11,1,20,36.8659616,-4.9904464,AV590,2023-02-08,2023-02-08T11:01:20Z
23,2,8,11,31,20,36.8662656,-4.9907016,AV590,2023-02-08,2023-02-08T11:31:20Z
23,2,8,12,1,13,36.8661056,-4.99054,AV590,2023-02-08,2023-02-08T12:01:13Z
23,2,8,12,31,1,36.8661792,-4.9904788,AV590,2023-02-08,2023-02-08T12:31:01Z
23,2,8,13,0,52,36.866016,-4.990482,AV590,2023-02-08,2023-02-08T13:00:52Z
23,2,8,13,30,47,36.8659264,-4.9905236,AV590,2023-02-08,2023-02-08T13:30:47Z
23,2,8,14,0,47,36.86592,-4.9906044,AV590,2023-02-08,2023-02-08T14:00:47Z
23,2,8,14,30,40,36.8660544,-4.990556,AV590,2023-02-08,2023-02-08T14:30:40Z
23,2,8,15,0,29,36.865936,-4.9903604,AV590,2023-02-08,2023-02-08T15:00:29Z
23,2,8,15,30,22,36.8658656,-4.9903832,AV590,2023-02-08,2023-02-08T15:30:22Z
23,2,8,16,0,21,36.865968,-4.9904496,AV590,2023-02-08,2023-02-08T16:00:21Z
23,2,8,16,30,14,36.8660224,-4.9903868,AV590,2023-02-08,2023-02-08T16:30:14Z
23,2,8,17,0,7,36.8659328,-4.9904876,AV590,2023-02-08,2023-02-08T17:00:07Z
23,2,8,17,29,59,36.8658176,-4.9905844,AV590,2023-02-08,2023-02-08T17:29:59Z
23,2,8,17,59,52,36.8658752,-4.9904036,AV590,2023-02-08,2023-02-08T17:59:52Z
23,2,8,18,29,49,36.8659488,-4.9905804,AV590,2023-02-08,2023-02-08T18:29:49Z
23,2,8,18,59,43,36.8659808,-4.9907672,AV590,2023-02-08,2023-02-08T18:59:43Z
23,2,8,19,29,36,36.8661152,-4.9906376,AV590,2023-02-08,2023-02-08T19:29:36Z
23,2,8,19,59,27,36.8659776,-4.9906072,AV590,2023-02-08,2023-02-08T19:59:27Z
23,2,8,20,29,21,36.8659296,-4.990912,AV590,2023-02-08,2023-02-08T20:29:21Z
23,2,8,20,59,21,36.8657472,-4.990428,AV590,2023-02-08,2023-02-08T20:59:21Z
23,2,8,21,29,11,36.8660032,-4.9904508,AV590,2023-02-08,2023-02-08T21:29:11Z
23,2,8,21,59,13,36.8660288,-4.9904944,AV590,2023-02-08,2023-02-08T21:59:13Z
23,2,8,22,29,10,36.8660576,-4.9904792,AV590,2023-02-08,2023-02-08T22:29:10Z
23,2,8,22,58,57,36.865904,-4.9905264,AV590,2023-02-08,2023-02-08T22:58:57Z
23,2,8,23,28,49,36.8658624,-4.990574,AV590,2023-02-08,2023-02-08T23:28:49Z
23,2,8,23,58,42,36.8659648,-4.9906132,AV590,2023-02-08,2023-02-08T23:58:42Z
23,2,9,0,28,39,36.8659776,-4.9912724,AV590,2023-02-09,2023-02-09T00:28:39Z
23,2,9,0,58,30,36.8659776,-4.9908188000000004,AV590,2023-02-09,2023-02-09T00:58:30Z
23,2,9,1,28,27,36.8658112,-4.9906936,AV590,2023-02-09,2023-02-09T01:28:27Z
23,2,9,1,58,23,36.8663104,-4.9890208,AV590,2023-02-09,2023-02-09T01:58:23Z
23,2,9,2,28,24,36.8657248,-4.9904724,AV590,2023-02-09,2023-02-09T02:28:24Z
23,2,9,2,58,10,36.8658528,-4.9901768,AV590,2023-02-09,2023-02-09T02:58:10Z
23,2,9,3,28,5,36.8658272,-4.9902792,AV590,2023-02-09,2023-02-09T03:28:05Z
23,2,9,3,58,1,36.865968,-4.9903004,AV590,2023-02-09,2023-02-09T03:58:01Z
23,2,9,4,28,1,36.8659264,-4.9902652,AV590,2023-02-09,2023-02-09T04:28:01Z
23,2,9,4,57,44,36.8658496,-4.9904952,AV590,2023-02-09,2023-02-09T04:57:44Z
23,2,9,5,27,40,36.8659808,-4.9902472,AV590,2023-02-09,2023-02-09T05:27:40Z
23,2,9,5,57,37,36.8659648,-4.99062,AV590,2023-02-09,2023-02-09T05:57:37Z
23,2,9,6,27,28,36.8658528,-4.9905568,AV590,2023-02-09,2023-02-09T06:27:28Z
23,2,9,6,57,20,36.8656736,-4.9905772,AV590,2023-02-09,2023-02-09T06:57:20Z
23,2,9,7,27,26,36.865792,-4.9905948,AV590,2023-02-09,2023-02-09T07:27:26Z
23,2,9,7,57,14,36.8660224,-4.9906344,AV590,2023-02-09,2023-02-09T07:57:14Z
23,2,9,8,27,9,36.8659424,-4.9904928,AV590,2023-02-09,2023-02-09T08:27:09Z
23,2,9,8,56,57,36.8659904,-4.9904376,AV590,2023-02-09,2023-02-09T08:56:57Z
23,2,9,9,26,56,36.8659808,-4.9906116,AV590,2023-02-09,2023-02-09T09:26:56Z
23,2,9,9,56,48,36.8659744,-4.9905928,AV590,2023-02-09,2023-02-09T09:56:48Z
23,2,9,10,26,43,36.8662016,-4.9903656,AV590,2023-02-09,2023-02-09T10:26:43Z
23,2,9,10,56,37,36.8659136,-4.9903512,AV590,2023-02-09,2023-02-09T10:56:37Z
23,2,9,11,26,31,36.866112,-4.9904836,AV590,2023-02-09,2023-02-09T11:26:31Z
23,2,9,11,56,25,36.8661248,-4.9904016,AV590,2023-02-09,2023-02-09T11:56:25Z
23,2,9,12,26,19,36.8661504,-4.9905492,AV590,2023-02-09,2023-02-09T12:26:19Z
23,2,9,12,56,9,36.86608,-4.9905252,AV590,2023-02-09,2023-02-09T12:56:09Z
23,2,9,13,26,2,36.8659872,-4.9906552,AV590,2023-02-09,2023-02-09T13:26:02Z
23,2,9,13,55,57,36.8659552,-4.9905336,AV590,2023-02-09,2023-02-09T13:55:57Z
23,2,9,14,25,52,36.865936,-4.9903768,AV590,2023-02-09,2023-02-09T14:25:52Z
23,2,9,14,55,47,36.8655712,-4.990718,AV590,2023-02-09,2023-02-09T14:55:47Z
23,2,9,15,25,52,36.865888,-4.99041,AV590,2023-02-09,2023-02-09T15:25:52Z
23,2,9,15,55,38,36.8659552,-4.9905932,AV590,2023-02-09,2023-02-09T15:55:38Z
23,2,9,16,25,33,36.8659296,-4.9903216,AV590,2023-02-09,2023-02-09T16:25:33Z
23,2,9,16,55,24,36.8663456,-4.9901616,AV590,2023-02-09,2023-02-09T16:55:24Z
23,2,9,17,25,18,36.86592,-4.9903848,AV590,2023-02-09,2023-02-09T17:25:18Z
23,2,9,17,55,9,36.866016,-4.99059,AV590,2023-02-09,2023-02-09T17:55:09Z
23,2,9,18,25,13,36.8660192,-4.9905616,AV590,2023-02-09,2023-02-09T18:25:13Z
23,2,9,18,55,0,36.8659904,-4.9905592,AV590,2023-02-09,2023-02-09T18:55:00Z
23,2,9,19,24,54,36.8660384,-4.9905544,AV590,2023-02-09,2023-02-09T19:24:54Z
23,2,9,19,54,51,36.8660064,-4.9906284,AV590,2023-02-09,2023-02-09T19:54:51Z
23,2,9,20,24,41,36.8659648,-4.9906648,AV590,2023-02-09,2023-02-09T20:24:41Z
23,2,9,20,54,36,36.8659456,-4.9903552,AV590,2023-02-09,2023-02-09T20:54:36Z
23,2,9,21,24,34,36.8660672,-4.9903768,AV590,2023-02-09,2023-02-09T21:24:34Z
23,2,9,21,54,30,36.86616,-4.9902124,AV590,2023-02-09,2023-02-09T21:54:30Z
23,2,9,22,24,21,36.865856,-4.9899384,AV590,2023-02-09,2023-02-09T22:24:21Z
23,2,9,22,54,27,36.8659008,-4.9903368,AV590,2023-02-09,2023-02-09T22:54:27Z
