"id","year","month","day","hour","minute","second","lat","long","id_gps"
"1043361",23,1,24,9,41,24,36.853797,-2.111377,"AV576"
"1109345",23,1,24,9,47,26,36.854309,-2.079659,"AV576"
"1154131",23,1,24,9,53,7,36.848396,-2.073709,"AV576"
"1167437",23,1,24,9,58,16,36.848392,-2.073713,"AV576"
"1174460",23,1,24,10,3,18,36.848487,-2.073816,"AV576"
"1182478",23,1,24,10,8,22,36.848461,-2.073799,"AV576"
"1232986",23,1,24,10,14,9,36.848453,-2.073746,"AV576"
"1260165",23,1,24,10,19,32,36.848327,-2.073729,"AV576"
"1272666",23,1,24,10,24,40,36.848346,-2.073888,"AV576"
"1280686",23,1,24,10,29,43,36.848308,-2.073774,"AV576"
"1289218",23,1,24,10,34,47,36.848281,-2.073743,"AV576"
"1305200",23,1,24,10,39,59,36.848365,-2.073769,"AV576"
"1314236",23,1,24,10,45,3,36.848396,-2.07372,"AV576"
"1321266",23,1,24,10,50,6,36.848327,-2.073694,"AV576"
"1343710",23,1,24,10,55,25,36.848304,-2.073825,"AV576"
"1362425",23,1,24,11,0,39,36.848285,-2.073798,"AV576"
"1389322",23,1,24,11,6,2,36.848278,-2.073774,"AV576"
"1401591",23,1,24,11,11,10,36.848373,-2.073817,"AV576"
"1409583",23,1,24,11,16,13,36.848327,-2.073794,"AV576"
"1416564",23,1,24,11,21,16,36.848297,-2.073809,"AV576"
"1423548",23,1,24,11,26,19,36.848346,-2.07381,"AV576"
"1430534",23,1,24,11,31,22,36.848426,-2.073827,"AV576"
"1456403",23,1,24,11,36,44,36.848281,-2.073841,"AV576"
"1471599",23,1,24,11,41,55,36.848308,-2.073846,"AV576"
"1481565",23,1,24,11,47,0,36.84835,-2.073839,"AV576"
"1495141",23,1,24,11,52,10,36.848274,-2.073892,"AV576"
"1548797",23,1,24,11,58,0,36.848373,-2.073863,"AV576"
"1608046",23,1,24,12,3,55,36.848358,-2.073821,"AV576"
"1647017",23,1,24,12,9,30,36.848373,-2.07385,"AV576"
"1683492",23,1,24,12,15,2,36.848365,-2.07403,"AV576"
"1696526",23,1,24,12,20,11,36.848354,-2.073864,"AV576"
"1758593",23,1,24,12,26,9,36.848396,-2.073821,"AV576"
"1782497",23,1,24,12,31,29,36.848323,-2.073753,"AV576"
"1828577",23,1,24,12,37,11,36.848304,-2.073851,"AV576"
"1854255",23,1,24,12,42,32,36.848377,-2.073769,"AV576"
"1866369",23,1,24,12,47,40,36.848434,-2.073871,"AV576"
"1876386",23,1,24,12,52,45,36.848442,-2.07376,"AV576"
"1895873",23,1,24,12,58,1,36.8484,-2.073805,"AV576"
"1930619",23,1,24,13,3,32,36.848381,-2.073779,"AV576"
"1939637",23,1,24,13,8,36,36.84835,-2.073712,"AV576"
"1954049",23,1,24,13,13,47,36.848415,-2.073726,"AV576"
"1964076",23,1,24,13,18,52,36.848453,-2.073618,"AV576"
"1973116",23,1,24,13,23,57,36.848499,-2.073385,"AV576"
"1984161",23,1,24,13,29,4,36.848346,-2.07356,"AV576"
"1999191",23,1,24,13,34,14,36.84798,-2.073621,"AV576"
"2011244",23,1,24,13,39,22,36.848049,-2.074028,"AV576"
"2019293",23,1,24,13,44,26,36.848258,-2.073739,"AV576"
"2029304",23,1,24,13,49,32,36.848457,-2.073677,"AV576"
"2036329",23,1,24,13,54,34,36.848403,-2.073628,"AV576"
"2044349",23,1,24,13,59,38,36.848369,-2.073781,"AV576"
