year,month,day,hour,minute,second,lat,long,id_gps,date,date_time
23,1,24,11,1,28,36.7716544,-2.1045108,AV583,2023-01-24,2023-01-24T11:01:28Z
23,1,24,11,30,57,36.7716736,-2.104502,AV583,2023-01-24,2023-01-24T11:30:57Z
23,1,24,12,0,47,36.7716416,-2.104604,AV583,2023-01-24,2023-01-24T12:00:47Z
23,1,24,12,30,50,36.7716192,-2.1045162,AV583,2023-01-24,2023-01-24T12:30:50Z
23,1,24,13,1,5,36.7718112,-2.1046902,AV583,2023-01-24,2023-01-24T13:01:05Z
23,1,24,13,31,30,36.7719744,-2.1046236,AV583,2023-01-24,2023-01-24T13:31:30Z
23,1,24,14,1,18,36.7716192,-2.1045956,AV583,2023-01-24,2023-01-24T14:01:18Z
23,1,24,14,31,12,36.771497599999996,-2.1041924,AV583,2023-01-24,2023-01-24T14:31:12Z
23,1,24,15,1,12,36.77176,-2.1044874,AV583,2023-01-24,2023-01-24T15:01:12Z
23,1,24,15,31,2,36.7715872,-2.1045416,AV583,2023-01-24,2023-01-24T15:31:02Z
23,1,24,16,1,4,36.7714368,-2.104651,AV583,2023-01-24,2023-01-24T16:01:04Z
23,1,24,16,31,13,36.7715936,-2.1044406,AV583,2023-01-24,2023-01-24T16:31:13Z
23,1,24,17,1,9,36.7715552,-2.1045244,AV583,2023-01-24,2023-01-24T17:01:09Z
23,1,24,17,31,12,36.7716288,-2.1045178,AV583,2023-01-24,2023-01-24T17:31:12Z
23,1,24,18,1,16,36.7716192,-2.10452,AV583,2023-01-24,2023-01-24T18:01:16Z
23,1,24,18,31,20,36.771616,-2.1043852,AV583,2023-01-24,2023-01-24T18:31:20Z
23,1,24,19,1,25,36.77144,-2.1043388,AV583,2023-01-24,2023-01-24T19:01:25Z
23,1,24,19,31,21,36.7716224,-2.104532,AV583,2023-01-24,2023-01-24T19:31:21Z
23,1,24,20,1,24,36.7716544,-2.1045364,AV583,2023-01-24,2023-01-24T20:01:24Z
23,1,24,20,31,24,36.7715776,-2.1044068,AV583,2023-01-24,2023-01-24T20:31:24Z
