codigo_gps,lat,lng,time_stamp,id_ganadero,animal,type
AV597,37.154563,-3.087432,2022-02-12T22:34:41Z,SNE-1,oveja,medición continua
AV597,37.154582,-3.087461,2022-02-12T22:40:06Z,SNE-1,oveja,medición continua
AV597,37.15451,-3.087531,2022-02-12T22:45:23Z,SNE-1,oveja,medición continua
AV597,37.154632,-3.08762,2022-02-12T22:50:36Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087406,2022-02-12T22:55:58Z,SNE-1,oveja,medición continua
AV597,37.15451,-3.087453,2022-02-12T23:01:11Z,SNE-1,oveja,medición continua
AV597,37.154403,-3.087325,2022-02-12T23:06:29Z,SNE-1,oveja,medición continua
AV597,37.154411,-3.087335,2022-02-12T23:11:54Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087354,2022-02-12T23:17:40Z,SNE-1,oveja,medición continua
AV597,37.154392,-3.086964,2022-02-12T23:23:50Z,SNE-1,oveja,medición continua
AV597,37.154541,-3.087234,2022-02-12T23:29:54Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087401,2022-02-12T23:48:39Z,SNE-1,oveja,medición continua
AV597,37.154487,-3.08748,2022-02-12T23:53:59Z,SNE-1,oveja,medición continua
AV597,37.154613,-3.087303,2022-02-13T00:00:09Z,SNE-1,oveja,medición continua
AV597,37.154521,-3.087403,2022-02-13T00:05:24Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087475,2022-02-13T00:10:40Z,SNE-1,oveja,medición continua
AV597,37.154441,-3.087312,2022-02-13T00:16:01Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087305,2022-02-13T00:21:16Z,SNE-1,oveja,medición continua
AV597,37.154529,-3.087406,2022-02-13T00:26:46Z,SNE-1,oveja,medición continua
AV597,37.154743,-3.087468,2022-02-13T00:32:04Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087293,2022-02-13T00:38:14Z,SNE-1,oveja,medición continua
AV597,37.154552,-3.087495,2022-02-13T00:43:35Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.087536,2022-02-13T00:48:55Z,SNE-1,oveja,medición continua
AV597,37.154731,-3.087425,2022-02-13T00:54:18Z,SNE-1,oveja,medición continua
AV597,37.154392,-3.087604,2022-02-13T00:59:42Z,SNE-1,oveja,medición continua
AV597,37.154647,-3.08741,2022-02-13T01:05:01Z,SNE-1,oveja,medición continua
AV597,37.154712,-3.087645,2022-02-13T01:29:13Z,SNE-1,oveja,medición continua
AV597,37.154689,-3.087792,2022-02-13T01:34:27Z,SNE-1,oveja,medición continua
AV597,37.154571,-3.087457,2022-02-13T01:39:50Z,SNE-1,oveja,medición continua
AV597,37.15451,-3.087495,2022-02-13T01:45:13Z,SNE-1,oveja,medición continua
AV597,37.154556,-3.087316,2022-02-13T01:57:00Z,SNE-1,oveja,medición continua
AV597,37.154525,-3.087358,2022-02-13T02:02:27Z,SNE-1,oveja,medición continua
AV597,37.154563,-3.087484,2022-02-13T02:07:50Z,SNE-1,oveja,medición continua
AV597,37.15459,-3.087505,2022-02-13T02:13:04Z,SNE-1,oveja,medición continua
AV597,37.154609,-3.087518,2022-02-13T02:18:19Z,SNE-1,oveja,medición continua
AV597,37.154399,-3.087323,2022-02-13T02:23:41Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.08742,2022-02-13T02:29:03Z,SNE-1,oveja,medición continua
AV597,37.154449,-3.087432,2022-02-13T02:35:13Z,SNE-1,oveja,medición continua
AV597,37.154418,-3.087355,2022-02-13T02:41:23Z,SNE-1,oveja,medición continua
AV597,37.154464,-3.087457,2022-02-13T02:47:09Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087443,2022-02-13T02:52:32Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087452,2022-02-13T02:58:21Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087393,2022-02-13T03:04:01Z,SNE-1,oveja,medición continua
AV597,37.154571,-3.08739,2022-02-13T03:09:56Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087496,2022-02-13T03:15:39Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087427,2022-02-13T03:20:55Z,SNE-1,oveja,medición continua
AV597,37.154617,-3.087512,2022-02-13T03:26:13Z,SNE-1,oveja,medición continua
AV597,37.154579,-3.087572,2022-02-13T03:31:30Z,SNE-1,oveja,medición continua
AV597,37.154544,-3.087405,2022-02-13T03:36:45Z,SNE-1,oveja,medición continua
AV597,37.154594,-3.087457,2022-02-13T03:41:59Z,SNE-1,oveja,medición continua
AV597,37.154529,-3.087469,2022-02-13T03:47:55Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087445,2022-02-13T03:53:10Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087586,2022-02-13T03:59:06Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087371,2022-02-13T04:04:22Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087606,2022-02-13T04:09:51Z,SNE-1,oveja,medición continua
AV597,37.154537,-3.08754,2022-02-13T04:15:11Z,SNE-1,oveja,medición continua
AV597,37.15459,-3.087562,2022-02-13T04:21:04Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.087569,2022-02-13T04:27:15Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087505,2022-02-13T04:33:25Z,SNE-1,oveja,medición continua
AV597,37.154724,-3.087374,2022-02-13T04:39:35Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087413,2022-02-13T04:45:22Z,SNE-1,oveja,medición continua
AV597,37.154506,-3.087472,2022-02-13T04:51:06Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.0875,2022-02-13T04:56:54Z,SNE-1,oveja,medición continua
AV597,37.154556,-3.087505,2022-02-13T05:02:41Z,SNE-1,oveja,medición continua
AV597,37.154598,-3.087513,2022-02-13T05:08:34Z,SNE-1,oveja,medición continua
AV597,37.154613,-3.087568,2022-02-13T05:14:21Z,SNE-1,oveja,medición continua
AV597,37.154472,-3.087408,2022-02-13T05:20:09Z,SNE-1,oveja,medición continua
AV597,37.154563,-3.087513,2022-02-13T05:26:02Z,SNE-1,oveja,medición continua
AV597,37.154685,-3.087646,2022-02-13T05:32:12Z,SNE-1,oveja,medición continua
AV597,37.154582,-3.08754,2022-02-13T05:38:22Z,SNE-1,oveja,medición continua
AV597,37.15459,-3.087508,2022-02-13T05:44:21Z,SNE-1,oveja,medición continua
AV597,37.154624,-3.087459,2022-02-13T05:50:01Z,SNE-1,oveja,medición continua
AV597,37.154548,-3.087454,2022-02-13T05:55:21Z,SNE-1,oveja,medición continua
AV597,37.154544,-3.087466,2022-02-13T06:00:37Z,SNE-1,oveja,medición continua
AV597,37.15459,-3.087456,2022-02-13T06:05:51Z,SNE-1,oveja,medición continua
AV597,37.154541,-3.087455,2022-02-13T06:11:04Z,SNE-1,oveja,medición continua
AV597,37.15464,-3.087541,2022-02-13T06:16:17Z,SNE-1,oveja,medición continua
AV597,37.154617,-3.087525,2022-02-13T06:21:41Z,SNE-1,oveja,medición continua
AV597,37.154582,-3.087524,2022-02-13T06:26:58Z,SNE-1,oveja,medición continua
AV597,37.154529,-3.087444,2022-02-13T06:32:15Z,SNE-1,oveja,medición continua
AV597,37.154659,-3.087594,2022-02-13T06:38:21Z,SNE-1,oveja,medición continua
AV597,37.154582,-3.08758,2022-02-13T06:43:40Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087565,2022-02-13T06:49:50Z,SNE-1,oveja,medición continua
AV597,37.154529,-3.087464,2022-02-13T06:55:03Z,SNE-1,oveja,medición continua
AV597,37.154441,-3.087537,2022-02-13T07:00:18Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087559,2022-02-13T07:05:34Z,SNE-1,oveja,medición continua
AV597,37.15451,-3.087521,2022-02-13T07:10:50Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087519,2022-02-13T07:16:15Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087455,2022-02-13T07:21:59Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.0875,2022-02-13T07:27:16Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087505,2022-02-13T07:33:14Z,SNE-1,oveja,medición continua
AV597,37.154472,-3.087598,2022-02-13T07:39:19Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087524,2022-02-13T07:45:29Z,SNE-1,oveja,medición continua
AV597,37.154464,-3.087539,2022-02-13T07:51:39Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.087543,2022-02-13T07:56:52Z,SNE-1,oveja,medición continua
AV597,37.154552,-3.087529,2022-02-13T08:02:31Z,SNE-1,oveja,medición continua
AV597,37.154506,-3.087521,2022-02-13T08:08:41Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.087416,2022-02-13T08:14:03Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087358,2022-02-13T08:20:12Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087358,2022-02-13T08:25:47Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087372,2022-02-13T08:31:57Z,SNE-1,oveja,medición continua
AV597,37.154609,-3.087394,2022-02-13T08:38:06Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087392,2022-02-13T08:44:16Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.087471,2022-02-13T08:49:39Z,SNE-1,oveja,medición continua
AV597,37.154438,-3.087375,2022-02-13T08:55:04Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087354,2022-02-13T09:00:33Z,SNE-1,oveja,medición continua
AV597,37.154541,-3.087485,2022-02-13T09:06:43Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087407,2022-02-13T09:12:07Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087425,2022-02-13T09:17:22Z,SNE-1,oveja,medición continua
AV597,37.154586,-3.087448,2022-02-13T09:23:32Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087351,2022-02-13T09:29:42Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087431,2022-02-13T09:35:02Z,SNE-1,oveja,medición continua
AV597,37.154613,-3.087168,2022-02-13T09:40:15Z,SNE-1,oveja,medición continua
AV597,37.154758,-3.08714,2022-02-13T09:45:28Z,SNE-1,oveja,medición continua
AV597,37.154655,-3.087164,2022-02-13T09:50:49Z,SNE-1,oveja,medición continua
AV597,37.154666,-3.087128,2022-02-13T09:56:02Z,SNE-1,oveja,medición continua
AV597,37.154655,-3.087171,2022-02-13T10:01:16Z,SNE-1,oveja,medición continua
AV597,37.154731,-3.087151,2022-02-13T10:06:29Z,SNE-1,oveja,medición continua
AV597,37.154632,-3.087076,2022-02-13T10:11:43Z,SNE-1,oveja,medición continua
AV597,37.15475,-3.087207,2022-02-13T10:16:56Z,SNE-1,oveja,medición continua
AV597,37.154724,-3.087114,2022-02-13T10:22:19Z,SNE-1,oveja,medición continua
AV597,37.15467,-3.087278,2022-02-13T10:27:31Z,SNE-1,oveja,medición continua
AV597,37.15475,-3.087078,2022-02-13T10:32:45Z,SNE-1,oveja,medición continua
AV597,37.154777,-3.087006,2022-02-13T10:37:57Z,SNE-1,oveja,medición continua
AV597,37.154727,-3.087163,2022-02-13T10:43:09Z,SNE-1,oveja,medición continua
AV597,37.154716,-3.087266,2022-02-13T10:48:28Z,SNE-1,oveja,medición continua
AV597,37.15472,-3.087285,2022-02-13T10:53:41Z,SNE-1,oveja,medición continua
AV597,37.154739,-3.086969,2022-02-13T10:59:08Z,SNE-1,oveja,medición continua
AV597,37.154811,-3.088163,2022-02-13T11:04:21Z,SNE-1,oveja,medición continua
AV597,37.152278,-3.088248,2022-02-13T11:09:43Z,SNE-1,oveja,medición continua
AV597,37.150917,-3.08986,2022-02-13T11:15:07Z,SNE-1,oveja,medición continua
AV597,37.149436,-3.090469,2022-02-13T11:20:20Z,SNE-1,oveja,medición continua
AV597,37.148674,-3.090118,2022-02-13T11:25:40Z,SNE-1,oveja,medición continua
AV597,37.148071,-3.09023,2022-02-13T11:30:52Z,SNE-1,oveja,medición continua
AV597,37.147712,-3.090243,2022-02-13T11:36:13Z,SNE-1,oveja,medición continua
AV597,37.147617,-3.090299,2022-02-13T11:41:37Z,SNE-1,oveja,medición continua
AV597,37.147464,-3.09032,2022-02-13T11:46:50Z,SNE-1,oveja,medición continua
AV597,37.147644,-3.090303,2022-02-13T11:52:13Z,SNE-1,oveja,medición continua
AV597,37.147697,-3.090522,2022-02-13T11:57:26Z,SNE-1,oveja,medición continua
AV597,37.14756,-3.090463,2022-02-13T12:02:50Z,SNE-1,oveja,medición continua
AV597,37.147567,-3.090346,2022-02-13T12:08:14Z,SNE-1,oveja,medición continua
AV597,37.147254,-3.090153,2022-02-13T12:13:47Z,SNE-1,oveja,medición continua
AV597,37.146823,-3.090045,2022-02-13T12:19:18Z,SNE-1,oveja,medición continua
AV597,37.146266,-3.090245,2022-02-13T12:24:55Z,SNE-1,oveja,medición continua
AV597,37.146026,-3.090402,2022-02-13T12:31:01Z,SNE-1,oveja,medición continua
AV597,37.145832,-3.090472,2022-02-13T12:36:15Z,SNE-1,oveja,medición continua
AV597,37.145572,-3.090696,2022-02-13T12:41:27Z,SNE-1,oveja,medición continua
AV597,37.145423,-3.090851,2022-02-13T12:46:46Z,SNE-1,oveja,medición continua
AV597,37.145404,-3.090993,2022-02-13T12:52:07Z,SNE-1,oveja,medición continua
AV597,37.145301,-3.090936,2022-02-13T12:57:31Z,SNE-1,oveja,medición continua
AV597,37.145164,-3.090774,2022-02-13T13:03:41Z,SNE-1,oveja,medición continua
AV597,37.145011,-3.090847,2022-02-13T13:09:02Z,SNE-1,oveja,medición continua
AV597,37.144886,-3.090823,2022-02-13T13:14:14Z,SNE-1,oveja,medición continua
AV597,37.144924,-3.0908,2022-02-13T13:19:27Z,SNE-1,oveja,medición continua
AV597,37.144691,-3.091377,2022-02-13T13:24:40Z,SNE-1,oveja,medición continua
AV597,37.143764,-3.093092,2022-02-13T13:29:53Z,SNE-1,oveja,medición continua
AV597,37.142669,-3.094196,2022-02-13T13:35:11Z,SNE-1,oveja,medición continua
AV597,37.142173,-3.094658,2022-02-13T13:40:28Z,SNE-1,oveja,medición continua
AV597,37.141956,-3.094734,2022-02-13T13:45:47Z,SNE-1,oveja,medición continua
AV597,37.141563,-3.094888,2022-02-13T13:51:07Z,SNE-1,oveja,medición continua
AV597,37.140613,-3.095214,2022-02-13T13:56:31Z,SNE-1,oveja,medición continua
AV597,37.140174,-3.095573,2022-02-13T14:01:55Z,SNE-1,oveja,medición continua
AV597,37.139926,-3.095457,2022-02-13T14:08:05Z,SNE-1,oveja,medición continua
AV597,37.139884,-3.095452,2022-02-13T14:14:06Z,SNE-1,oveja,medición continua
AV597,37.139713,-3.095459,2022-02-13T14:19:56Z,SNE-1,oveja,medición continua
AV597,37.13945,-3.095708,2022-02-13T14:25:51Z,SNE-1,oveja,medición continua
AV597,37.139377,-3.095703,2022-02-13T14:31:48Z,SNE-1,oveja,medición continua
AV597,37.13956,-3.095777,2022-02-13T14:37:10Z,SNE-1,oveja,medición continua
AV597,37.139518,-3.095723,2022-02-13T14:42:25Z,SNE-1,oveja,medición continua
AV597,37.139518,-3.095648,2022-02-13T14:47:43Z,SNE-1,oveja,medición continua
AV597,37.138854,-3.095699,2022-02-13T14:53:07Z,SNE-1,oveja,medición continua
AV597,37.13871,-3.095635,2022-02-13T14:58:32Z,SNE-1,oveja,medición continua
AV597,37.138946,-3.095492,2022-02-13T15:04:08Z,SNE-1,oveja,medición continua
AV597,37.139034,-3.095527,2022-02-13T15:09:21Z,SNE-1,oveja,medición continua
AV597,37.138931,-3.095447,2022-02-13T15:14:42Z,SNE-1,oveja,medición continua
AV597,37.139041,-3.095463,2022-02-13T15:19:54Z,SNE-1,oveja,medición continua
AV597,37.139049,-3.095546,2022-02-13T15:25:06Z,SNE-1,oveja,medición continua
AV597,37.140495,-3.095161,2022-02-13T15:30:22Z,SNE-1,oveja,medición continua
AV597,37.141925,-3.094077,2022-02-13T15:35:37Z,SNE-1,oveja,medición continua
AV597,37.143104,-3.092753,2022-02-13T15:40:50Z,SNE-1,oveja,medición continua
AV597,37.143299,-3.092744,2022-02-13T15:46:03Z,SNE-1,oveja,medición continua
AV597,37.14347,-3.092619,2022-02-13T15:51:17Z,SNE-1,oveja,medición continua
AV597,37.143821,-3.092121,2022-02-13T15:56:37Z,SNE-1,oveja,medición continua
AV597,37.144584,-3.091763,2022-02-13T16:01:52Z,SNE-1,oveja,medición continua
AV597,37.14616,-3.091799,2022-02-13T16:07:07Z,SNE-1,oveja,medición continua
AV597,37.147556,-3.091268,2022-02-13T16:12:35Z,SNE-1,oveja,medición continua
AV597,37.149032,-3.090812,2022-02-13T16:18:17Z,SNE-1,oveja,medición continua
AV597,37.15076,-3.090041,2022-02-13T16:23:43Z,SNE-1,oveja,medición continua
AV597,37.152976,-3.088239,2022-02-13T16:29:04Z,SNE-1,oveja,medición continua
AV597,37.15464,-3.087407,2022-02-13T16:34:25Z,SNE-1,oveja,medición continua
AV597,37.154685,-3.087504,2022-02-13T16:39:41Z,SNE-1,oveja,medición continua
AV597,37.15459,-3.087338,2022-02-13T16:45:10Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087211,2022-02-13T16:51:10Z,SNE-1,oveja,medición continua
AV597,37.154472,-3.087192,2022-02-13T16:56:50Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087497,2022-02-13T17:02:43Z,SNE-1,oveja,medición continua
AV597,37.154525,-3.087558,2022-02-13T17:08:01Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087521,2022-02-13T17:13:13Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.087465,2022-02-13T17:18:59Z,SNE-1,oveja,medición continua
AV597,37.154605,-3.08738,2022-02-13T17:24:35Z,SNE-1,oveja,medición continua
AV597,37.154609,-3.087565,2022-02-13T17:30:46Z,SNE-1,oveja,medición continua
AV597,37.154544,-3.087578,2022-02-13T17:36:03Z,SNE-1,oveja,medición continua
AV597,37.154556,-3.08756,2022-02-13T17:42:13Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.08744,2022-02-13T17:47:27Z,SNE-1,oveja,medición continua
AV597,37.154582,-3.08731,2022-02-13T17:53:37Z,SNE-1,oveja,medición continua
AV597,37.154533,-3.087314,2022-02-13T17:59:43Z,SNE-1,oveja,medición continua
AV597,37.154373,-3.087357,2022-02-13T18:05:42Z,SNE-1,oveja,medición continua
AV597,37.154613,-3.087326,2022-02-13T18:11:51Z,SNE-1,oveja,medición continua
AV597,37.154331,-3.08752,2022-02-13T18:17:52Z,SNE-1,oveja,medición continua
AV597,37.154525,-3.08735,2022-02-13T18:24:01Z,SNE-1,oveja,medición continua
AV597,37.154445,-3.087434,2022-02-13T18:29:20Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087489,2022-02-13T18:35:30Z,SNE-1,oveja,medición continua
AV597,37.154407,-3.087405,2022-02-13T18:41:39Z,SNE-1,oveja,medición continua
AV597,37.154613,-3.087411,2022-02-13T18:53:55Z,SNE-1,oveja,medición continua
AV597,37.154571,-3.087408,2022-02-13T18:59:45Z,SNE-1,oveja,medición continua
AV597,37.154651,-3.087359,2022-02-13T19:05:11Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087363,2022-02-13T19:11:21Z,SNE-1,oveja,medición continua
AV597,37.154335,-3.087486,2022-02-13T19:17:15Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087428,2022-02-13T19:23:25Z,SNE-1,oveja,medición continua
AV597,37.154491,-3.087427,2022-02-13T19:28:39Z,SNE-1,oveja,medición continua
AV597,37.154487,-3.087396,2022-02-13T19:33:54Z,SNE-1,oveja,medición continua
AV597,37.154495,-3.087349,2022-02-13T19:39:15Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.087357,2022-02-13T19:44:38Z,SNE-1,oveja,medición continua
AV597,37.154457,-3.087408,2022-02-13T19:50:09Z,SNE-1,oveja,medición continua
AV597,37.154453,-3.087388,2022-02-13T19:55:28Z,SNE-1,oveja,medición continua
AV597,37.154575,-3.087491,2022-02-13T20:00:50Z,SNE-1,oveja,medición continua
AV597,37.154541,-3.08745,2022-02-13T20:06:19Z,SNE-1,oveja,medición continua
AV597,37.154521,-3.087478,2022-02-13T20:11:40Z,SNE-1,oveja,medición continua
AV597,37.154285,-3.087261,2022-02-13T20:17:14Z,SNE-1,oveja,medición continua
AV597,37.154399,-3.087627,2022-02-13T20:48:42Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087419,2022-02-13T20:54:52Z,SNE-1,oveja,medición continua
AV597,37.154445,-3.087146,2022-02-13T21:01:02Z,SNE-1,oveja,medición continua
AV597,37.154491,-3.087396,2022-02-13T21:07:05Z,SNE-1,oveja,medición continua
AV597,37.154548,-3.087384,2022-02-13T21:12:27Z,SNE-1,oveja,medición continua
AV597,37.154266,-3.087045,2022-02-13T21:18:37Z,SNE-1,oveja,medición continua
AV597,37.154537,-3.087309,2022-02-13T21:24:16Z,SNE-1,oveja,medición continua
AV597,37.154609,-3.087521,2022-02-13T21:30:26Z,SNE-1,oveja,medición continua
AV597,37.154438,-3.08733,2022-02-13T21:36:00Z,SNE-1,oveja,medición continua
AV597,37.153972,-3.087666,2022-02-13T21:42:10Z,SNE-1,oveja,medición continua
AV597,37.15464,-3.087328,2022-02-13T21:48:20Z,SNE-1,oveja,medición continua
AV597,37.1543,-3.087453,2022-02-13T21:54:30Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087312,2022-02-13T22:00:39Z,SNE-1,oveja,medición continua
AV597,37.154781,-3.087156,2022-02-13T22:06:49Z,SNE-1,oveja,medición continua
AV597,37.154277,-3.087368,2022-02-13T22:12:59Z,SNE-1,oveja,medición continua
AV597,37.154331,-3.087333,2022-02-13T22:18:25Z,SNE-1,oveja,medición continua
AV597,37.154182,-3.087403,2022-02-13T22:23:52Z,SNE-1,oveja,medición continua
AV597,37.154468,-3.087306,2022-02-13T22:30:02Z,SNE-1,oveja,medición continua
AV597,37.154487,-3.087373,2022-02-13T22:35:32Z,SNE-1,oveja,medición continua
AV597,37.154521,-3.087444,2022-02-13T22:41:08Z,SNE-1,oveja,medición continua
AV597,37.154296,-3.087436,2022-02-13T22:47:04Z,SNE-1,oveja,medición continua
AV597,37.154502,-3.087358,2022-02-13T22:53:23Z,SNE-1,oveja,medición continua
AV597,37.154354,-3.087332,2022-02-13T22:58:58Z,SNE-1,oveja,medición continua
AV597,37.154518,-3.087369,2022-02-13T23:04:19Z,SNE-1,oveja,medición continua
AV597,37.154472,-3.087372,2022-02-13T23:09:55Z,SNE-1,oveja,medición continua
AV597,37.15446,-3.087358,2022-02-13T23:16:05Z,SNE-1,oveja,medición continua
AV597,37.154552,-3.087458,2022-02-13T23:22:15Z,SNE-1,oveja,medición continua
AV597,37.154453,-3.087277,2022-02-13T23:28:24Z,SNE-1,oveja,medición continua
AV597,37.154705,-3.087391,2022-02-13T23:33:52Z,SNE-1,oveja,medición continua
AV597,37.154388,-3.087415,2022-02-13T23:40:02Z,SNE-1,oveja,medición continua
AV597,37.154335,-3.087656,2022-02-13T23:46:12Z,SNE-1,oveja,medición continua
AV597,37.154685,-3.087023,2022-02-13T23:52:22Z,SNE-1,oveja,medición continua
AV597,37.154441,-3.08729,2022-02-13T23:57:48Z,SNE-1,oveja,medición continua
AV597,37.154212,-3.087575,2022-02-14T00:03:08Z,SNE-1,oveja,medición continua
AV597,37.154689,-3.087631,2022-02-14T00:08:52Z,SNE-1,oveja,medición continua
AV597,37.154521,-3.087389,2022-02-14T00:14:06Z,SNE-1,oveja,medición continua
AV597,37.154663,-3.087477,2022-02-14T00:19:24Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.087485,2022-02-14T00:24:50Z,SNE-1,oveja,medición continua
AV597,37.154624,-3.087457,2022-02-14T00:30:04Z,SNE-1,oveja,medición continua
AV597,37.154548,-3.08742,2022-02-14T00:36:15Z,SNE-1,oveja,medición continua
AV597,37.154567,-3.087536,2022-02-14T00:41:34Z,SNE-1,oveja,medición continua
AV597,37.154548,-3.087411,2022-02-14T00:46:55Z,SNE-1,oveja,medición continua
AV597,37.154365,-3.087494,2022-02-14T00:53:04Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087414,2022-02-14T00:58:21Z,SNE-1,oveja,medición continua
AV597,37.154438,-3.087513,2022-02-14T01:04:13Z,SNE-1,oveja,medición continua
AV597,37.15456,-3.08742,2022-02-14T01:09:27Z,SNE-1,oveja,medición continua
AV597,37.154476,-3.087484,2022-02-14T01:14:39Z,SNE-1,oveja,medición continua
AV597,37.154476,-3.087503,2022-02-14T01:19:59Z,SNE-1,oveja,medición continua
AV597,37.154434,-3.087472,2022-02-14T01:25:18Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.087523,2022-02-14T01:30:40Z,SNE-1,oveja,medición continua
AV597,37.154617,-3.087322,2022-02-14T01:36:02Z,SNE-1,oveja,medición continua
AV597,37.154575,-3.087387,2022-02-14T01:41:15Z,SNE-1,oveja,medición continua
AV597,37.154598,-3.087426,2022-02-14T01:47:21Z,SNE-1,oveja,medición continua
AV597,37.154529,-3.087533,2022-02-14T01:52:34Z,SNE-1,oveja,medición continua
AV597,37.154487,-3.08746,2022-02-14T01:57:54Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087354,2022-02-14T02:03:41Z,SNE-1,oveja,medición continua
AV597,37.154335,-3.087458,2022-02-14T02:09:51Z,SNE-1,oveja,medición continua
AV597,37.154563,-3.087484,2022-02-14T02:16:01Z,SNE-1,oveja,medición continua
AV597,37.154457,-3.087396,2022-02-14T02:21:45Z,SNE-1,oveja,medición continua
AV597,37.154415,-3.087352,2022-02-14T02:27:38Z,SNE-1,oveja,medición continua
AV597,37.154422,-3.08734,2022-02-14T02:33:29Z,SNE-1,oveja,medición continua
AV597,37.154399,-3.087358,2022-02-14T02:39:19Z,SNE-1,oveja,medición continua
AV597,37.154388,-3.087303,2022-02-14T02:45:13Z,SNE-1,oveja,medición continua
AV597,37.154457,-3.087511,2022-02-14T02:51:03Z,SNE-1,oveja,medición continua
AV597,37.154453,-3.08737,2022-02-14T02:56:17Z,SNE-1,oveja,medición continua
AV597,37.154464,-3.087469,2022-02-14T03:02:09Z,SNE-1,oveja,medición continua
AV597,37.154514,-3.087465,2022-02-14T03:07:59Z,SNE-1,oveja,medición continua
AV597,37.154388,-3.087541,2022-02-14T03:14:09Z,SNE-1,oveja,medición continua
AV597,37.154479,-3.087325,2022-02-14T03:20:18Z,SNE-1,oveja,medición continua
AV597,37.154575,-3.087478,2022-02-14T03:25:49Z,SNE-1,oveja,medición continua
AV597,37.154464,-3.087385,2022-02-14T03:31:47Z,SNE-1,oveja,medición continua
AV597,37.154476,-3.087325,2022-02-14T03:37:57Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.087425,2022-02-14T03:44:07Z,SNE-1,oveja,medición continua
AV597,37.154499,-3.087501,2022-02-14T03:49:21Z,SNE-1,oveja,medición continua
AV597,37.154621,-3.087519,2022-02-14T03:55:32Z,SNE-1,oveja,medición continua
AV597,37.154548,-3.087359,2022-02-14T04:00:52Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.08731,2022-02-14T04:07:02Z,SNE-1,oveja,medición continua
AV597,37.154422,-3.087369,2022-02-14T04:13:12Z,SNE-1,oveja,medición continua
AV597,37.154644,-3.087276,2022-02-14T04:19:22Z,SNE-1,oveja,medición continua
AV597,37.154464,-3.087369,2022-02-14T04:25:07Z,SNE-1,oveja,medición continua
AV597,37.154472,-3.087356,2022-02-14T04:30:59Z,SNE-1,oveja,medición continua
AV597,37.154483,-3.087401,2022-02-14T04:36:20Z,SNE-1,oveja,medición continua
