"id","year","month","day","hour","minute","second","lat","long","id_gps"
"65903",22,11,9,9,19,47,36.850536,-2.126035,"AV573"
"103148",22,11,9,9,25,21,36.850551,-2.126015,"AV573"
"145486",22,11,9,9,31,0,36.850585,-2.1261,"AV573"
"180953",22,11,9,9,36,32,36.850402,-2.126203,"AV573"
"189909",22,11,9,9,41,38,36.85044,-2.124512,"AV573"
"234312",22,11,9,9,47,20,36.850479,-2.126183,"AV573"
"242748",22,11,9,9,52,25,36.850456,-2.126165,"AV573"
"249734",22,11,9,9,57,29,36.85041,-2.126234,"AV573"
"257718",22,11,9,10,2,34,36.850437,-2.126197,"AV573"
"304671",22,11,9,10,8,19,36.850429,-2.126155,"AV573"
"344796",22,11,9,10,13,55,36.850502,-2.126209,"AV573"
"361021",22,11,9,10,19,8,36.850357,-2.126147,"AV573"
"373479",22,11,9,10,24,17,36.850303,-2.125919,"AV573"
"411472",22,11,9,10,29,52,36.850467,-2.126214,"AV573"
"459481",22,11,9,10,35,37,36.85041,-2.126142,"AV573"
"497611",22,11,9,10,41,12,36.850418,-2.126127,"AV573"
"536830",22,11,9,10,46,48,36.850456,-2.126235,"AV573"
"577085",22,11,9,10,52,25,36.850418,-2.126204,"AV573"
"588451",22,11,9,10,57,33,36.85036,-2.126221,"AV573"
"630611",22,11,9,11,3,12,36.850437,-2.126196,"AV573"
"670863",22,11,9,11,8,49,36.850494,-2.126196,"AV573"
"678854",22,11,9,11,13,53,36.850536,-2.126223,"AV573"
"686835",22,11,9,11,18,58,36.850536,-2.126263,"AV573"
"721963",22,11,9,11,24,31,36.850418,-2.126141,"AV573"
"729942",22,11,9,11,29,35,36.850467,-2.126213,"AV573"
"738949",22,11,9,11,34,41,36.850643,-2.126394,"AV573"
"748941",22,11,9,11,39,49,36.85036,-2.126082,"AV573"
"755925",22,11,9,11,44,53,36.850463,-2.126227,"AV573"
"763437",22,11,9,11,49,57,36.850456,-2.126136,"AV573"
"770474",22,11,9,11,55,1,36.850414,-2.12619,"AV573"
"778005",22,11,9,12,0,5,36.850433,-2.126209,"AV573"
"785040",22,11,9,12,5,9,36.850452,-2.126169,"AV573"
"793051",22,11,9,12,10,14,36.85049,-2.126277,"AV573"
"800080",22,11,9,12,15,18,36.850456,-2.126215,"AV573"
"807121",22,11,9,12,20,22,36.850475,-2.126117,"AV573"
"815666",22,11,9,12,25,28,36.850463,-2.126159,"AV573"
"823203",22,11,9,12,30,32,36.850456,-2.126129,"AV573"
"832251",22,11,9,12,35,38,36.850551,-2.126164,"AV573"
"840298",22,11,9,12,40,43,36.85044,-2.12614,"AV573"
"847861",22,11,9,12,45,48,36.850471,-2.12622,"AV573"
"887134",22,11,9,12,51,24,36.850456,-2.126366,"AV573"
"927508",22,11,9,12,57,1,36.850395,-2.126147,"AV573"
"936030",22,11,9,13,2,6,36.85041,-2.12613,"AV573"
"944551",22,11,9,13,7,11,36.850521,-2.126099,"AV573"
"952584",22,11,9,13,12,15,36.850578,-2.126127,"AV573"
"961142",22,11,9,13,17,21,36.85046,-2.1262,"AV573"
"969186",22,11,9,13,22,26,36.850505,-2.126114,"AV573"
"976225",22,11,9,13,27,30,36.850502,-2.126152,"AV573"
"984260",22,11,9,13,32,35,36.850379,-2.126162,"AV573"
"991287",22,11,9,13,37,39,36.850429,-2.126134,"AV573"
"999842",22,11,9,13,42,45,36.850414,-2.126246,"AV573"
"1031103",22,11,9,13,48,13,36.850406,-2.12622,"AV573"
"1069389",22,11,9,13,53,48,36.850418,-2.126224,"AV573"
"1105729",22,11,9,13,59,21,36.850399,-2.126187,"AV573"
"1143061",22,11,9,14,4,55,36.850372,-2.126171,"AV573"
"1182452",22,11,9,14,10,31,36.850585,-2.126196,"AV573"
"1191474",22,11,9,14,15,37,36.850547,-2.126317,"AV573"
"1200027",22,11,9,14,20,43,36.850578,-2.126326,"AV573"
"1210097",22,11,9,14,25,49,36.850524,-2.126272,"AV573"
"1218670",22,11,9,14,30,55,36.850631,-2.126372,"AV573"
"1227744",22,11,9,14,36,1,36.850532,-2.126341,"AV573"
"1234800",22,11,9,14,41,5,36.850387,-2.126236,"AV573"
"1245389",22,11,9,14,46,13,36.850502,-2.126259,"AV573"
"1252468",22,11,9,14,51,16,36.850502,-2.126245,"AV573"
"1261512",22,11,9,14,56,22,36.850585,-2.126272,"AV573"
"1268606",22,11,9,15,1,26,36.850425,-2.126229,"AV573"
"1278185",22,11,9,15,6,33,36.850502,-2.126286,"AV573"
"1290762",22,11,9,15,11,42,36.850334,-2.126148,"AV573"
"1304430",22,11,9,15,16,53,36.850608,-2.12624,"AV573"
"1313464",22,11,9,15,21,59,36.850494,-2.126252,"AV573"
"1322029",22,11,9,15,27,5,36.850421,-2.126278,"AV573"
"1337240",22,11,9,15,32,17,36.850391,-2.126113,"AV573"
"1346251",22,11,9,15,37,22,36.850593,-2.126461,"AV573"
"1355798",22,11,9,15,42,29,36.850505,-2.12619,"AV573"
"1364838",22,11,9,15,47,35,36.850376,-2.126294,"AV573"
"1393410",22,11,9,15,53,1,36.850311,-2.126198,"AV573"
"1402936",22,11,9,15,58,7,36.850456,-2.126071,"AV573"
"1413477",22,11,9,16,3,15,36.850578,-2.126238,"AV573"
"1422517",22,11,9,16,8,20,36.850639,-2.126194,"AV573"
"1448623",22,11,9,16,13,44,36.850475,-2.126227,"AV573"
"1474688",22,11,9,16,19,7,36.850639,-2.126225,"AV573"
"1501707",22,11,9,16,24,31,36.85062,-2.126254,"AV573"
"1509712",22,11,9,16,29,36,36.85041,-2.12618,"AV573"
"1527482",22,11,9,16,34,51,36.85041,-2.126188,"AV573"
"1534494",22,11,9,16,39,55,36.850509,-2.12614,"AV573"
"1553001",22,11,9,16,45,11,36.85041,-2.126214,"AV573"
"1561543",22,11,9,16,50,16,36.850425,-2.124685,"AV573"
"1570596",22,11,9,16,55,21,36.83675,-2.138854,"AV573"
"1577635",22,11,9,17,0,26,36.827873,-2.158957,"AV573"
"1585682",22,11,9,17,5,31,36.82508,-2.162236,"AV573"
"1593730",22,11,9,17,10,36,36.825084,-2.16231,"AV573"
"1601783",22,11,9,17,15,41,36.82537,-2.161782,"AV573"
"1609834",22,11,9,17,20,46,36.842739,-2.157307,"AV573"
"1617883",22,11,9,17,25,51,36.850379,-2.126166,"AV573"
"1626941",22,11,9,17,30,58,36.850467,-2.126286,"AV573"
"1635530",22,11,9,17,36,3,36.850444,-2.126185,"AV573"
"1650995",22,11,9,17,41,16,36.850467,-2.126336,"AV573"
"1669255",22,11,9,17,46,31,36.850364,-2.122608,"AV573"
"1702361",22,11,9,17,52,1,36.850379,-2.122803,"AV573"
