"id","year","month","day","hour","minute","second","lat","long","id_gps"
"65643",22,4,4,12,16,46,36.642829,-5.063121,"Av595"
"131877",22,4,4,12,22,49,36.644729,-5.063548,"Av595"
"177752",22,4,4,12,28,32,36.645645,-5.064533,"Av595"
"294608",22,4,4,12,40,23,36.642517,-5.063889,"Av595"
"308002",22,4,4,12,45,33,36.642402,-5.063517,"Av595"
"342920",22,4,4,12,51,5,36.642459,-5.063445,"Av595"
"350342",22,4,4,12,56,9,36.642368,-5.063326,"Av595"
"366556",22,4,4,13,1,22,36.642433,-5.063288,"Av595"
"373554",22,4,4,13,6,25,36.642417,-5.063196,"Av595"
"390798",22,4,4,13,11,40,36.642471,-5.063111,"Av595"
"397756",22,4,4,13,16,43,36.642402,-5.063021,"Av595"
"411988",22,4,4,13,21,55,36.64241,-5.062927,"Av595"
"467107",22,4,4,13,27,47,36.642314,-5.062902,"Av595"
"517509",22,4,4,13,33,34,36.64215,-5.062759,"Av595"
"556300",22,4,4,13,39,10,36.641952,-5.062662,"Av595"
"595245",22,4,4,13,44,46,36.641933,-5.062648,"Av595"
"635353",22,4,4,13,50,23,36.64191,-5.062581,"Av595"
"687652",22,4,4,13,56,12,36.641868,-5.062555,"Av595"
"729314",22,4,4,14,1,51,36.641658,-5.062503,"Av595"
"745315",22,4,4,14,7,4,36.641139,-5.060017,"Av595"
"753806",22,4,4,14,12,9,36.642677,-5.060638,"Av595"
"795733",22,4,4,14,17,48,36.642715,-5.060933,"Av595"
"836863",22,4,4,14,23,26,36.642749,-5.060954,"Av595"
"881206",22,4,4,14,29,6,36.642871,-5.060762,"Av595"
"922715",22,4,4,14,34,45,36.642883,-5.060462,"Av595"
"959393",22,4,4,14,40,19,36.642868,-5.060682,"Av595"
"975261",22,4,4,14,45,32,36.642322,-5.060294,"Av595"
"1019999",22,4,4,14,51,14,36.640575,-5.062273,"Av595"
"1061019",22,4,4,14,56,52,36.640312,-5.062055,"Av595"
"1100213",22,4,4,15,2,28,36.640373,-5.062054,"Av595"
"1144575",22,4,4,15,8,9,36.640552,-5.06195,"Av595"
"1184212",22,4,4,15,13,46,36.640373,-5.061749,"Av595"
"1224043",22,4,4,15,19,23,36.640373,-5.061467,"Av595"
"1278980",22,4,4,15,25,15,36.64083,-5.06062,"Av595"
"1325224",22,4,4,15,30,58,36.640899,-5.060551,"Av595"
"1365680",22,4,4,15,36,35,36.640941,-5.060459,"Av595"
"1394385",22,4,4,15,42,1,36.640918,-5.060461,"Av595"
"1412246",22,4,4,15,47,16,36.641098,-5.059855,"Av595"
"1426197",22,4,4,15,52,27,36.641052,-5.059563,"Av595"
"1450118",22,4,4,15,57,48,36.640998,-5.059378,"Av595"
"1464186",22,4,4,16,2,59,36.640983,-5.059371,"Av595"
"1472692",22,4,4,16,8,4,36.640991,-5.059423,"Av595"
"1481212",22,4,4,16,13,9,36.641082,-5.059399,"Av595"
"1489724",22,4,4,16,18,14,36.64101,-5.059529,"Av595"
"1497244",22,4,4,16,23,18,36.641052,-5.059394,"Av595"
"1515447",22,4,4,16,28,33,36.641014,-5.059227,"Av595"
"1576580",22,4,4,16,34,31,36.641082,-5.059063,"Av595"
"1598259",22,4,4,16,39,50,36.640979,-5.058975,"Av595"
"1614067",22,4,4,16,45,3,36.641387,-5.059358,"Av595"
"1632931",22,4,4,16,50,19,36.641365,-5.059469,"Av595"
"1674786",22,4,4,16,55,58,36.641235,-5.059482,"Av595"
"1720882",22,4,4,17,1,41,36.64101,-5.059534,"Av595"
"1786154",22,4,4,17,7,43,36.64067,-5.059781,"Av595"
"1851806",22,4,4,17,13,46,36.639808,-5.060094,"Av595"
"1889945",22,4,4,17,19,21,36.638282,-5.060756,"Av595"
"1952151",22,4,4,17,25,20,36.637767,-5.060654,"Av595"
"1961707",22,4,4,17,30,26,36.637619,-5.060594,"Av595"
"1969758",22,4,4,17,35,31,36.637744,-5.061142,"Av595"
"1986462",22,4,4,17,40,45,36.637367,-5.060762,"Av595"
"1994534",22,4,4,17,45,50,36.636875,-5.061039,"Av595"
"2003134",22,4,4,17,50,55,36.636375,-5.061595,"Av595"
"2011203",22,4,4,17,56,0,36.63628,-5.061902,"Av595"
"2072854",22,4,4,18,1,59,36.635143,-5.06208,"Av595"
"2138833",22,4,4,18,8,2,36.635185,-5.062111,"Av595"
"2174292",22,4,4,18,13,34,36.635025,-5.062006,"Av595"
"2187975",22,4,4,18,18,45,36.635036,-5.06224,"Av595"
"2197027",22,4,4,18,23,51,36.635002,-5.062185,"Av595"
"2227630",22,4,4,18,29,19,36.634773,-5.062259,"Av595"
"2250333",22,4,4,18,34,39,36.634422,-5.062652,"Av595"
"2275055",22,4,4,18,40,1,36.634315,-5.062654,"Av595"
"2284074",22,4,4,18,45,7,36.634353,-5.062727,"Av595"
"2294122",22,4,4,18,50,14,36.634319,-5.062661,"Av595"
"2303205",22,4,4,18,55,20,36.634326,-5.062796,"Av595"
"2317233",22,4,4,19,0,31,36.634471,-5.062553,"Av595"
"2341019",22,4,4,19,5,52,36.634616,-5.062342,"Av595"
"2356950",22,4,4,19,11,5,36.634361,-5.062448,"Av595"
"2366000",22,4,4,19,16,11,36.634437,-5.062404,"Av595"
"2375059",22,4,4,19,21,17,36.634239,-5.062389,"Av595"
"2388979",22,4,4,19,26,28,36.634433,-5.062311,"Av595"
"2397089",22,4,4,19,31,33,36.63454,-5.06246,"Av595"
"2406170",22,4,4,19,36,39,36.634292,-5.062405,"Av595"
"2415230",22,4,4,19,41,45,36.634574,-5.062541,"Av595"
"2437060",22,4,4,19,47,4,36.634346,-5.062472,"Av595"
"2449105",22,4,4,19,52,13,36.634258,-5.062453,"Av595"
"2487915",22,4,4,19,57,49,36.634284,-5.0625,"Av595"
"2497952",22,4,4,20,2,55,36.634365,-5.062502,"Av595"
"2507010",22,4,4,20,8,1,36.634418,-5.062406,"Av595"
"2516061",22,4,4,20,13,8,36.634284,-5.062358,"Av595"
"2529141",22,4,4,20,18,18,36.634315,-5.062465,"Av595"
"2538200",22,4,4,20,23,24,36.634414,-5.062399,"Av595"
"2552108",22,4,4,20,28,35,36.634498,-5.062483,"Av595"
"2565013",22,4,4,20,33,45,36.634502,-5.062674,"Av595"
"2574588",22,4,4,20,38,51,36.634525,-5.062552,"Av595"
"2611413",22,4,4,20,44,25,36.634357,-5.062396,"Av595"
"2619461",22,4,4,20,49,29,36.634552,-5.062458,"Av595"
"2628552",22,4,4,20,54,36,36.633983,-5.062308,"Av595"
"2652581",22,4,4,20,59,57,36.634437,-5.06243,"Av595"
"2662655",22,4,4,21,5,3,36.633792,-5.062386,"Av595"
"2692785",22,4,4,21,10,31,36.634433,-5.062337,"Av595"
"2700832",22,4,4,21,15,35,36.634338,-5.062477,"Av595"
"2708899",22,4,4,21,20,40,36.634555,-5.062098,"Av595"
"2747977",22,4,4,21,26,17,36.634376,-5.062465,"Av595"
"2758015",22,4,4,21,31,23,36.634304,-5.062573,"Av595"
"2765063",22,4,4,21,36,27,36.634346,-5.062498,"Av595"
"2772116",22,4,4,21,41,31,36.63433,-5.062491,"Av595"
"2779171",22,4,4,21,46,35,36.634391,-5.062414,"Av595"
"2791330",22,4,4,21,51,45,36.634319,-5.062466,"Av595"
"2806438",22,4,4,21,56,57,36.634346,-5.062409,"Av595"
"2813477",22,4,4,22,2,0,36.634338,-5.062499,"Av595"
"2846497",22,4,4,22,7,31,36.634346,-5.06252,"Av595"
"2854489",22,4,4,22,12,35,36.634361,-5.062421,"Av595"
"2862507",22,4,4,22,17,40,36.634361,-5.062518,"Av595"
"2870520",22,4,4,22,22,46,36.634368,-5.062501,"Av595"
"2885288",22,4,4,22,27,58,36.634437,-5.062593,"Av595"
"2899933",22,4,4,22,33,10,36.634365,-5.062528,"Av595"
"2915467",22,4,4,22,38,23,36.634368,-5.062489,"Av595"
"2928910",22,4,4,22,43,33,36.634319,-5.062478,"Av595"
