familiar_name,latitude,longitude,track_time
GPS_10,36.94437,-3.33347,2023-02-01 00:03:28
GPS_10,36.94436,-3.33359,2023-02-01 08:55:50
GPS_10,36.9443,-3.33344,2023-02-01 09:04:29
GPS_10,36.94426,-3.33322,2023-02-01 09:14:34
GPS_10,36.94432,-3.33347,2023-02-01 09:24:28
GPS_10,36.94442,-3.3334,2023-02-01 09:35:04
GPS_10,36.94472,-3.33391,2023-02-01 09:45:04
GPS_10,36.94433,-3.3334,2023-02-01 09:55:04
GPS_10,36.94433,-3.33344,2023-02-01 10:20:37
GPS_10,36.94437,-3.33353,2023-02-01 10:30:37
GPS_10,36.94435,-3.33356,2023-02-01 10:40:51
GPS_10,36.94439,-3.33344,2023-02-01 10:50:30
GPS_10,36.9444,-3.33347,2023-02-01 11:01:19
GPS_10,36.94433,-3.33325,2023-02-01 11:10:28
GPS_10,36.94569,-3.33075,2023-02-01 11:20:30
GPS_10,36.94683,-3.32584,2023-02-01 11:30:32
GPS_10,36.94584,-3.32361,2023-02-01 11:40:32
GPS_10,36.94073,-3.32544,2023-02-01 12:02:19
GPS_10,36.94117,-3.32423,2023-02-01 12:20:15
GPS_10,36.94121,-3.32423,2023-02-01 12:30:15
GPS_10,36.94121,-3.3244,2023-02-01 12:40:15
GPS_10,36.94107,-3.32462,2023-02-01 12:53:23
GPS_10,36.94077,-3.32462,2023-02-01 13:03:23
GPS_10,36.94098,-3.32425,2023-02-01 13:10:55
GPS_10,36.94128,-3.32434,2023-02-01 13:20:14
GPS_10,36.94083,-3.32468,2023-02-01 13:30:12
GPS_10,36.94049,-3.32434,2023-02-01 13:40:12
GPS_10,36.94057,-3.32391,2023-02-01 13:50:05
GPS_10,36.9407,-3.32425,2023-02-01 14:19:49
GPS_10,36.9409,-3.32404,2023-02-01 14:29:50
GPS_10,36.94078,-3.32373,2023-02-01 14:39:49
GPS_10,36.9412,-3.32419,2023-02-01 14:49:49
GPS_10,36.94121,-3.32486,2023-02-01 15:19:42
GPS_10,36.94121,-3.3246000000000002,2023-02-01 15:29:42
GPS_10,36.9413,-3.32443,2023-02-01 15:39:42
GPS_10,36.94123,-3.32434,2023-02-01 15:49:44
GPS_10,36.9411,-3.32462,2023-02-01 15:59:41
GPS_10,36.94061,-3.32468,2023-02-01 16:09:33
GPS_10,36.94104,-3.32468,2023-02-01 16:19:33
GPS_10,36.94103,-3.32554,2023-02-01 16:29:31
GPS_10,36.94257,-3.32657,2023-02-01 16:39:31
GPS_10,36.9444,-3.32405,2023-02-01 16:49:20
GPS_10,36.94479,-3.32233,2023-02-01 16:59:20
GPS_10,36.94644,-3.32361,2023-02-01 17:10:55
GPS_10,36.94672,-3.32431,2023-02-01 17:19:30
GPS_10,36.94701,-3.32596,2023-02-01 17:49:22
GPS_10,36.94467,-3.33282,2023-02-01 18:09:19
GPS_10,36.9443,-3.33368,2023-02-01 18:19:12
GPS_10,36.94433,-3.33359,2023-02-01 18:29:19
GPS_10,36.94421,-3.33359,2023-02-01 18:39:26
GPS_10,36.94429,-3.33359,2023-02-01 18:49:13
GPS_10,36.94446,-3.33365,2023-02-01 19:00:06
GPS_10,36.94437,-3.33365,2023-02-01 19:10:06
GPS_10,36.94469,-3.33374,2023-02-01 19:19:25
GPS_10,36.94442,-3.33417,2023-02-01 21:19:07
GPS_10,36.94425,-3.33353,2023-02-02 01:48:35
GPS_10,36.94442,-3.33368,2023-02-02 01:57:40
