familiar_name,latitude,longitude,track_time
GPS_10,36.9544,-3.33078,2023-05-01 09:15:42
GPS_10,36.95455,-3.33078,2023-05-01 11:48:15
GPS_10,36.95438,-3.33096,2023-05-01 19:49:51
GPS_10,36.95584,-3.33383,2023-05-02 04:33:44
GPS_10,36.95434,-3.33072,2023-05-02 13:07:52
GPS_10,36.95439,-3.33091,2023-05-02 14:52:27
GPS_10,36.95448,-3.33065,2023-05-02 15:02:27
GPS_10,36.95448,-3.33099,2023-05-02 15:12:27
GPS_10,36.95449,-3.33084,2023-05-02 16:35:41
GPS_10,36.95449,-3.33084,2023-05-02 16:45:41
GPS_10,36.95453,-3.33084,2023-05-02 16:55:41
GPS_10,36.95446,-3.33096,2023-05-02 20:51:38
GPS_10,36.95452,-3.33099,2023-05-02 21:57:47
GPS_10,36.95435,-3.33078,2023-05-03 00:07:36
GPS_10,36.95438,-3.33047,2023-05-03 03:57:21
GPS_10,36.95498,-3.33148,2023-05-03 07:12:54
GPS_10,36.95462,-3.33087,2023-05-03 11:44:05
GPS_10,36.95453,-3.33063,2023-05-03 12:13:56
GPS_10,36.95463,-3.33081,2023-05-03 13:48:51
GPS_10,36.95441,-3.33121,2023-05-03 14:08:42
GPS_10,36.95444,-3.33075,2023-05-03 17:13:19
GPS_10,36.95444,-3.33084,2023-05-03 17:23:19
GPS_10,36.95444,-3.33084,2023-05-03 17:33:19
GPS_10,36.95435,-3.33063,2023-05-03 21:25:18
GPS_10,36.95454,-3.33102,2023-05-03 23:25:13
GPS_10,36.95422,-3.33069,2023-05-04 03:04:53
GPS_10,36.95443,-3.33081,2023-05-04 09:21:22
GPS_10,36.95435,-3.33084,2023-05-04 09:31:21
GPS_10,36.95435,-3.33075,2023-05-04 09:41:21
GPS_10,36.95438,-3.33081,2023-05-04 09:54:38
GPS_10,36.95438,-3.33081,2023-05-04 10:04:38
GPS_10,36.95443,-3.33032,2023-05-04 11:55:19
GPS_10,36.95452,-3.33087,2023-05-04 16:38:08
GPS_10,36.95399,-3.3306,2023-05-04 19:58:51
GPS_10,36.95443,-3.33081,2023-05-04 23:53:01
GPS_10,36.95462,-3.33099,2023-05-05 09:32:39
GPS_10,36.95472,-3.33093,2023-05-05 11:21:45
GPS_10,36.9546,-3.33124,2023-05-05 14:08:39
GPS_10,36.95446,-3.33102,2023-05-05 15:15:40
GPS_10,36.95448,-3.33096,2023-05-05 15:55:38
GPS_10,36.9545,-3.33081,2023-05-05 17:10:04
GPS_10,36.95452,-3.33057,2023-05-05 18:14:06
GPS_10,36.95484,-3.33081,2023-05-05 20:16:24
GPS_10,36.95455,-3.33087,2023-05-05 23:49:21
GPS_10,36.95494,-3.33124,2023-05-06 10:43:59
GPS_10,36.95481,-3.33116,2023-05-06 10:53:46
GPS_10,36.95472,-3.33099,2023-05-06 11:03:46
GPS_10,36.95447,-3.33099,2023-05-06 13:23:24
GPS_10,36.95448,-3.3309,2023-05-06 15:04:44
GPS_10,36.95444,-3.3309,2023-05-06 15:14:44
GPS_10,36.95448,-3.3309,2023-05-06 15:24:44
GPS_10,36.95513,-3.33127,2023-05-06 20:34:54
GPS_10,36.95463,-3.33124,2023-05-06 23:49:28
GPS_10,36.95452,-3.3313,2023-05-07 01:00:01
GPS_10,36.9543,-3.33072,2023-05-07 06:54:59
GPS_10,36.95487,-3.33064,2023-05-07 07:50:15
GPS_10,36.95427,-3.33047,2023-05-07 08:00:15
GPS_10,36.9548,-3.33078,2023-05-07 15:18:55
GPS_10,36.95456,-3.33096,2023-05-07 15:26:48
GPS_10,36.95438,-3.33063,2023-05-07 19:20:18
GPS_10,36.95443,-3.33105,2023-05-07 23:52:55
GPS_10,36.95473,-3.33114,2023-05-08 02:03:07
GPS_10,36.95456,-3.33105,2023-05-08 02:13:07
GPS_10,36.94417,-3.33316,2023-05-08 09:09:50
