familiar_name,latitude,longitude,track_time
GPS_1,37.16535,-3.59146,2023-06-05 07:16:42
GPS_1,42.78342,-1.68732,2023-06-29 13:37:11
GPS_10,36.94419,-3.33374,2023-06-01 01:22:24
GPS_10,36.94419,-3.33374,2023-06-01 01:32:24
GPS_10,36.94413,-3.33389,2023-06-01 01:52:27
GPS_10,36.94413,-3.33374,2023-06-01 08:48:46
GPS_10,36.94397,-3.33353,2023-06-01 10:04:46
GPS_10,36.94397,-3.33353,2023-06-01 10:14:46
GPS_10,36.94397,-3.33344,2023-06-01 10:24:46
GPS_10,36.94393,-3.33353,2023-06-01 10:34:38
GPS_10,36.94396,-3.33359,2023-06-01 10:44:36
GPS_10,36.94397,-3.33359,2023-06-01 10:56:12
GPS_10,36.94396,-3.33359,2023-06-01 11:04:36
GPS_10,36.93878,-3.33353,2023-06-01 11:55:54
GPS_10,36.93858,-3.33158,2023-06-01 12:25:19
GPS_10,36.93824,-3.32969,2023-06-01 12:35:19
GPS_10,36.93824,-3.32935,2023-06-01 12:45:19
GPS_10,36.93816,-3.32953,2023-06-01 13:05:08
GPS_10,36.93831,-3.32938,2023-06-01 13:15:06
GPS_10,36.93837,-3.32944,2023-06-01 13:25:08
GPS_10,36.93834,-3.32953,2023-06-01 13:35:00
GPS_10,36.93824,-3.32959,2023-06-01 13:45:04
GPS_10,36.93914,-3.32975,2023-06-01 14:14:49
GPS_10,36.9385,-3.32992,2023-06-01 14:24:49
GPS_10,36.9385,-3.33035,2023-06-01 14:34:49
GPS_10,36.93856,-3.33044,2023-06-01 14:44:44
GPS_10,36.9386,-3.33032,2023-06-01 15:06:04
GPS_10,36.93879,-3.32996,2023-06-01 15:14:35
GPS_10,36.93832,-3.32996,2023-06-01 15:24:35
GPS_10,36.93833,-3.32999,2023-06-01 15:34:35
GPS_10,36.93839,-3.32986,2023-06-01 15:44:33
GPS_10,36.93835,-3.32986,2023-06-01 15:54:33
GPS_10,36.938720000000004,-3.33105,2023-06-01 16:14:35
GPS_10,36.93911,-3.33102,2023-06-01 16:34:44
GPS_10,36.93984,-3.33014,2023-06-01 16:44:53
GPS_10,36.93997,-3.33023,2023-06-01 16:54:53
GPS_10,36.93956,-3.33084,2023-06-01 17:04:54
GPS_10,36.93934,-3.33139,2023-06-01 17:16:19
GPS_10,36.9397,-3.33314,2023-06-01 17:24:46
GPS_10,36.93901,-3.33305,2023-06-01 17:34:46
GPS_10,36.93871,-3.33374,2023-06-01 17:44:46
GPS_10,36.938720000000004,-3.33517,2023-06-01 17:54:47
GPS_10,36.93914,-3.335,2023-06-01 18:04:41
GPS_10,36.9403,-3.33612,2023-06-01 18:14:41
GPS_10,36.94039,-3.33612,2023-06-01 18:24:41
GPS_10,36.94183,-3.33619,2023-06-01 18:54:16
GPS_10,36.94282,-3.33525,2023-06-01 19:04:16
GPS_10,36.94342,-3.33499,2023-06-01 19:14:16
GPS_10,36.94434,-3.33344,2023-06-01 19:24:21
GPS_10,36.94413,-3.33344,2023-06-01 19:34:21
GPS_10,36.94416,-3.33337,2023-06-01 22:01:12
GPS_10,36.94422,-3.33363,2023-06-01 23:31:14
GPS_10,36.94431,-3.33337,2023-06-01 23:41:14
GPS_10,36.94422,-3.33337,2023-06-01 23:51:14
GPS_10,36.94432,-3.33389,2023-06-02 01:37:58
GPS_10,36.94432,-3.33389,2023-06-02 01:47:58
GPS_10,36.94436,-3.33389,2023-06-02 01:57:58
GPS_10,36.94436,-3.33368,2023-06-02 02:08:07
GPS_10,36.9444,-3.33344,2023-06-02 02:17:59
