id_collar,lat,lng,time_stamp
AV275,36.848401617,-2.074204623,2022-02-28T23:14:17Z
AV275,36.848630503,-2.074067292,2022-02-28T23:44:27Z
AV273,36.840314336,-2.077302205,2022-03-01T00:15:37Z
AV275,36.849042496,-2.073853666,2022-03-01T00:44:46Z
AV274,1.00390631,0,2022-03-01T01:03:20Z
AV275,36.84882887,-2.074204623,2022-03-01T01:14:09Z
AV275,36.84960708,-2.074647135,2022-03-01T01:44:10Z
AV275,36.848126955,-2.073701076,2022-03-01T02:44:31Z
AV274,1.00390631,0,2022-03-01T03:04:02Z
AV275,36.848493172,-2.074067292,2022-03-01T03:14:06Z
AV274,1.00390631,0,2022-03-01T03:34:30Z
AV273,36.83978027,-2.077286946,2022-03-01T05:13:31Z
AV275,36.848416876,-2.074067292,2022-03-01T05:13:53Z
AV275,36.848218509,-2.074219883,2022-03-01T05:43:50Z
AV273,36.838956283,-2.078034638,2022-03-01T06:12:52Z
AV275,36.848340581,-2.074082551,2022-03-01T06:14:08Z
AV273,36.83682002,-2.0761730370000002,2022-03-01T06:43:16Z
AV274,36.84835584,-2.07394522,2022-03-01T07:04:11Z
AV273,36.836606394,-2.076050965,2022-03-01T07:12:45Z
AV275,36.848630503,-2.074326696,2022-03-01T07:13:20Z
AV273,36.838010224,-2.077668421,2022-03-01T07:42:27Z
AV275,36.848538949,-2.074174105,2022-03-01T07:43:52Z
AV274,36.84835584,-2.074006256,2022-03-01T08:04:05Z
AV273,36.838208591,-2.076401923,2022-03-01T08:12:23Z
AV273,-2.076401923,0,2022-03-01T08:13:36Z
AV273,36.836850538,-2.076096742,2022-03-01T08:41:49Z
AV273,36.838269627,-2.078492409,2022-03-01T09:11:49Z
AV275,36.859952697,-2.069840543,2022-03-01T09:13:47Z
AV274,36.860486763,-2.074326696,2022-03-01T09:34:26Z
AV275,36.859769589,-2.075104906,2022-03-01T09:43:16Z
AV275,36.859708553,-2.07534905,2022-03-01T10:13:22Z
AV274,36.86083772,-2.073411154,2022-03-01T10:34:50Z
AV273,36.838620584,-2.078355077,2022-03-01T10:41:42Z
AV273,36.837415122,-2.077027543,2022-03-01T11:41:00Z
AV275,36.863782712,-2.0773785,2022-03-01T11:43:47Z
AV274,36.86536965,-2.073136492,2022-03-01T12:05:20Z
AV273,36.836606394,-2.076310369,2022-03-01T12:11:09Z
AV275,36.864988174,-2.072114137,2022-03-01T12:13:51Z
AV273,36.836758984,-2.0764477,2022-03-01T12:41:18Z
AV274,36.864698253,-2.070740826,2022-03-01T13:04:52Z
AV273,36.837994965,-2.077027543,2022-03-01T13:10:28Z
AV273,36.83869688,-2.077409018,2022-03-01T13:40:07Z
AV275,36.864621958,-2.070542458,2022-03-01T13:42:58Z
AV274,36.864637217,-2.072587167,2022-03-01T14:05:33Z
AV275,36.864805066,-2.073563745,2022-03-01T14:12:50Z
AV274,36.85616846,-2.073090715,2022-03-01T14:35:24Z
AV275,36.848386358,-2.07394522,2022-03-01T15:13:53Z
AV275,36.848432136,-2.073884184,2022-03-01T15:43:29Z
AV275,36.848386358,-2.074036774,2022-03-01T16:12:29Z
AV275,36.848371099,-2.07409781,2022-03-01T18:12:34Z
AV274,36.848767834,-2.07409781,2022-03-01T18:37:56Z
AV273,36.839124132,-2.077515831,2022-03-01T18:38:41Z
AV275,36.848371099,-2.074006256,2022-03-01T18:42:57Z
AV275,36.848432136,-2.074052033,2022-03-01T19:12:13Z
AV273,36.83915465,-2.077561608,2022-03-01T19:37:59Z
AV274,36.84835584,-2.074067292,2022-03-01T20:07:59Z
AV275,36.84835584,-2.074128328,2022-03-01T20:12:22Z
AV273,36.839169909,-2.077256428,2022-03-01T21:07:20Z
AV275,36.848233768,-2.073655299,2022-03-01T21:12:40Z
AV275,36.848401617,-2.07379263,2022-03-01T21:42:25Z
AV273,36.839261463,-2.07753109,2022-03-01T22:07:03Z
AV275,36.848599985,-2.074204623,2022-03-01T22:12:29Z
AV273,36.838864729,-2.077775235,2022-03-01T23:06:59Z
AV275,36.848310063,-2.073868925,2022-03-01T23:11:45Z
AV273,36.838742657,-2.077882048,2022-03-01T23:37:02Z
AV274,36.847989624,-2.074219883,2022-03-01T23:38:52Z
AV275,36.848462654,-2.074036774,2022-03-01T23:41:59Z
AV273,36.838818952,-2.077912566,2022-03-02T00:06:53Z
AV275,36.848447395,-2.073990997,2022-03-02T00:11:39Z
AV274,36.848630503,-2.074067292,2022-03-02T01:09:13Z
AV273,36.836957351,-2.076249332,2022-03-02T02:05:18Z
AV275,36.84835584,-2.073914702,2022-03-02T02:11:51Z
AV273,36.836987869,-2.076386664,2022-03-02T02:35:15Z
AV274,1.00390631,0,2022-03-02T02:39:39Z
AV273,36.837079423,-2.076356146,2022-03-02T03:05:09Z
AV275,36.848554208,-2.074006256,2022-03-02T03:11:07Z
AV273,36.83727779,-2.07660029,2022-03-02T03:35:30Z
AV275,36.848630503,-2.074250401,2022-03-02T03:40:59Z
AV273,36.83727779,-2.0761730370000002,2022-03-02T04:05:06Z
AV275,36.848645762,-2.074082551,2022-03-02T04:11:16Z
AV273,36.837140459,-2.075989929,2022-03-02T04:35:03Z
AV274,36.848081178,-2.074113069,2022-03-02T04:40:24Z
AV273,36.837186236,-2.075440604,2022-03-02T05:33:58Z
AV274,36.848172732,-2.074235142,2022-03-02T05:41:02Z
AV275,36.848294804,-2.074006256,2022-03-02T05:42:12Z
AV273,36.835126268,-2.074158846,2022-03-02T06:04:19Z
AV274,36.848371099,-2.073929961,2022-03-02T06:40:39Z
AV275,36.848416876,-2.074082551,2022-03-02T07:11:04Z
AV273,36.834348058,-2.074906538,2022-03-02T07:33:04Z
AV273,36.832791638,-2.07582208,2022-03-02T08:33:16Z
AV274,36.848645762,-2.074113069,2022-03-02T08:40:40Z
AV273,36.834332799,-2.074311437,2022-03-02T09:02:53Z
AV275,36.848340581,-2.074052033,2022-03-02T09:10:41Z
AV274,36.848401617,-2.073960479,2022-03-02T09:10:49Z
AV273,36.834256504,-2.073701076,2022-03-02T09:32:53Z
AV273,36.83479057,-2.073823148,2022-03-02T10:02:44Z
AV275,36.848508431,-2.074113069,2022-03-02T10:11:10Z
AV273,36.834683757,-2.073807889,2022-03-02T10:32:36Z
AV275,36.848493172,-2.073289082,2022-03-02T10:41:13Z
AV274,36.848340581,-2.073960479,2022-03-02T10:41:57Z
AV273,36.834287022,-2.074113069,2022-03-02T11:03:12Z
AV274,36.85803006,-2.073914702,2022-03-02T11:11:32Z
AV273,36.834241245,-2.074067292,2022-03-02T11:32:35Z
AV275,36.861051347,-2.075394827,2022-03-02T11:40:43Z
AV274,36.86100557,-2.075761044,2022-03-02T11:41:28Z
AV273,36.834241245,-2.073990997,2022-03-02T12:02:30Z
AV275,36.861432822,-2.075242237,2022-03-02T12:10:18Z
AV274,36.861692226,-2.074860761,2022-03-02T12:11:21Z
AV273,36.834180209,-2.074204623,2022-03-02T12:31:58Z
