id_collar,lat,lng,time_stamp
AV339,36.645349813,-5.074814984,2022-10-31T23:27:51Z
AV339,36.645304036,-5.074662394,2022-10-31T23:57:57Z
AV340,36.646112764,-5.075013352,2022-11-01T00:23:25Z
AV339,36.646585794,-5.075288014,2022-11-01T00:28:00Z
AV340,36.647135119,-5.075242237,2022-11-01T00:53:16Z
AV339,36.647455558,-5.075700008,2022-11-01T00:58:12Z
AV339,36.64742504,-5.076340887,2022-11-01T01:28:10Z
AV340,36.646189059,-5.075852598,2022-11-01T02:23:36Z
AV339,36.647592889,-5.076081483,2022-11-01T02:28:28Z
AV340,36.647653925,-5.075059129,2022-11-01T02:53:34Z
AV339,36.647226673,-5.076157778,2022-11-01T02:58:30Z
AV339,36.647379263,-5.076112001,2022-11-01T03:28:37Z
AV339,36.647318227,-5.076005188,2022-11-01T03:58:42Z
AV340,36.645960174,-5.07301442,2022-11-01T04:53:49Z
AV339,36.645853361,-5.072037842,2022-11-01T04:58:59Z
AV340,36.647501335,-5.070405127,2022-11-01T05:24:08Z
AV339,36.646967269,-5.072831312,2022-11-01T05:29:26Z
AV339,36.644495308,-5.070527199,2022-11-01T06:29:09Z
AV340,36.641412985,-5.060364691,2022-11-01T06:54:02Z
AV340,36.638727398,-5.06161593,2022-11-01T08:24:12Z
AV340,36.638681621,-5.062333104,2022-11-01T08:54:29Z
AV340,36.63822385,-5.062485695,2022-11-01T09:25:16Z
AV339,36.631891356,-5.059159228,2022-11-01T13:00:09Z
AV339,36.631525139,-5.058457313,2022-11-01T14:00:09Z
AV339,36.633020523,-5.057129778,2022-11-01T15:00:15Z
AV340,36.632333867,-5.061951629,2022-11-01T15:24:44Z
AV340,36.637201495,-5.072190433,2022-11-01T15:54:47Z
AV339,36.633096818,-5.064545663,2022-11-01T16:00:17Z
AV340,36.643076219,-5.074464027,2022-11-01T16:24:51Z
AV339,36.633905547,-5.067246509,2022-11-01T16:30:20Z
AV340,36.647714961,-5.076050965,2022-11-01T16:54:53Z
AV339,36.636270695,-5.073563745,2022-11-01T17:00:22Z
AV340,36.647638666,-5.07597467,2022-11-01T17:24:58Z
AV339,36.636545357,-5.075440604,2022-11-01T17:31:02Z
AV339,36.637033646,-5.076371405,2022-11-01T18:00:34Z
AV339,36.637308309,-5.076157778,2022-11-01T18:30:35Z
AV340,36.647760739,-5.075394827,2022-11-01T18:55:15Z
AV339,36.637506676,-5.076295109,2022-11-01T19:00:43Z
AV340,36.647623407,-5.075410086,2022-11-01T19:25:09Z
AV339,36.637705043,-5.076356146,2022-11-01T19:30:52Z
AV339,36.637689784,-5.076417182,2022-11-01T20:01:03Z
AV339,36.637079423,-5.076340887,2022-11-01T20:31:07Z
AV339,36.635584039,-5.07519646,2022-11-01T21:01:10Z
AV339,36.634515908,-5.075288014,2022-11-01T21:31:20Z
AV339,36.634729534,-5.07487602,2022-11-01T22:01:21Z
AV339,36.635507744,-5.075257496,2022-11-01T22:31:31Z
AV339,36.635248341,-5.075776303,2022-11-01T23:01:34Z
AV339,36.634958419,-5.074784466,2022-11-01T23:31:38Z
AV339,36.634988937,-5.074540322,2022-11-02T00:02:02Z
AV339,36.635156786,-5.075013352,2022-11-02T00:31:49Z
AV340,36.646860456,-5.075074388,2022-11-02T00:55:46Z
