id_collar,lat,lng,time_stamp
AV276,1.00390631,0,2022-08-31T22:15:19Z
AV276,1.00390631,0,2022-08-31T22:45:31Z
AV276,1.00390631,0,2022-08-31T23:15:39Z
AV277,36.75194934,-2.147600519,2022-08-31T23:29:25Z
AV276,1.00390631,0,2022-08-31T23:45:38Z
AV277,36.751659419,-2.147829404,2022-08-31T23:59:43Z
AV276,1.00390631,0,2022-09-01T00:15:45Z
AV277,36.75179675,-2.14773785,2022-09-01T00:29:47Z
AV276,1.00390631,0,2022-09-01T00:45:46Z
AV277,36.751903563,-2.147692073,2022-09-01T00:59:05Z
AV276,1.00390631,0,2022-09-01T01:16:15Z
AV277,36.751903563,-2.147905699,2022-09-01T01:29:11Z
AV276,1.00390631,0,2022-09-01T01:46:32Z
AV276,1.00390631,0,2022-09-01T02:16:22Z
AV277,36.752071412,-2.148027771,2022-09-01T02:28:50Z
AV276,1.00390631,0,2022-09-01T02:46:13Z
AV277,36.751918822,-2.148027771,2022-09-01T02:58:54Z
AV276,1.00390631,0,2022-09-01T03:16:27Z
AV277,36.752117189,-2.147875181,2022-09-01T03:29:03Z
AV276,1.00390631,0,2022-09-01T03:46:33Z
AV277,36.751903563,-2.148027771,2022-09-01T03:58:46Z
AV276,1.00390631,0,2022-09-01T04:16:24Z
AV276,1.00390631,0,2022-09-01T04:46:30Z
AV277,36.753582055,-2.146623941,2022-09-01T04:58:20Z
AV276,1.00390631,0,2022-09-01T05:16:43Z
AV276,1.00390631,0,2022-09-01T05:46:54Z
AV277,36.756099794,-2.127656977,2022-09-01T05:58:15Z
AV276,1.00390631,0,2022-09-01T06:17:03Z
AV276,1.00390631,0,2022-09-01T06:46:55Z
AV277,36.760173953,-2.118806744,2022-09-01T06:58:39Z
AV276,1.00390631,0,2022-09-01T07:16:56Z
AV276,1.00390631,0,2022-09-01T07:47:15Z
AV277,36.755596246,-2.127000839,2022-09-01T07:58:08Z
AV277,36.751262684,-2.131303883,2022-09-01T08:28:04Z
AV276,1.00390631,0,2022-09-01T08:47:21Z
AV276,-1,0,2022-09-01T08:49:13Z
AV277,36.747844663,-2.135225452,2022-09-01T08:58:32Z
AV277,36.743892576,-2.139345388,2022-09-01T09:28:28Z
AV276,1.00390631,0,2022-09-01T10:48:31Z
AV276,1.00390631,0,2022-09-01T13:18:19Z
AV276,1.00390631,0,2022-09-01T14:48:33Z
AV276,1.00390631,0,2022-09-01T15:18:18Z
AV276,1.00390631,0,2022-09-01T15:49:04Z
AV276,1.00390631,0,2022-09-01T16:18:50Z
AV276,1.00390631,0,2022-09-01T16:48:43Z
AV276,1.00390631,0,2022-09-01T17:18:44Z
AV276,1.00390631,0,2022-09-01T17:49:01Z
AV276,1.00390631,0,2022-09-01T18:19:00Z
AV276,1.00390631,0,2022-09-01T18:49:07Z
AV276,1.00390631,0,2022-09-01T19:19:04Z
AV277,36.752407111,-2.147554742,2022-09-01T19:26:54Z
AV276,1.00390631,0,2022-09-01T19:49:21Z
AV277,36.752391852,-2.147539483,2022-09-01T19:56:38Z
AV276,1.00390631,0,2022-09-01T20:19:25Z
AV277,36.752010376,-2.147936217,2022-09-01T20:26:15Z
AV276,1.00390631,0,2022-09-01T20:49:28Z
AV277,36.75210193,-2.147859922,2022-09-01T20:55:56Z
AV276,1.00390631,0,2022-09-01T21:19:29Z
AV277,36.752132448,-2.14804303,2022-09-01T21:25:57Z
AV277,36.75179675,-2.147493706,2022-09-01T21:55:49Z
AV276,1.00390631,0,2022-09-01T22:20:07Z
AV276,1.00390631,0,2022-09-01T22:49:52Z
AV277,36.752117189,-2.147844663,2022-09-01T22:55:35Z
AV276,1.00390631,0,2022-09-01T23:20:10Z
AV277,36.752086671,-2.147753109,2022-09-01T23:25:33Z
AV276,1.00390631,0,2022-09-01T23:50:12Z
AV277,36.751674678,-2.147524224,2022-09-01T23:55:34Z
AV276,1.00390631,0,2022-09-02T00:19:51Z
AV276,80,0,2022-09-02T00:21:17Z
AV277,36.752315557,-2.147814145,2022-09-02T00:25:43Z
AV276,1.00390631,0,2022-09-02T00:49:58Z
AV276,1.00390631,0,2022-09-02T01:20:01Z
AV277,36.75210193,-2.147829404,2022-09-02T01:25:13Z
AV276,1.00390631,0,2022-09-02T01:50:12Z
AV277,36.751888304,-2.147692073,2022-09-02T01:55:19Z
AV276,1.00390631,0,2022-09-02T02:20:19Z
AV277,36.75210193,-2.147859922,2022-09-02T02:25:10Z
AV276,1.00390631,0,2022-09-02T02:50:16Z
AV277,36.751934081,-2.147463188,2022-09-02T02:55:14Z
AV276,1.00390631,0,2022-09-02T03:20:37Z
AV277,36.751934081,-2.147768368,2022-09-02T03:25:16Z
AV276,1.00390631,0,2022-09-02T03:50:43Z
AV277,36.751628901,-2.148012512,2022-09-02T03:55:22Z
AV276,1.00390631,0,2022-09-02T04:20:38Z
AV277,36.751628901,-2.147951476,2022-09-02T04:25:02Z
AV276,1.00390631,0,2022-09-02T04:50:32Z
AV276,1.00390631,0,2022-09-02T06:21:23Z
AV276,1.00390631,0,2022-09-02T06:51:29Z
AV277,36.757457847,-2.123323415,2022-09-02T06:54:59Z
AV276,1.00390631,0,2022-09-02T07:20:58Z
AV277,36.753658351,-2.130357824,2022-09-02T07:24:29Z
AV276,1.00390631,0,2022-09-02T07:51:03Z
AV277,36.751094835,-2.131853208,2022-09-02T07:54:29Z
AV276,1.00390631,0,2022-09-02T08:21:36Z
AV277,36.744060426,-2.139497978,2022-09-02T09:24:52Z
AV277,36.74399939,-2.138902876,2022-09-02T10:54:26Z
AV277,36.743770504,-2.139375906,2022-09-02T11:54:31Z
AV277,36.743801022,-2.139375906,2022-09-02T12:24:10Z
AV277,36.743770504,-2.13931487,2022-09-02T12:53:52Z
AV276,1.00390631,0,2022-09-02T13:22:30Z
AV277,36.743801022,-2.139238575,2022-09-02T13:23:36Z
AV276,1.00390631,0,2022-09-02T13:52:15Z
AV277,36.746456092,-2.135957885,2022-09-02T13:55:09Z
AV276,1.00390631,0,2022-09-02T14:22:19Z
AV277,36.75304799,-2.130876631,2022-09-02T14:23:40Z
AV276,16,0,2022-09-02T14:23:56Z
AV276,1.00390631,0,2022-09-02T16:22:39Z
