id_gps,lat,long,date,date_time,year_month
av573,36.824993,-2.162599,2022-07-01,2022-07-01T00:03:42Z,2022_07
av573,36.82497,-2.162751,2022-07-01,2022-07-01T00:08:47Z,2022_07
av573,36.824989,-2.162727,2022-07-01,2022-07-01T00:13:59Z,2022_07
av573,36.825115,-2.162591,2022-07-01,2022-07-01T00:19:05Z,2022_07
av573,36.825004,-2.162569,2022-07-01,2022-07-01T00:24:11Z,2022_07
av573,36.825069,-2.162541,2022-07-01,2022-07-01T00:29:27Z,2022_07
av573,36.825065,-2.162441,2022-07-01,2022-07-01T00:34:33Z,2022_07
av573,36.825061,-2.162445,2022-07-01,2022-07-01T00:39:45Z,2022_07
av573,36.825057,-2.16253,2022-07-01,2022-07-01T00:45:01Z,2022_07
av573,36.825031,-2.162639,2022-07-01,2022-07-01T00:50:07Z,2022_07
av573,36.825183,-2.162479,2022-07-01,2022-07-01T00:55:21Z,2022_07
av573,36.825119,-2.162531,2022-07-01,2022-07-01T01:00:36Z,2022_07
av573,36.825096,-2.162578,2022-07-01,2022-07-01T01:05:46Z,2022_07
av573,36.825134,-2.162589,2022-07-01,2022-07-01T01:10:52Z,2022_07
av573,36.825103,-2.162601,2022-07-01,2022-07-01T01:16:07Z,2022_07
av573,36.825096,-2.162594,2022-07-01,2022-07-01T01:21:20Z,2022_07
av573,36.825126,-2.162415,2022-07-01,2022-07-01T01:26:26Z,2022_07
av573,36.825157,-2.16234,2022-07-01,2022-07-01T01:31:37Z,2022_07
av573,36.825073,-2.162573,2022-07-01,2022-07-01T01:36:55Z,2022_07
av573,36.82508,-2.162574,2022-07-01,2022-07-01T01:42:01Z,2022_07
av573,36.825057,-2.162432,2022-07-01,2022-07-01T01:47:10Z,2022_07
av573,36.825054,-2.162556,2022-07-01,2022-07-01T01:52:25Z,2022_07
av573,36.825168,-2.162434,2022-07-01,2022-07-01T01:57:32Z,2022_07
av573,36.825,-2.162509,2022-07-01,2022-07-01T02:02:45Z,2022_07
av573,36.824871,-2.162526,2022-07-01,2022-07-01T02:07:52Z,2022_07
av573,36.825054,-2.162706,2022-07-01,2022-07-01T02:13:07Z,2022_07
av573,36.825019,-2.16277,2022-07-01,2022-07-01T02:19:10Z,2022_07
av573,36.825035,-2.162585,2022-07-01,2022-07-01T02:24:16Z,2022_07
av573,36.824802,-2.162716,2022-07-01,2022-07-01T02:29:21Z,2022_07
av573,36.824642,-2.162458,2022-07-01,2022-07-01T02:34:30Z,2022_07
av573,36.824943,-2.162763,2022-07-01,2022-07-01T02:39:37Z,2022_07
av573,36.824943,-2.162775,2022-07-01,2022-07-01T02:44:52Z,2022_07
av573,36.824806,-2.162924,2022-07-01,2022-07-01T02:50:11Z,2022_07
av573,36.825046,-2.162829,2022-07-01,2022-07-01T02:55:17Z,2022_07
av573,36.824989,-2.162784,2022-07-01,2022-07-01T03:00:27Z,2022_07
av573,36.824943,-2.162928,2022-07-01,2022-07-01T03:05:33Z,2022_07
av573,36.825042,-2.16277,2022-07-01,2022-07-01T03:10:39Z,2022_07
av573,36.824993,-2.162887,2022-07-01,2022-07-01T03:15:45Z,2022_07
av573,36.825111,-2.162721,2022-07-01,2022-07-01T03:20:58Z,2022_07
av573,36.824947,-2.162886,2022-07-01,2022-07-01T03:26:04Z,2022_07
av573,36.824951,-2.162944,2022-07-01,2022-07-01T03:31:10Z,2022_07
av573,36.825092,-2.162699,2022-07-01,2022-07-01T03:36:27Z,2022_07
av573,36.825027,-2.162692,2022-07-01,2022-07-01T03:41:32Z,2022_07
av573,36.825004,-2.162713,2022-07-01,2022-07-01T03:46:37Z,2022_07
av573,36.825004,-2.162708,2022-07-01,2022-07-01T03:51:43Z,2022_07
av573,36.824943,-2.162789,2022-07-01,2022-07-01T03:56:48Z,2022_07
av573,36.824958,-2.162696,2022-07-01,2022-07-01T04:01:54Z,2022_07
av573,36.824966,-2.162749,2022-07-01,2022-07-01T04:07:00Z,2022_07
av573,36.825096,-2.162566,2022-07-01,2022-07-01T04:12:07Z,2022_07
av573,36.82484,-2.162684,2022-07-01,2022-07-01T04:17:27Z,2022_07
av573,36.824993,-2.162739,2022-07-01,2022-07-01T04:22:33Z,2022_07
av573,36.825035,-2.162627,2022-07-01,2022-07-01T04:27:39Z,2022_07
av573,36.825092,-2.162715,2022-07-01,2022-07-01T04:32:44Z,2022_07
av573,36.82479,-2.16281,2022-07-01,2022-07-01T04:38:05Z,2022_07
av573,36.82489,-2.162707,2022-07-01,2022-07-01T04:43:12Z,2022_07
av573,36.824867,-2.162735,2022-07-01,2022-07-01T04:48:22Z,2022_07
av573,36.824981,-2.162721,2022-07-01,2022-07-01T04:53:38Z,2022_07
av573,36.824867,-2.16268,2022-07-01,2022-07-01T04:58:44Z,2022_07
av573,36.824939,-2.162695,2022-07-01,2022-07-01T05:03:49Z,2022_07
av573,36.824989,-2.162703,2022-07-01,2022-07-01T05:09:07Z,2022_07
av573,36.825054,-2.162686,2022-07-01,2022-07-01T05:14:13Z,2022_07
av573,36.825004,-2.162664,2022-07-01,2022-07-01T05:19:19Z,2022_07
av573,36.825134,-2.16277,2022-07-01,2022-07-01T05:24:37Z,2022_07
av573,36.825168,-2.162761,2022-07-01,2022-07-01T05:29:42Z,2022_07
av573,36.825225,-2.1627,2022-07-01,2022-07-01T05:34:48Z,2022_07
av573,36.825134,-2.162706,2022-07-01,2022-07-01T05:40:07Z,2022_07
av573,36.825172,-2.16287,2022-07-01,2022-07-01T05:45:13Z,2022_07
av573,36.825225,-2.162828,2022-07-01,2022-07-01T05:50:18Z,2022_07
av573,36.825256,-2.16283,2022-07-01,2022-07-01T05:55:26Z,2022_07
av573,36.82526,-2.162807,2022-07-01,2022-07-01T06:00:30Z,2022_07
av573,36.825263,-2.162827,2022-07-01,2022-07-01T06:05:35Z,2022_07
av573,36.825325,-2.162919,2022-07-01,2022-07-01T06:10:41Z,2022_07
av573,36.825286,-2.162899,2022-07-01,2022-07-01T06:15:48Z,2022_07
av573,36.825317,-2.162895,2022-07-01,2022-07-01T06:20:58Z,2022_07
av573,36.825313,-2.162873,2022-07-01,2022-07-01T06:26:09Z,2022_07
av573,36.825244,-2.162837,2022-07-01,2022-07-01T06:31:31Z,2022_07
av573,36.824974,-2.162746,2022-07-01,2022-07-01T06:36:36Z,2022_07
av573,36.824787,-2.162909,2022-07-01,2022-07-01T06:42:40Z,2022_07
av573,36.824874,-2.162581,2022-07-01,2022-07-01T06:48:40Z,2022_07
av573,36.824748,-2.162754,2022-07-01,2022-07-01T06:54:03Z,2022_07
av573,36.825004,-2.162804,2022-07-01,2022-07-01T06:59:18Z,2022_07
av573,36.824935,-2.16268,2022-07-01,2022-07-01T07:04:23Z,2022_07
av573,36.824851,-2.162763,2022-07-01,2022-07-01T07:09:28Z,2022_07
av573,36.824802,-2.162819,2022-07-01,2022-07-01T07:15:30Z,2022_07
av573,36.824916,-2.162838,2022-07-01,2022-07-01T07:21:25Z,2022_07
av573,36.824878,-2.162874,2022-07-01,2022-07-01T07:26:45Z,2022_07
av573,36.825099,-2.16274,2022-07-01,2022-07-01T07:32:48Z,2022_07
av573,36.825096,-2.162724,2022-07-01,2022-07-01T07:38:51Z,2022_07
av573,36.825035,-2.162698,2022-07-01,2022-07-01T07:44:54Z,2022_07
av573,36.825057,-2.162664,2022-07-01,2022-07-01T07:50:13Z,2022_07
av573,36.825103,-2.162738,2022-07-01,2022-07-01T07:55:18Z,2022_07
av573,36.825115,-2.162729,2022-07-01,2022-07-01T08:01:22Z,2022_07
av573,36.824726,-2.163012,2022-07-01,2022-07-01T08:06:30Z,2022_07
av573,36.824733,-2.16283,2022-07-01,2022-07-01T08:12:05Z,2022_07
av573,36.824722,-2.162881,2022-07-01,2022-07-01T08:17:19Z,2022_07
av573,36.824722,-2.162832,2022-07-01,2022-07-01T08:22:28Z,2022_07
av573,36.824871,-2.163006,2022-07-01,2022-07-01T08:27:37Z,2022_07
av573,36.824993,-2.163047,2022-07-01,2022-07-01T08:32:48Z,2022_07
av573,36.824848,-2.162885,2022-07-01,2022-07-01T08:38:02Z,2022_07
av573,36.825008,-2.163026,2022-07-01,2022-07-01T08:43:14Z,2022_07
av573,36.826808,-2.164412,2022-07-01,2022-07-01T08:48:20Z,2022_07
av573,36.827808,-2.165633,2022-07-01,2022-07-01T08:53:37Z,2022_07
av573,36.828483,-2.166849,2022-07-01,2022-07-01T08:58:56Z,2022_07
av573,36.828407,-2.166779,2022-07-01,2022-07-01T09:04:03Z,2022_07
av573,36.827419,-2.167278,2022-07-01,2022-07-01T09:09:19Z,2022_07
av573,36.827617,-2.16875,2022-07-01,2022-07-01T09:14:24Z,2022_07
av573,36.827991,-2.168917,2022-07-01,2022-07-01T09:19:43Z,2022_07
av573,36.827873,-2.168708,2022-07-01,2022-07-01T09:24:55Z,2022_07
av573,36.827903,-2.168687,2022-07-01,2022-07-01T09:30:12Z,2022_07
av573,36.827888,-2.168753,2022-07-01,2022-07-01T09:35:19Z,2022_07
av573,36.827915,-2.168749,2022-07-01,2022-07-01T09:40:31Z,2022_07
av573,36.827487,-2.169394,2022-07-01,2022-07-01T09:45:38Z,2022_07
av573,36.827018,-2.169684,2022-07-01,2022-07-01T09:50:52Z,2022_07
av573,36.824615,-2.171144,2022-07-01,2022-07-01T09:56:05Z,2022_07
