id_gps,lat,long,date,date_time,year_month
AV591,36.81882,-4.875772,2022-09-23,2022-09-23T18:53:02Z,2022_09
AV591,36.818725,-4.875874,2022-09-23,2022-09-23T18:58:12Z,2022_09
AV591,36.818767,-4.875718,2022-09-23,2022-09-23T19:03:55Z,2022_09
AV591,36.818885,-4.875718,2022-09-23,2022-09-23T19:09:02Z,2022_09
AV591,36.818717,-4.875781,2022-09-23,2022-09-23T19:14:29Z,2022_09
AV591,36.818729,-4.875791,2022-09-23,2022-09-23T19:20:02Z,2022_09
AV591,36.818672,-4.875844,2022-09-23,2022-09-23T19:25:32Z,2022_09
AV591,36.818828,-4.875732,2022-09-23,2022-09-23T19:30:40Z,2022_09
AV591,36.818748,-4.875758,2022-09-23,2022-09-23T19:36:03Z,2022_09
AV591,36.818675,-4.875793,2022-09-23,2022-09-23T19:41:38Z,2022_09
AV591,36.818714,-4.875817,2022-09-23,2022-09-23T19:47:18Z,2022_09
AV591,36.818695,-4.875833,2022-09-23,2022-09-23T19:53:09Z,2022_09
AV591,36.818717,-4.875812,2022-09-23,2022-09-23T19:58:17Z,2022_09
AV591,36.818668,-4.875701,2022-09-23,2022-09-23T20:03:20Z,2022_09
AV591,36.818744,-4.87576,2022-09-23,2022-09-23T20:08:24Z,2022_09
AV591,36.818725,-4.875706,2022-09-23,2022-09-23T20:13:39Z,2022_09
AV591,36.818706,-4.875745,2022-09-23,2022-09-23T20:18:47Z,2022_09
AV591,36.818702,-4.875814,2022-09-23,2022-09-23T20:24:41Z,2022_09
AV591,36.818675,-4.875744,2022-09-23,2022-09-23T20:30:17Z,2022_09
AV591,36.818729,-4.875726,2022-09-23,2022-09-23T20:35:31Z,2022_09
AV591,36.818759,-4.875786,2022-09-23,2022-09-23T20:40:53Z,2022_09
AV591,36.81871,-4.875807,2022-09-23,2022-09-23T20:46:05Z,2022_09
AV591,36.818634,-4.875807,2022-09-23,2022-09-23T20:51:56Z,2022_09
AV591,36.818714,-4.875823,2022-09-23,2022-09-23T20:56:59Z,2022_09
AV591,36.818786,-4.875722,2022-09-23,2022-09-23T21:02:39Z,2022_09
