familiar_name,latitude,longitude,track_time
GPS_10,36.92364,-3.367,2023-03-01 00:05:40
GPS_10,36.9236,-3.367,2023-03-01 00:15:40
GPS_10,36.92357,-3.36713,2023-03-01 00:25:44
GPS_10,36.9234,-3.36713,2023-03-01 00:55:47
GPS_10,36.92349,-3.36713,2023-03-01 01:05:47
GPS_10,36.92349,-3.36713,2023-03-01 01:15:47
GPS_10,36.92336,-3.36725,2023-03-01 01:55:44
GPS_10,36.9234,-3.36725,2023-03-01 02:05:44
GPS_10,36.92353,-3.36725,2023-03-01 02:15:44
GPS_10,36.92351,-3.36719,2023-03-01 02:37:44
GPS_10,36.92347,-3.36719,2023-03-01 02:47:44
GPS_10,36.92341,-3.3671,2023-03-01 02:57:28
GPS_10,36.92329,-3.36716,2023-03-01 03:07:38
GPS_10,36.92353,-3.3671,2023-03-01 03:17:28
GPS_10,36.92325,-3.3671,2023-03-01 05:04:12
GPS_10,36.92325,-3.36719,2023-03-01 05:14:12
GPS_10,36.92325,-3.36719,2023-03-01 05:24:12
GPS_10,36.92326,-3.36716,2023-03-01 05:34:09
GPS_10,36.92331,-3.36713,2023-03-01 06:25:42
GPS_10,36.92331,-3.36713,2023-03-01 06:35:42
GPS_10,36.92331,-3.36713,2023-03-01 06:45:42
GPS_10,36.92337,-3.36707,2023-03-01 08:26:41
GPS_10,36.92337,-3.36716,2023-03-01 08:36:41
GPS_10,36.92333,-3.36716,2023-03-01 08:46:41
GPS_10,36.92331,-3.36728,2023-03-01 08:56:43
GPS_10,36.92319,-3.36722,2023-03-01 09:52:16
GPS_10,36.92319,-3.36722,2023-03-01 10:02:16
GPS_10,36.92269,-3.36536,2023-03-01 10:14:38
GPS_10,36.9224,-3.36569,2023-03-01 10:32:20
GPS_10,36.92329,-3.36724,2023-03-01 10:54:00
GPS_10,36.92316,-3.36664,2023-03-01 11:04:00
GPS_10,36.92299,-3.36484,2023-03-01 11:14:00
GPS_10,36.92248,-3.36071,2023-03-01 11:24:00
GPS_10,36.92257,-3.35891,2023-03-01 11:34:00
GPS_10,36.92154,-3.35651,2023-03-01 11:44:00
GPS_10,36.91898,-3.3558500000000002,2023-03-01 12:04:09
GPS_10,36.91855,-3.35602,2023-03-01 12:14:09
GPS_10,36.91859,-3.35645,2023-03-01 12:24:09
GPS_10,36.91846,-3.35611,2023-03-01 12:34:08
GPS_10,36.91831,-3.35623,2023-03-01 12:45:49
GPS_10,36.91792,-3.35614,2023-03-01 12:55:49
GPS_10,36.91791,-3.35609,2023-03-01 13:03:49
GPS_10,36.91735,-3.35446,2023-03-01 13:13:49
GPS_10,36.91678,-3.35449,2023-03-01 13:23:48
