familiar_name,latitude,longitude,track_time
GPS_10,36.95457,-3.33112,2023-04-18 14:54:41
GPS_10,36.95444,-3.3309,2023-04-18 16:24:08
GPS_10,36.9546,-3.33078,2023-04-18 17:06:29
GPS_10,36.95447,-3.33052,2023-04-18 19:03:37
GPS_10,36.95456,-3.33026,2023-04-18 19:13:37
GPS_10,36.95447,-3.33017,2023-04-18 19:23:37
GPS_10,36.95462,-3.33066,2023-04-18 19:43:40
GPS_10,36.95462,-3.3304,2023-04-18 19:53:40
GPS_10,36.95462,-3.33057,2023-04-18 20:03:40
GPS_10,36.95442,-3.33054,2023-04-18 22:32:55
GPS_10,36.95451,-3.33054,2023-04-18 22:42:55
GPS_10,36.95451,-3.33063,2023-04-18 22:52:55
GPS_10,36.95478,-3.33121,2023-04-19 00:30:03
GPS_10,36.95472,-3.33136,2023-04-19 03:42:56
GPS_10,36.95437,-3.33078,2023-04-19 04:02:47
GPS_10,36.95437,-3.33087,2023-04-19 04:12:47
GPS_10,36.95435,-3.33072,2023-04-19 04:22:42
GPS_10,36.95453,-3.33145,2023-04-19 04:52:36
GPS_10,36.95457,-3.33136,2023-04-19 05:02:36
GPS_10,36.95435,-3.33084,2023-04-19 06:24:00
GPS_10,36.95425,-3.33054,2023-04-19 07:29:55
GPS_10,36.95434,-3.33063,2023-04-19 07:49:55
GPS_10,36.95449,-3.33043,2023-04-19 08:27:57
GPS_10,36.95436,-3.33034,2023-04-19 08:37:57
GPS_10,36.95449,-3.33051,2023-04-19 08:47:57
GPS_10,36.95692,-3.33035,2023-04-19 09:50:39
GPS_10,36.9546,-3.33075,2023-04-19 10:07:43
GPS_10,36.95467,-3.33099,2023-04-19 10:38:00
GPS_10,36.95466,-3.33096,2023-04-19 11:47:35
GPS_10,36.95443,-3.3306,2023-04-19 12:20:54
GPS_10,36.9546,-3.33069,2023-04-19 12:40:54
GPS_10,36.95461,-3.33075,2023-04-19 12:47:28
GPS_10,36.95463,-3.3306,2023-04-19 13:27:21
GPS_10,36.95479,-3.33093,2023-04-19 14:07:22
GPS_10,36.95475,-3.33084,2023-04-19 14:17:22
GPS_10,36.95454,-3.33084,2023-04-19 14:27:22
GPS_10,36.95448,-3.33084,2023-04-19 16:18:21
GPS_10,36.95458,-3.33064,2023-04-19 18:46:28
GPS_10,36.95467,-3.33107,2023-04-19 18:56:28
GPS_10,36.9545,-3.3309,2023-04-19 19:06:28
GPS_10,36.95441,-3.3309,2023-04-19 19:17:23
GPS_10,36.95441,-3.33081,2023-04-19 21:13:26
GPS_10,36.9544,-3.33084,2023-04-19 22:48:34
GPS_10,36.95447,-3.33044,2023-04-20 06:56:14
GPS_10,36.95451,-3.33102,2023-04-20 08:32:57
GPS_10,36.95447,-3.33076,2023-04-20 08:42:57
GPS_10,36.95468,-3.33093,2023-04-20 08:52:57
GPS_10,36.95446,-3.33041,2023-04-20 10:56:11
GPS_10,36.95432,-3.33024,2023-04-20 11:03:13
GPS_10,36.95445,-3.33093,2023-04-20 11:13:13
GPS_10,36.95432,-3.33084,2023-04-20 11:23:13
GPS_10,36.95455,-3.33096,2023-04-20 11:32:49
GPS_10,36.95453,-3.33099,2023-04-20 12:52:32
GPS_10,36.9544,-3.33099,2023-04-20 13:02:32
GPS_10,36.95444,-3.33099,2023-04-20 13:12:32
GPS_10,36.95444,-3.33095,2023-04-20 13:22:16
GPS_10,36.95444,-3.33112,2023-04-20 13:32:16
GPS_10,36.95443,-3.33105,2023-04-20 13:42:20
GPS_10,36.95452,-3.33121,2023-04-20 14:02:06
GPS_10,36.95465,-3.33121,2023-04-20 14:12:06
GPS_10,36.95465,-3.33112,2023-04-20 14:22:06
GPS_10,36.95453,-3.33101,2023-04-20 14:32:47
GPS_10,36.95462,-3.3311,2023-04-20 14:42:47
GPS_10,36.95436,-3.33084,2023-04-20 14:52:47
GPS_10,36.95452,-3.33078,2023-04-20 15:02:03
GPS_10,36.95452,-3.33084,2023-04-20 16:54:07
GPS_10,36.95455,-3.3309,2023-04-20 17:01:59
GPS_10,36.9543,-3.33084,2023-04-20 17:14:07
GPS_10,36.95439,-3.33081,2023-04-20 17:21:51
GPS_10,36.95452,-3.33081,2023-04-20 17:31:51
GPS_10,36.95443,-3.33081,2023-04-20 17:41:51
GPS_10,36.95432,-3.33084,2023-04-20 17:51:51
GPS_10,36.95446,-3.33087,2023-04-20 18:01:50
GPS_10,36.95454,-3.33066,2023-04-20 18:15:19
GPS_10,36.9545,-3.33066,2023-04-20 18:35:19
GPS_10,36.95471,-3.33069,2023-04-20 18:41:52
GPS_10,36.9545,-3.33069,2023-04-20 18:51:52
GPS_10,36.95472,-3.33051,2023-04-20 20:01:45
GPS_10,36.95434,-3.33072,2023-04-21 03:45:08
GPS_10,36.95421,-3.3306,2023-04-21 06:49:34
GPS_10,36.95443,-3.33063,2023-04-21 08:59:11
GPS_10,36.95441,-3.3306,2023-04-21 09:48:54
GPS_10,36.95445,-3.3306,2023-04-21 09:58:54
GPS_10,36.95441,-3.3306,2023-04-21 10:08:54
GPS_10,36.95474,-3.33098,2023-04-21 11:18:08
GPS_10,36.95444,-3.33072,2023-04-21 11:28:08
GPS_10,36.95467,-3.33112,2023-04-21 11:38:09
GPS_10,36.9545,-3.33078,2023-04-21 11:48:09
GPS_10,36.95463,-3.33078,2023-04-21 11:58:09
GPS_10,36.95469,-3.33078,2023-04-21 12:48:22
GPS_10,36.95469,-3.33078,2023-04-21 12:58:22
GPS_10,36.95464,-3.33089,2023-04-21 13:18:11
GPS_10,36.95464,-3.33072,2023-04-21 13:28:11
GPS_10,36.95468,-3.33072,2023-04-21 13:38:11
GPS_10,36.95443,-3.33121,2023-04-21 14:28:01
GPS_10,36.95462,-3.33032,2023-04-21 16:28:15
GPS_10,36.95443,-3.33047,2023-04-21 20:10:10
GPS_10,36.95432,-3.33078,2023-04-22 07:56:10
GPS_10,36.95438,-3.33051,2023-04-22 08:19:31
GPS_10,36.9544,-3.33069,2023-04-22 10:26:09
GPS_10,36.95459,-3.33093,2023-04-22 11:09:05
GPS_10,36.95466,-3.3307,2023-04-22 12:45:50
GPS_10,36.95466,-3.33087,2023-04-22 12:55:50
GPS_10,36.95462,-3.33087,2023-04-22 13:05:50
GPS_10,36.95464,-3.33096,2023-04-22 13:15:41
GPS_10,36.95448,-3.33093,2023-04-22 13:45:27
GPS_10,36.95452,-3.33093,2023-04-22 13:55:27
GPS_10,36.95461,-3.33127,2023-04-22 14:05:27
GPS_10,36.95453,-3.33102,2023-04-22 15:07:49
GPS_10,36.95449,-3.33093,2023-04-22 15:27:49
GPS_10,36.95452,-3.33112,2023-04-22 16:34:23
GPS_10,36.95449,-3.33096,2023-04-22 16:54:36
GPS_10,36.95445,-3.33087,2023-04-22 17:04:36
GPS_10,36.95432,-3.33087,2023-04-22 17:14:36
GPS_10,36.95431,-3.33084,2023-04-22 17:24:19
GPS_10,36.95447,-3.33063,2023-04-22 18:34:16
GPS_10,36.95485,-3.33051,2023-04-22 21:38:35
GPS_10,36.95472,-3.33051,2023-04-22 21:48:35
GPS_10,36.95458,-3.33084,2023-04-22 22:53:54
GPS_10,36.95454,-3.33075,2023-04-22 23:03:54
GPS_10,36.95474,-3.33087,2023-04-22 23:12:40
GPS_10,36.95504,-3.33121,2023-04-22 23:22:40
GPS_10,36.95452,-3.3307,2023-04-22 23:32:53
GPS_10,36.95469,-3.33096,2023-04-22 23:42:53
GPS_10,36.95468,-3.33102,2023-04-23 00:42:21
GPS_10,36.95472,-3.32984,2023-04-23 02:29:21
GPS_10,36.95515,-3.33138,2023-04-23 02:39:21
GPS_10,36.95459,-3.33069,2023-04-23 02:49:21
GPS_10,36.95432,-3.33063,2023-04-23 07:00:34
GPS_10,36.95441,-3.33064,2023-04-23 07:42:01
GPS_10,36.9545,-3.33081,2023-04-23 07:52:01
GPS_10,36.9545,-3.33081,2023-04-23 08:02:01
GPS_10,36.95451,-3.33084,2023-04-23 08:09:29
GPS_10,36.95451,-3.33084,2023-04-23 08:19:29
GPS_10,36.95444,-3.33063,2023-04-23 09:11:29
GPS_10,36.95449,-3.33057,2023-04-23 09:39:45
GPS_10,36.95466,-3.33099,2023-04-23 11:22:20
GPS_10,36.95458,-3.33092,2023-04-23 15:38:44
GPS_10,36.95449,-3.33118,2023-04-23 15:48:44
GPS_10,36.95462,-3.33118,2023-04-23 15:58:44
GPS_10,36.95447,-3.33069,2023-04-23 16:36:34
GPS_10,36.95464,-3.33069,2023-04-23 16:46:34
GPS_10,36.95482,-3.33075,2023-04-23 17:06:21
GPS_10,36.95486,-3.33075,2023-04-23 17:16:21
GPS_10,36.95443,-3.33084,2023-04-23 17:26:21
GPS_10,36.95503,-3.33061,2023-04-23 20:51:32
GPS_10,36.95499,-3.33078,2023-04-23 21:01:32
GPS_10,36.95473,-3.33078,2023-04-23 21:11:32
GPS_10,36.95447,-3.33054,2023-04-24 01:10:04
GPS_10,36.95464,-3.33099,2023-04-24 02:09:44
GPS_10,36.9546,-3.3309,2023-04-24 02:19:44
GPS_10,36.95477,-3.33093,2023-04-24 02:29:36
GPS_10,36.95464,-3.33093,2023-04-24 02:39:36
GPS_10,36.95446,-3.33099,2023-04-24 06:52:51
GPS_10,36.95443,-3.3309,2023-04-24 07:00:02
GPS_10,36.95448,-3.33084,2023-04-24 07:20:00
GPS_10,36.9545,-3.33102,2023-04-24 08:02:31
GPS_10,36.95463,-3.33102,2023-04-24 08:12:31
GPS_10,36.9542,-3.33069,2023-04-24 09:32:03
GPS_10,36.95429,-3.33069,2023-04-24 09:42:03
GPS_10,36.95412,-3.33078,2023-04-24 09:52:03
GPS_10,36.9516,-3.33634,2023-04-24 10:01:57
GPS_10,36.94443,-3.34715,2023-04-24 10:11:57
GPS_10,36.94404,-3.33359,2023-04-24 10:21:57
GPS_10,36.94404,-3.33359,2023-04-24 10:31:54
GPS_10,36.96313,-3.35907,2023-04-24 14:54:48
GPS_10,36.96254,-3.35903,2023-04-24 15:54:18
GPS_10,36.96014,-3.35809,2023-04-24 16:04:18
GPS_10,36.95908,-3.35533,2023-04-24 17:01:15
GPS_10,36.95749,-3.35516,2023-04-24 17:11:15
GPS_10,36.95749,-3.35507,2023-04-24 17:21:09
GPS_10,36.94577,-3.34683,2023-04-24 17:31:09
GPS_10,36.94417,-3.33374,2023-04-24 17:41:02
GPS_10,36.94422,-3.33374,2023-04-24 17:51:05
GPS_10,36.94283,-3.3355,2023-04-24 20:30:45
GPS_10,36.93734,-3.34589,2023-04-24 20:40:45
GPS_10,36.96289,-3.35898,2023-04-24 21:00:41
GPS_10,36.9631,-3.35889,2023-04-24 21:10:41
GPS_10,36.96297,-3.35898,2023-04-24 21:20:41
GPS_10,36.95124,-3.34732,2023-04-25 08:43:53
GPS_10,36.95278,-3.33217,2023-04-25 08:53:44
GPS_10,36.95415,-3.33063,2023-04-25 09:03:44
GPS_10,36.95136,-3.34318,2023-04-25 09:23:52
GPS_10,36.94389,-3.34704,2023-04-25 09:33:52
GPS_10,36.94445,-3.33374,2023-04-25 09:43:52
GPS_10,36.94422,-3.33374,2023-04-25 09:53:45
GPS_10,36.9628,-3.3591,2023-04-25 14:05:35
GPS_10,36.96029,-3.35843,2023-04-25 14:15:37
GPS_10,36.96037,-3.35843,2023-04-25 14:25:36
GPS_10,36.95802,-3.35397,2023-04-25 16:40:51
GPS_10,36.94049,-3.33908,2023-04-25 16:50:49
GPS_10,36.94417,-3.33371,2023-04-25 17:00:50
GPS_10,36.94417,-3.33377,2023-04-25 17:11:24
GPS_10,36.94415,-3.33384,2023-04-25 19:44:59
GPS_10,36.94514,-3.34706,2023-04-25 19:54:59
GPS_10,36.96278,-3.35873,2023-04-25 20:04:59
GPS_10,36.96288,-3.35886,2023-04-25 20:15:02
GPS_10,36.94503,-3.34714,2023-04-26 08:09:19
GPS_10,36.94245,-3.33543,2023-04-26 08:19:08
GPS_10,36.94421,-3.33389,2023-04-26 08:29:08
GPS_10,36.941160000000004,-3.3375,2023-04-26 08:58:25
GPS_10,36.94828,-3.34668,2023-04-26 09:08:25
GPS_10,36.95214,-3.34293,2023-04-26 09:18:25
GPS_10,36.95423,-3.33072,2023-04-26 09:28:23
GPS_10,36.95443,-3.33081,2023-04-26 10:29:25
GPS_10,36.95435,-3.33069,2023-04-26 10:41:47
GPS_10,36.95425,-3.33081,2023-04-26 10:49:25
GPS_10,36.95433,-3.33115,2023-04-26 16:01:28
GPS_10,36.95432,-3.33069,2023-04-26 19:36:42
GPS_10,36.95449,-3.33099,2023-04-27 00:15:28
GPS_10,36.95455,-3.33099,2023-04-27 08:04:16
GPS_10,36.95452,-3.33084,2023-04-27 08:14:18
GPS_10,36.95445,-3.33098,2023-04-27 08:37:04
GPS_10,36.95441,-3.33072,2023-04-27 08:57:04
GPS_10,36.95433,-3.33069,2023-04-27 09:54:07
GPS_10,36.95449,-3.33069,2023-04-27 18:13:38
GPS_10,36.95454,-3.33079,2023-04-27 18:20:09
GPS_10,36.95433,-3.33105,2023-04-27 18:30:09
GPS_10,36.95433,-3.33084,2023-04-27 21:09:57
GPS_10,36.95489,-3.33105,2023-04-27 23:21:09
GPS_10,36.95485,-3.33105,2023-04-27 23:31:09
GPS_10,36.95425,-3.33087,2023-04-28 06:20:55
GPS_10,36.95443,-3.33084,2023-04-28 07:37:41
GPS_10,36.9545,-3.33057,2023-04-28 08:12:25
GPS_10,36.95459,-3.33063,2023-04-28 08:22:24
GPS_10,36.95446,-3.33069,2023-04-28 10:12:00
GPS_10,36.95502,-3.33115,2023-04-28 10:31:55
GPS_10,36.95493,-3.33112,2023-04-28 10:41:51
GPS_10,36.95493,-3.33112,2023-04-28 10:51:51
GPS_10,36.95447,-3.33093,2023-04-28 15:12:49
GPS_10,36.95441,-3.33093,2023-04-28 18:31:47
GPS_10,36.95456,-3.33115,2023-04-29 04:54:54
GPS_10,36.95475,-3.33047,2023-04-29 08:31:05
GPS_10,36.95435,-3.33084,2023-04-29 17:50:30
GPS_10,36.95446,-3.33157,2023-04-29 18:50:24
GPS_10,36.95446,-3.33157,2023-04-29 19:10:24
GPS_10,36.95439,-3.3305,2023-04-29 22:07:03
GPS_10,36.95473,-3.33084,2023-04-29 22:17:03
GPS_10,36.95443,-3.33067,2023-04-29 23:48:44
GPS_10,36.95443,-3.33084,2023-04-29 23:58:44
