familiar_name,latitude,longitude,track_time
GPS_11,37.08823,-3.01236,2023-07-01 11:34:48
GPS_11,37.09298,-3.01052,2023-07-01 12:04:38
GPS_11,37.09444,-3.01155,2023-07-01 12:14:38
GPS_11,37.09556,-3.01318,2023-07-01 12:24:38
GPS_11,37.09801,-3.01334,2023-07-01 12:37:29
GPS_11,37.09998,-3.01266,2023-07-01 12:44:44
GPS_11,37.10131,-3.01257,2023-07-01 12:54:44
GPS_11,37.10119,-3.01127,2023-07-01 13:04:40
GPS_11,37.10145,-3.01007,2023-07-01 13:14:40
GPS_11,37.10292,-3.00929,2023-07-01 13:26:58
GPS_11,37.10253,-3.0074,2023-07-01 13:36:58
GPS_11,37.10107,-3.00388,2023-07-01 13:46:58
GPS_11,37.10034,-3.00336,2023-07-01 13:54:21
GPS_11,37.09993,-3.00256,2023-07-01 14:07:54
GPS_11,37.09963,-3.00406,2023-07-01 14:14:14
GPS_11,37.09903,-3.00406,2023-07-01 14:24:14
GPS_11,37.09809,-3.0032,2023-07-01 14:34:14
GPS_11,37.09738,-3.00178,2023-07-01 14:54:00
GPS_11,37.0973,-3.00159,2023-07-01 15:07:42
GPS_11,37.0972,-3.00143,2023-07-01 15:14:00
GPS_11,37.09694,-3.0022,2023-07-01 15:23:53
GPS_11,37.09702,-3.00309,2023-07-01 15:33:43
GPS_11,37.09685,-3.00275,2023-07-01 15:43:43
GPS_11,37.09687,-3.00119,2023-07-01 15:53:38
GPS_11,37.09699,-2.99988,2023-07-01 16:04:19
GPS_11,37.09679,-2.99921,2023-07-01 16:13:47
GPS_11,37.09727,-2.99759,2023-07-01 16:23:33
GPS_11,37.0972,-2.99725,2023-07-01 16:33:33
GPS_11,37.09733,-2.99664,2023-07-01 16:45:00
GPS_11,37.09726,-2.99619,2023-07-01 16:53:23
GPS_11,37.09678,-2.99619,2023-07-01 17:03:59
GPS_11,37.09646,-2.9966,2023-07-01 17:13:21
GPS_11,37.09612,-2.99677,2023-07-01 17:23:21
GPS_11,37.09506,-2.99588,2023-07-01 17:43:30
GPS_11,37.09244,-2.9941,2023-07-01 18:24:48
GPS_11,37.09223,-2.99479,2023-07-01 18:34:48
GPS_11,37.09197,-2.99548,2023-07-01 18:44:48
GPS_11,37.09118,-2.99664,2023-07-01 18:53:26
GPS_11,37.09095,-2.99606,2023-07-01 19:03:24
GPS_11,37.09007,-2.9949,2023-07-01 19:13:29
GPS_11,37.09003,-2.99481,2023-07-01 19:23:29
GPS_11,37.08984,-2.99549,2023-07-01 19:33:32
GPS_11,37.08898,-2.99626,2023-07-01 19:43:32
GPS_11,37.08709,-2.99789,2023-07-01 19:53:32
GPS_11,37.07756,-3.01056,2023-07-01 21:13:26
GPS_11,37.07653,-3.01219,2023-07-01 21:23:26
GPS_11,37.07597,-3.01236,2023-07-01 21:33:26
GPS_11,37.07594,-3.01245,2023-07-01 21:43:14
GPS_11,37.07594,-3.01245,2023-07-01 21:53:14
GPS_11,37.07598,-3.01245,2023-07-01 22:03:14
GPS_11,37.07595,-3.0125,2023-07-02 00:07:17
