id_collar,lat,lng,time_stamp
AV276,1.00390631,0,2022-07-31T22:14:12Z
AV277,36.751674678,-2.148149844,2022-07-31T22:25:38Z
AV276,1.00390631,0,2022-07-31T22:43:48Z
AV277,36.751689937,-2.14804303,2022-07-31T22:55:07Z
AV277,36.751583124,-2.148882277,2022-07-31T23:24:38Z
AV276,1.00390631,0,2022-08-01T00:14:38Z
AV277,36.751689937,-2.148119326,2022-08-01T00:24:59Z
AV276,1.00390631,0,2022-08-01T00:44:45Z
AV277,36.751491569,-2.148256657,2022-08-01T00:54:46Z
AV276,1.00390631,0,2022-08-01T01:14:33Z
AV277,36.75117113,-2.148058289,2022-08-01T01:24:29Z
AV276,1.00390631,0,2022-08-01T01:44:44Z
AV276,1.00390631,0,2022-08-01T02:14:47Z
AV277,36.751674678,-2.148165103,2022-08-01T02:24:36Z
AV277,36.751750973,-2.148424506,2022-08-01T02:54:48Z
AV276,1.00390631,0,2022-08-01T03:15:08Z
AV277,36.751659419,-2.148455024,2022-08-01T03:24:18Z
AV276,1.00390631,0,2022-08-01T03:44:50Z
AV277,36.751873045,-2.148973831,2022-08-01T03:54:11Z
AV276,1.00390631,0,2022-08-01T04:15:00Z
AV277,36.75164416,-2.148256657,2022-08-01T04:24:44Z
AV276,1.00390631,0,2022-08-01T04:45:09Z
AV277,36.751659419,-2.148271916,2022-08-01T04:54:22Z
AV277,36.753704128,-2.147341115,2022-08-01T05:24:12Z
AV276,1.00390631,0,2022-08-01T06:44:57Z
AV277,36.755550469,-2.137514305,2022-08-01T06:54:34Z
AV276,1.00390631,0,2022-08-01T07:44:54Z
AV277,36.753032731,-2.141130694,2022-08-01T07:54:15Z
AV277,36.751537346,-2.148058289,2022-08-01T09:53:49Z
AV276,1.00390631,0,2022-08-01T10:16:15Z
AV277,36.751506828,-2.148271916,2022-08-01T10:52:57Z
AV277,36.751567865,-2.147920958,2022-08-01T11:22:55Z
AV276,1.00390631,0,2022-08-01T11:46:14Z
AV277,36.751598383,-2.148226139,2022-08-01T11:53:26Z
AV277,36.751735714,-2.14804303,2022-08-01T12:23:17Z
AV277,1.00390631,0,2022-08-01T12:54:10Z
AV277,36.751461051,-2.148332952,2022-08-01T13:22:40Z
AV277,36.751338979,-2.148317693,2022-08-01T13:52:39Z
AV277,36.751430533,-2.148012512,2022-08-01T14:22:43Z
AV276,1.00390631,0,2022-08-01T14:46:49Z
AV277,36.751445792,-2.148287175,2022-08-01T14:52:56Z
AV276,1.00390631,0,2022-08-01T15:16:43Z
AV276,1.00390631,0,2022-08-01T15:46:44Z
AV276,1.00390631,0,2022-08-01T16:16:32Z
AV276,1.00390631,0,2022-08-01T16:46:17Z
AV276,1.00390631,0,2022-08-01T17:16:52Z
AV276,1.00390631,0,2022-08-01T17:47:12Z
AV277,36.752315557,-2.148455024,2022-08-01T17:52:15Z
AV276,1.00390631,0,2022-08-01T18:17:05Z
AV277,36.751842527,-2.148393988,2022-08-01T19:21:41Z
AV276,1.00390631,0,2022-08-01T19:47:16Z
AV277,36.751827268,-2.148424506,2022-08-01T19:51:52Z
