id_collar,lat,lng,time_stamp
AV451,36.837491417,-4.96162356,2022-12-31T23:00:21Z
AV335,36.837430381,-4.96224918,2022-12-31T23:24:07Z
AV451,36.837582971,-4.961287861,2022-12-31T23:30:32Z
AV334,36.828168154,-4.961501488,2022-12-31T23:44:08Z
AV336,1.00390631,0,2023-01-01T00:42:01Z
AV335,36.838727398,-4.95350576,2023-01-01T02:53:55Z
AV336,1.00390631,0,2023-01-01T04:12:35Z
AV336,1.00390631,0,2023-01-01T04:42:44Z
AV336,1.00390631,0,2023-01-01T05:12:48Z
AV336,1.00390631,0,2023-01-01T05:42:50Z
AV336,1.00390631,0,2023-01-01T06:13:01Z
AV334,36.826504921,-4.962462806,2023-01-01T06:44:33Z
AV334,36.823651484,-4.963836118,2023-01-01T07:14:32Z
AV335,36.837537194,-4.951445792,2023-01-01T07:24:08Z
AV336,1.00390631,0,2023-01-01T07:43:13Z
AV334,36.821393149,-4.964690623,2023-01-01T07:44:36Z
AV335,36.837781338,-4.949813077,2023-01-01T07:53:39Z
AV451,36.837888151,-4.949721523,2023-01-01T08:01:11Z
AV336,1.00390631,0,2023-01-01T08:13:20Z
AV335,36.83978027,-4.948287175,2023-01-01T08:24:09Z
AV336,1.00390631,0,2023-01-01T08:43:22Z
AV451,36.840543221,-4.947325856,2023-01-01T09:01:47Z
AV335,36.842420081,-4.948622873,2023-01-01T09:24:12Z
AV451,36.84290837,-4.948805982,2023-01-01T09:31:08Z
AV334,36.820584421,-4.958068208,2023-01-01T09:45:04Z
AV335,36.842572671,-4.9506981,2023-01-01T09:53:33Z
AV451,36.841245136,-4.951003281,2023-01-01T10:01:09Z
AV334,36.820325017,-4.954711223,2023-01-01T10:14:47Z
AV335,36.840238041,-4.953002213,2023-01-01T10:23:33Z
AV335,36.841153582,-4.956603342,2023-01-01T11:53:38Z
AV451,36.84103151,-4.956603342,2023-01-01T12:01:17Z
AV336,1.00390631,0,2023-01-01T12:13:58Z
AV335,36.841992828,-4.957595178,2023-01-01T12:23:22Z
AV451,36.842099641,-4.957549401,2023-01-01T12:31:11Z
AV335,36.841153582,-4.959884031,2023-01-01T12:53:55Z
AV335,36.840314336,-4.960967422,2023-01-01T13:23:38Z
AV334,36.83978027,-4.959411002,2023-01-01T14:15:00Z
AV334,36.839230945,-4.961211566,2023-01-01T14:44:57Z
AV334,36.836850538,-4.962264439,2023-01-01T15:15:01Z
AV334,36.83291371,-4.961882963,2023-01-01T16:45:18Z
AV335,36.8502327,-4.96443122,2023-01-01T16:53:38Z
AV335,36.849698634,-4.964660105,2023-01-01T17:23:14Z
AV335,36.849713893,-4.964751659,2023-01-01T17:53:32Z
AV334,36.832166018,-4.961943999,2023-01-01T18:15:18Z
AV335,36.848493172,-4.965346761,2023-01-01T18:23:07Z
AV334,36.831784543,-4.962355993,2023-01-01T19:15:43Z
AV335,36.848447395,-4.965270466,2023-01-01T19:23:00Z
AV336,1.00390631,0,2023-01-01T20:15:16Z
AV335,36.848584726,-4.965117876,2023-01-01T20:22:56Z
AV334,36.832196536,-4.962310216,2023-01-01T20:45:21Z
AV335,36.848645762,-4.965499351,2023-01-01T21:22:53Z
AV335,36.848630503,-4.965468833,2023-01-01T21:52:52Z
AV334,36.832059205,-4.962584878,2023-01-01T22:15:29Z
AV335,36.84835584,-4.965270466,2023-01-02T00:22:43Z
AV335,36.848386358,-4.96520943,2023-01-02T00:52:42Z
AV335,36.848447395,-4.965224689,2023-01-02T01:22:42Z
AV335,36.848615244,-4.965026322,2023-01-02T01:52:42Z
AV335,36.84820325,-4.965224689,2023-01-02T02:22:40Z
AV336,1.00390631,0,2023-01-02T02:46:24Z
AV335,36.848172732,-4.965316243,2023-01-02T03:22:39Z
AV335,36.848249027,-4.965117876,2023-01-02T04:22:36Z
AV335,36.848279545,-4.964950027,2023-01-02T04:52:34Z
AV336,1.00390631,0,2023-01-02T05:16:50Z
AV335,36.848187991,-4.965133135,2023-01-02T05:23:31Z
AV336,1.00390631,0,2023-01-02T06:17:01Z
AV335,36.848569467,-4.965377279,2023-01-02T06:22:36Z
AV335,36.855252918,-4.976180667,2023-01-02T07:52:30Z
AV334,36.817212177,-4.972396429,2023-01-02T08:16:00Z
AV334,36.824429694,-4.96270695,2023-01-02T09:46:04Z
AV334,36.828732738,-4.958678569,2023-01-02T10:46:08Z
