id_collar,lat,lng,time_stamp
AV345,37.239734493,-2.55538262,2023-05-31T22:03:26Z
AV345,37.239765011,-2.555474174,2023-05-31T22:33:37Z
AU636,37.239871824,-2.555260548,2023-05-31T23:46:08Z
AU636,37.239459831,-2.555123217,2023-06-01T00:16:11Z
AV345,37.239703975,-2.555153735,2023-06-01T00:34:35Z
AV345,37.239871824,-2.55523003,2023-06-01T02:35:44Z
AV345,37.239612421,-2.55538262,2023-06-01T03:05:56Z
AU636,37.23962768,-2.555428397,2023-06-01T03:46:53Z
AU636,37.239658198,-2.555504692,2023-06-01T04:17:07Z
AV345,37.23541619,-2.552391852,2023-06-01T06:37:42Z
AU636,37.234622721,-2.551705196,2023-06-01T06:47:48Z
AV345,37.233844511,-2.550041962,2023-06-01T07:07:59Z
AV345,37.231143664,-2.546318761,2023-06-01T07:38:37Z
AU636,37.2312047,-2.545937285,2023-06-01T07:48:26Z
AV345,37.229922942,-2.544975967,2023-06-01T08:08:27Z
AU636,37.22777142,-2.543633173,2023-06-01T08:17:49Z
AV345,37.22699321,-2.544853895,2023-06-01T08:38:36Z
AV345,37.220553902,-2.539391165,2023-06-01T09:08:52Z
AV345,37.218966964,-2.530189975,2023-06-01T09:39:13Z
AU636,37.214343481,-2.519600214,2023-06-01T11:19:01Z
AV345,37.229266804,-2.515098802,2023-06-01T13:41:18Z
AU636,37.229205768,-2.513466087,2023-06-01T13:49:24Z
AU636,37.218829633,-2.524910353,2023-06-01T15:49:44Z
AV345,37.218066682,-2.526955062,2023-06-01T16:12:45Z
AU636,37.216113527,-2.52698558,2023-06-01T16:20:12Z
AV345,37.219089036,-2.531563287,2023-06-01T16:43:08Z
AU636,37.21965362,-2.533455406,2023-06-01T16:49:59Z
AV345,37.220935378,-2.540413519,2023-06-01T17:13:14Z
AU636,37.221118486,-2.542778668,2023-06-01T17:20:04Z
AU636,37.220828565,-2.549477379,2023-06-01T17:50:13Z
AU636,37.228976883,-2.568108644,2023-06-01T18:50:32Z
AU636,37.230045014,-2.568032349,2023-06-01T19:20:35Z
AU636,37.22995346,-2.567940795,2023-06-01T19:50:43Z
AV345,37.230121309,-2.568001831,2023-06-01T20:14:50Z
AU636,37.229968719,-2.567925536,2023-06-01T20:20:49Z
AU636,37.229739834,-2.568245975,2023-06-01T20:51:07Z
AU636,37.229709316,-2.568184939,2023-06-01T21:21:01Z
AU636,37.229404135,-2.567910277,2023-06-01T21:51:16Z
AU636,37.229785611,-2.56801709,2023-06-01T22:21:20Z
AU636,37.230029755,-2.56833753,2023-06-01T22:51:28Z
AU636,37.230304417,-2.567681392,2023-06-01T23:21:41Z
AU636,37.230273899,-2.567833982,2023-06-02T00:21:48Z
AV345,37.229724575,-2.568184939,2023-06-02T00:47:36Z
AU636,37.229633021,-2.567971313,2023-06-02T01:21:55Z
AU636,37.229861905999996,-2.56801709,2023-06-02T01:52:31Z
AU636,37.229999237,-2.568123903,2023-06-02T02:22:37Z
AV345,37.229755093,-2.567818723,2023-06-02T03:18:35Z
AU636,37.229510948,-2.567925536,2023-06-02T04:22:38Z
AV345,37.224475471,-2.558709087,2023-06-02T04:49:20Z
AU636,37.224902724,-2.558266575,2023-06-02T04:52:54Z
AU636,37.22246128,-2.542839704,2023-06-02T05:53:10Z
AV345,37.221255818,-2.532814527,2023-06-02T06:20:07Z
